stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,mod_value,wave_data/6/wave_path,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_path,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/8/private_monster_count,wave_data/6/private_monster_count,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6210632,wave_tower_default_007,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,2320050131.0,path_grd_mid_small_002,3220050131,Drop,3220050131.0,Drop,3220050131.0,Dash,2220040131.0,Dash,path_grd_mid_special_065,6.0,3120010131.0,Drop,3120010131.0,Drop,3220050131.0,Drop,2320050231.0,Drop,path_grd_far_small_009,8.0,3220070131.0,Jump,3220070131.0,Jump,1220030131.0,Jump,2220040131.0,Jump,path_grd_mid_elite1_802,0.0,3220040131.0,Jump,3220040131.0,Jump,2220040131.0,Drop,2320050131.0,Drop,path_grd_far_small_050,,3220070131.0,Drop,1220030131.0,Drop,3220070131.0,Drop,1220030131.0,Drop,0,30,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210633,wave_tower_default_007,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,2310040131.0,path_grd_mid_small_002,1220060131,Dash,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,path_fly_mid_elite1_802,6.0,1210030131.0,Drop,3210040131.0,Drop,3210030131.0,Drop,2310040231.0,Drop,path_grd_close_small_060,,1220060131.0,Drop,1220050131.0,Drop,1220060131.0,Drop,1220050131.0,Drop,path_fly_mid_small_021,6.0,3210040131.0,Drop,1210030131.0,Drop,1210030131.0,Drop,3210040131.0,Drop,path_fly_mid_elite2_805,0.0,1210030131.0,Drop,3210040131.0,Drop,1310010231.0,Drop,2310040131.0,Drop,12,42,0,path_fly_close_small_049,,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,3210030131.0,Normal,,path_grd_mid_small_043,1220060131.0,Drop,1220050131.0,Drop,1220060131.0,Drop,1220050131.0,Drop,path_grd_mid_small_005,8.0,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,,,,,,,,,,,,,,,,,,,,,
6210634,wave_tower_default_007,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,1310020131.0,path_fly_mid_small_018,2210010131,Drop,2210010131.0,Drop,2210010131.0,Drop,2210010131.0,Drop,path_fly_mid_elite1_802,5.0,2210010131.0,Dash,2210010131.0,Dash,3210040131.0,Dash,1310020231.0,Dash,path_fly_mid_small_027,8.0,3210050131.0,Dash,2210010131.0,Dash,2210010131.0,Dash,2210010131.0,Dash,path_fly_mid_small_036,0.0,2210010131.0,Drop,3210040131.0,Drop,3210050131.0,Drop,2210010131.0,Drop,path_fly_mid_elite1_802,7.0,2210010131.0,Dash,2210010131.0,Dash,3210040131.0,Drop,1310020131.0,Drop,0,42,0,path_fly_mid_small_024,,3210040131.0,Drop,2210010131.0,Drop,3210050131.0,Drop,2210010131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210635,wave_tower_default_007,Defense,90,7,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Day,ibg_tower_defense_001,,path_grd_mid_elite2_808,2220010131,Dash,2220010131.0,Dash,2320020231.0,Drop,3320030231.0,Normal,path_grd_mid_small_040,9.0,2220010131.0,Jump,2220010131.0,Jump,2220010131.0,Normal,3220020131.0,Jump,path_grd_far_small_044,,2220010131.0,Dash,3220060131.0,Dash,2220010131.0,Dash,3220060131.0,Dash,path_fly_mid_special_016,,2210020131.0,Drop,3110010131.0,Drop,2210020131.0,Dash,2310030231.0,Dash,path_grd_mid_elite2_808,3.0,2220010131.0,Dash,3220060131.0,Dash,2320020131.0,Drop,3320030231.0,Dash,0,48,6,path_fly_mid_elite1_802,,2210020131.0,Jump,2210020131.0,Jump,1210010131.0,Drop,2310030231.0,Drop,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210636,wave_tower_default_007,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,3320040131.0,path_grd_far_small_053,1220060131,Dash,1220060131.0,Dash,1220060131.0,Dash,3220020131.0,Dash,path_grd_mid_elite1_802,6.0,3220050131.0,Jump,3220050131.0,Jump,2220050131.0,Drop,3320040231.0,Drop,path_fly_mid_small_050,,2210010131.0,Drop,2210010131.0,Drop,2210010131.0,Drop,1210040131.0,Drop,path_grd_mid_elite2_808,0.0,3220050131.0,Jump,3220050131.0,Jump,3320040231.0,Drop,3320040131.0,Drop,path_fly_mid_special_016,6.0,2210010131.0,Drop,2110010131.0,Drop,2210010131.0,Drop,1210040131.0,Drop,0,39,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210637,wave_tower_default_007,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,2310010131.0,path_grd_mid_small_043,3220050131,Dash,3220050131.0,Dash,3220060131.0,Dash,3220060131.0,Dash,path_fly_mid_small_033,,2210020131.0,Dash,2210020131.0,Dash,2210020131.0,Dash,2310060231.0,Drop,path_fly_mid_elite1_802,10.0,2210020131.0,Dash,2210020131.0,Dash,2210020131.0,Dash,2310010231.0,Drop,path_grd_mid_elite1_802,0.0,3220050131.0,Dash,3220050131.0,Dash,3220060131.0,Drop,2320070231.0,Drop,path_fly_mid_elite2_805,10.0,2210020131.0,Drop,2210020131.0,Drop,2310060231.0,Drop,2310010131.0,Drop,0,45,0,path_fly_mid_small_024,,2210020131.0,Drop,2210020131.0,Dash,1210010131.0,Dash,1210010131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210638,wave_tower_default_007,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,3310050131.0,path_grd_close_small_001,1220040131,Drop,1220040131.0,Drop,1220050131.0,Drop,1220050131.0,Drop,path_fly_mid_elite1_802,,3210050131.0,Drop,3210010131.0,Drop,3210030131.0,Drop,3310050231.0,Drop,path_grd_mid_small_043,,1220040131.0,Drop,1220050131.0,Drop,1220040131.0,Drop,1220050131.0,Drop,path_fly_mid_small_050,,3210050131.0,Drop,3210010131.0,Drop,3210010131.0,Drop,3210030131.0,Drop,path_fly_mid_elite2_808,0.0,3210010131.0,Drop,3210030131.0,Drop,3310050231.0,Drop,3310050131.0,Drop,18,36,0,path_grd_close_small_060,,1220050131.0,Drop,3220020131.0,Drop,1220050131.0,Drop,3220020131.0,Drop,,path_fly_mid_small_036,3210050131.0,Drop,3210010131.0,Drop,3210050131.0,Drop,3210050131.0,Drop,path_grd_close_small_060,,1220050131.0,Drop,3220020131.0,Drop,1220050131.0,Drop,3220020131.0,Drop,,,,,,,,,,,,,,,,,,,,,
6210639,wave_tower_default_007,Defense,90,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Day,ibg_tower_defense_001,,path_grd_mid_elite1_802,2220010131,Jump,2220010131.0,Jump,2220010131.0,Jump,1320030231.0,Jump,path_grd_close_small_014,10.0,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,3220080131.0,Drop,path_fly_mid_small_050,,1210020131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,1210040131.0,Normal,path_grd_mid_elite2_808,4.0,2220010131.0,Drop,2220010131.0,Drop,1320030231.0,Drop,3220080131.0,Drop,path_fly_far_small_028,10.0,1210020131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,1310020231.0,Dash,12,54,6,path_grd_close_small_051,8.0,2220010131.0,Drop,2220010131.0,Drop,3220080131.0,Drop,3220080131.0,Drop,20,path_fly_mid_small_050,1210020131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,1210040131.0,Normal,path_grd_mid_small_076,4.0,1220060131.0,Drop,1220060131.0,Drop,1220060131.0,Drop,3220080131.0,Drop,path_grd_mid_elite1_802,2220010131.0,Drop,2220010131.0,Drop,3220080131.0,Drop,1320030231.0,Drop,10.0,,path_fly_mid_elite1_802,,1210020131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,1310020231.0,Dash
6210640,wave_tower_default_007,Campaign,180,6,False,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_001,3410020131.0,path_fly_mid_centurion_902,3410020131,Normal,,,,,,,path_grd_mid_small_052,,2220030131.0,Drop,2220030131.0,Drop,2220020131.0,Drop,2220020131.0,Drop,path_fly_mid_special_047,5.0,3110010131.0,Dash,3110010131.0,Dash,1110010131.0,Dash,1110010131.0,Dash,path_fly_mid_small_042,,3210020131.0,Drop,3210020131.0,Drop,3210020131.0,Drop,1310020231.0,Drop,path_grd_mid_small_076,,2220020131.0,Drop,2220020131.0,Drop,1120010131.0,Drop,1120010131.0,Drop,0,45,1,path_grd_mid_small_046,4.0,3220050131.0,Drop,3220050131.0,Drop,3220050131.0,Drop,3220050131.0,Drop,,path_fly_mid_small_024,3120010131.0,Jump,3120010131.0,Jump,2210020131.0,Jump,1310040231.0,Jump,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,
6210641,wave_tower_default_007,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,2310060151.0,path_grd_mid_small_002,3220050151,Dash,3220050151.0,Dash,1120010151.0,Drop,1120010151.0,Drop,path_fly_mid_small_024,6.0,2210020151.0,Drop,2210020151.0,Drop,2210020151.0,Drop,2310060251.0,Drop,path_grd_close_small_069,8.0,3220050151.0,Drop,3220050151.0,Drop,3220050151.0,Drop,2220040151.0,Drop,path_fly_mid_elite1_802,0.0,1210030151.0,Dash,2210020151.0,Dash,1210030151.0,Drop,2310060151.0,Drop,path_fly_close_small_049,8.0,3210010151.0,Dash,3210010151.0,Dash,3210010151.0,Dash,3210030151.0,Dash,12,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210642,wave_tower_default_007,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,2310040151.0,path_fly_mid_small_018,3210020151,Jump,3210020151.0,Jump,3210020151.0,Jump,3210020151.0,Jump,path_grd_mid_elite1_802,,3220050151.0,Drop,3220050151.0,Drop,2220050151.0,Drop,2320030251.0,Drop,path_grd_mid_small_070,,2220010151.0,Drop,2220010151.0,Drop,3220020151.0,Drop,2220010151.0,Drop,path_fly_mid_small_033,7.0,3210020151.0,Drop,3210020151.0,Drop,3210020151.0,Drop,3210040151.0,Drop,path_fly_mid_elite1_802,0.0,2210010151.0,Dash,2210010151.0,Dash,1210040151.0,Drop,2310040151.0,Drop,0,45,0,path_grd_mid_elite1_802,8.0,2120010151.0,Drop,2220010151.0,Drop,3220020151.0,Drop,2220050151.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210643,wave_tower_default_007,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,2320010151.0,path_grd_mid_small_002,3220040151,Dash,3220040151.0,Dash,3220040151.0,Dash,3220040151.0,Dash,path_fly_mid_small_050,,3210010151.0,Dash,3210010151.0,Dash,3210010151.0,Dash,3210030151.0,Dash,path_grd_mid_elite1_802,8.0,3220040151.0,Drop,3220040151.0,Drop,3220060151.0,Drop,2320010251.0,Drop,path_grd_mid_elite2_808,0.0,3220040151.0,Dash,3220060151.0,Dash,1320030251.0,Drop,2320010151.0,Drop,path_fly_mid_small_050,10.0,3210010151.0,Dash,3210010151.0,Dash,3210010151.0,Dash,3210030151.0,Dash,0,42,0,path_grd_mid_small_043,7.0,3220040151.0,Drop,3220060151.0,Drop,3220040151.0,Drop,3220060151.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210644,wave_tower_default_007,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,2320010151.0,path_grd_mid_small_002,3220040151,Jump,3220040151.0,Jump,3220040151.0,Jump,3220040151.0,Jump,path_grd_mid_small_012,5.0,3220040151.0,Dash,2220010151.0,Dash,3220040151.0,Dash,2320010251.0,Dash,path_grd_mid_small_034,10.0,3320080251.0,Drop,2220010151.0,Drop,3220040151.0,Drop,3220040151.0,Drop,path_grd_mid_elite2_805,0.0,3220040151.0,Drop,2220010151.0,Drop,3320080251.0,Drop,2320010151.0,Drop,path_fly_mid_small_008,8.0,3220040151.0,Jump,3220040151.0,Jump,2220010151.0,Jump,2220010151.0,Jump,0,39,0,path_grd_mid_small_037,,3220040151.0,Jump,2220010151.0,Jump,3220040151.0,Jump,2220010151.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210645,wave_tower_default_007,BaseDefense,60,8,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_basedefense_001,,path_grd_mid_elite1_802,2220030151,Drop,2220030151.0,Drop,2220050151.0,Drop,3320040251.0,Drop,path_grd_mid_small_061,,3220020151.0,Dash,2220020151.0,Dash,2220020151.0,Dash,2220020151.0,Dash,path_fly_mid_small_002,8.0,3210050151.0,Dash,3210040151.0,Dash,3210040151.0,Dash,3210040151.0,Dash,path_grd_mid_small_070,4.0,3220020151.0,Dash,2220020151.0,Dash,2220020151.0,Dash,2220050151.0,Normal,path_grd_mid_elite2_808,10.0,2220020151.0,Dash,2220020151.0,Dash,2320060251.0,Drop,3320040251.0,Drop,0,63,0,path_fly_mid_small_002,6.0,3210040151.0,Dash,3210050151.0,Dash,3210040151.0,Dash,3210050151.0,Dash,normal,path_grd_mid_small_075,3220020151.0,Dash,2220020151.0,Dash,2220050151.0,Normal,2220050151.0,Normal,path_fly_mid_small_021,,3210050151.0,Dash,3210040151.0,Dash,3210040151.0,Dash,2310050251.0,Dash,path_grd_mid_elite1_802,2220020151.0,Dash,3220020151.0,Dash,2220020151.0,Drop,2320060151.0,Drop,10.0,5.0,,,,,,,,,,
6210646,wave_tower_default_007,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,2320020151.0,path_grd_mid_small_002,1220040151,Jump,1220040151.0,Jump,1220040151.0,Jump,1220040151.0,Jump,path_grd_mid_elite1_802,5.0,1220040151.0,Dash,1220040151.0,Dash,3220060151.0,Drop,2320070251.0,Drop,path_grd_mid_small_049,10.0,1220040151.0,Drop,3220060151.0,Drop,3220060151.0,Drop,3220060151.0,Drop,path_grd_mid_elite2_805,0.0,1220040151.0,Drop,3220060151.0,Drop,2320070251.0,Drop,2320020151.0,Drop,path_grd_close_small_004,8.0,1220040151.0,Dash,3220060151.0,Dash,1220040151.0,Dash,3220060151.0,Dash,6,36,0,path_grd_mid_small_005,6.0,1220040151.0,Dash,3220060151.0,Dash,1220040151.0,Dash,3220060151.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210647,wave_tower_default_007,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,2310040151.0,path_grd_mid_small_002,2220030151,Dash,2220030151.0,Dash,2220030151.0,Dash,2220030151.0,Dash,path_fly_mid_elite2_808,5.0,3210020151.0,Dash,3210020151.0,Dash,1310030251.0,Drop,2310040251.0,Drop,path_grd_mid_small_043,10.0,2220030151.0,Dash,2220030151.0,Dash,2220030151.0,Dash,2220030151.0,Dash,path_fly_mid_elite2_808,0.0,3210020151.0,Dash,3210020151.0,Dash,2310040251.0,Drop,2310040151.0,Drop,path_grd_mid_small_037,10.0,2220030151.0,Dash,2220030151.0,Dash,2220030151.0,Dash,2220030151.0,Dash,0,42,0,path_grd_mid_small_040,,2220030151.0,Dash,2220030151.0,Dash,2220030151.0,Dash,2220030151.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210648,wave_tower_default_007,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,1320030151.0,path_grd_mid_small_049,1220010151,Drop,1220010151.0,Drop,1220010151.0,Drop,1220050151.0,Drop,path_grd_close_elite2_804,0.0,1220050151.0,Jump,1220050151.0,Jump,1320030251.0,Drop,1320030251.0,Drop,path_fly_close_special_046,4.0,1110010151.0,Dash,1110010151.0,Dash,3210040151.0,Drop,3210040151.0,Drop,path_grd_mid_small_043,5.0,1220010151.0,Dash,1220050151.0,Dash,1220010151.0,Dash,1220050151.0,Dash,path_grd_close_small_042,,1220050151.0,Dash,1220010151.0,Dash,1220050151.0,Dash,1220010151.0,Dash,45,27,0,path_grd_mid_elite1_802,0.0,1220010151.0,Dash,1220010151.0,Dash,1220050151.0,Drop,1320030151.0,Drop,,path_grd_close_elite2_804,1220050151.0,Jump,1220010151.0,Jump,3320060251.0,Drop,3320060251.0,Drop,path_grd_mid_small_043,5.0,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,path_grd_close_small_010,1220050151.0,Jump,1220050151.0,Jump,1220050151.0,Jump,1220050151.0,Jump,4.0,,,,,,,,,,,
6210649,wave_tower_default_007,BaseDefense,60,7,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_basedefense_001,,path_grd_mid_elite2_805,2220010121,Jump,2220010121.0,Jump,1320060221.0,Drop,1320060221.0,Drop,path_grd_far_small_038,5.0,1220060121.0,Jump,1220060121.0,Jump,1220060121.0,Jump,2220040121.0,Jump,path_grd_mid_special_025,6.0,1220060121.0,Jump,1220060121.0,Jump,2220010121.0,Drop,2220010121.0,Drop,path_fly_mid_elite1_802,3.0,2220010121.0,Drop,2220010121.0,Drop,3210030121.0,Drop,1310040221.0,Drop,path_grd_mid_elite1_802,10.0,2220010121.0,Jump,2220040121.0,Jump,1320060221.0,Drop,1320060121.0,Drop,0,57,12,path_grd_far_small_044,,1220060121.0,Jump,1220060121.0,Jump,1220060121.0,Jump,1220060121.0,Jump,normal,path_grd_mid_small_075,2220010121.0,Jump,2220040121.0,Jump,2220010121.0,Jump,2220040121.0,Jump,path_grd_mid_elite1_802,,1220060121.0,Jump,1220060121.0,Jump,1320060221.0,Drop,2220040121.0,Drop,,,,,,,,,,,8.0,,,,,,,,,,
6210650,wave_tower_default_007,Campaign,180,6,False,False,point_grd_mordernia_01,point_fly_mordernia_01,sbg_iceland_sky_001,IceLand,Day,ibg_iceland_001,3520040151.0,b_fly_mordernia_01,3520040151,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
