stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,close_monster_count,mid_monster_count,far_monster_count,ui_theme,target_list/0,wave_data/0/wave_path,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type
6501851,wave_eventdungeon_008,Campaign,180,6,False,False,point_grd_materialh_01,point_fly_materialh_01,sbg_ebg002_001,GreatHole,Day,ibg_greathole_001,1,0,0,CE002,2520120141,b_grd_materialh_01,,,,,,,,,,,,,,,2520120141,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501852,wave_eventdungeon_008,Campaign,180,6,False,False,point_grd_materialh_01,point_fly_materialh_01,sbg_ebg002_001,GreatHole,Day,ibg_greathole_001,1,0,0,CE002,2520120141,b_grd_materialh_01,,,,,,,,,,,,,,,2520120141,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501853,wave_eventdungeon_008,Campaign,180,6,False,False,point_grd_materialh_01,point_fly_materialh_01,sbg_ebg002_001,GreatHole,Day,ibg_greathole_001,1,0,0,CE002,2520120141,b_grd_materialh_01,,,,,,,,,,,,,,,2520120141,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501854,wave_eventdungeon_008,Campaign,180,6,False,False,point_grd_materialh_01,point_fly_materialh_01,sbg_ebg002_001,GreatHole,Day,ibg_greathole_001,1,0,0,CE002,2520120141,b_grd_materialh_01,,,,,,,,,,,,,,,2520120141,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501855,wave_eventdungeon_008,Campaign,180,6,False,False,point_grd_materialh_01,point_fly_materialh_01,sbg_ebg002_001,GreatHole,Day,ibg_greathole_001,1,0,0,CE002,2520120141,b_grd_materialh_01,,,,,,,,,,,,,,,2520120141,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501856,wave_eventdungeon_008,Campaign,180,6,False,False,point_grd_materialh_01,point_fly_materialh_01,sbg_ebg002_001,GreatHole,Day,ibg_greathole_001,1,0,0,CE002,2520120141,b_grd_materialh_01,,,,,,,,,,,,,,,2520120141,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501857,wave_eventdungeon_008,Campaign,180,6,False,False,point_grd_materialh_01,point_fly_materialh_01,sbg_ebg002_001,GreatHole,Day,ibg_greathole_001,1,0,0,CE002,2520120141,b_grd_materialh_01,,,,,,,,,,,,,,,2520120141,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501858,wave_eventdungeon_008,Campaign,180,6,False,False,point_grd_materialh_01,point_fly_materialh_01,sbg_ebg002_001,GreatHole,Day,ibg_greathole_001,1,0,0,CE002,2520120141,b_grd_materialh_01,,,,,,,,,,,,,,,2520120141,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501859,wave_eventdungeon_008,Campaign,180,6,False,False,point_grd_materialh_01,point_fly_materialh_01,sbg_ebg002_001,GreatHole,Day,ibg_greathole_001,1,0,0,CE002,2520120141,b_grd_materialh_01,,,,,,,,,,,,,,,2520120141,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501860,wave_eventdungeon_008,Campaign,180,6,False,False,point_grd_materialh_01,point_fly_materialh_01,sbg_ebg002_001,GreatHole,Day,ibg_greathole_001,1,0,0,CE002,2520120141,b_grd_materialh_01,,,,,,,,,,,,,,,2520120141,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501861,wave_eventdungeon_008,Campaign,180,6,False,False,point_grd_materialh_01,point_fly_materialh_01,sbg_ebg002_001,GreatHole,Day,ibg_greathole_001,1,0,0,CE002,2520120141,b_grd_materialh_01,,,,,,,,,,,,,,,2520120141,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501862,wave_eventdungeon_008,Campaign,180,6,False,False,point_grd_materialh_01,point_fly_materialh_01,sbg_ebg002_001,GreatHole,Day,ibg_greathole_001,1,0,0,CE002,2520120141,b_grd_materialh_01,,,,,,,,,,,,,,,2520120141,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501863,wave_eventdungeon_008,Campaign,180,6,False,False,point_grd_materialh_01,point_fly_materialh_01,sbg_ebg002_001,GreatHole,Day,ibg_greathole_001,1,0,0,CE002,2520120141,b_grd_materialh_01,,,,,,,,,,,,,,,2520120141,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501864,wave_eventdungeon_008,Campaign,180,6,False,False,point_grd_materialh_01,point_fly_materialh_01,sbg_ebg002_001,GreatHole,Day,ibg_greathole_001,1,0,0,CE002,2520120141,b_grd_materialh_01,,,,,,,,,,,,,,,2520120141,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501865,wave_eventdungeon_008,Campaign,180,6,False,False,point_grd_materialh_01,point_fly_materialh_01,sbg_ebg002_001,GreatHole,Day,ibg_greathole_001,1,0,0,CE002,2520120141,b_grd_materialh_01,,,,,,,,,,,,,,,2520120141,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501866,wave_eventdungeon_008,Campaign,180,6,False,False,point_grd_materialh_01,point_fly_materialh_01,sbg_ebg002_001,GreatHole,Day,ibg_greathole_001,1,0,0,CE002,2520120141,b_grd_materialh_01,,,,,,,,,,,,,,,2520120141,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501867,wave_eventdungeon_008,Campaign,180,6,False,False,point_grd_materialh_01,point_fly_materialh_01,sbg_ebg002_001,GreatHole,Day,ibg_greathole_001,1,0,0,CE002,2520120141,b_grd_materialh_01,,,,,,,,,,,,,,,2520120141,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501868,wave_eventdungeon_008,Campaign,180,6,False,False,point_grd_materialh_01,point_fly_materialh_01,sbg_ebg002_001,GreatHole,Day,ibg_greathole_001,1,0,0,CE002,2520120141,b_grd_materialh_01,,,,,,,,,,,,,,,2520120141,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
