stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/6/private_monster_count,ui_theme
6505809,wave_eventdungeon_021,Campaign,90,5,True,False,point_grd_arkcityday_004,point_fly_arkcityday_004,sbg_arkcityday_004,ArkCityDay,Day,ibg_arkcityday_001,2320050151,path_grd_mid_small_002,3220050151,Drop,3220050151.0,Drop,3220050151.0,Dash,2220040151.0,Dash,path_grd_mid_special_065,6.0,3120010151.0,Drop,3120010151.0,Drop,3220050151.0,Drop,2320050251.0,Drop,path_grd_far_small_009,8.0,3220070151.0,Jump,3220070151.0,Jump,1220030151.0,Jump,2220040151.0,Jump,path_grd_mid_elite1_802,0.0,3220040151.0,Jump,3220040151.0,Jump,2220040151.0,Drop,2320050151.0,Drop,path_grd_far_small_050,,3220070151.0,Drop,1220030151.0,Drop,3220070151.0,Drop,1220030151.0,Drop,0,30,12,,,,,,,,,,,,,,,,,,,,,
6505810,wave_eventdungeon_021,Campaign,90,5,True,False,point_grd_arkcityday_001,point_fly_arkcityday_001,sbg_arkcityday_001,ArkCityDay,Day,ibg_arkcityday_001,1320040151,path_grd_mid_small_008,3220050151,Drop,3220050151.0,Drop,3220060151.0,Dash,3220060151.0,Dash,path_grd_mid_special_025,7.0,2120010151.0,Jump,2120010151.0,Jump,2220010151.0,Drop,1320030251.0,Drop,path_fly_mid_elite1_802,4.0,1210030151.0,Drop,2210010151.0,Drop,2210010151.0,Drop,1210040151.0,Drop,path_grd_mid_elite1_802,0.0,2220010151.0,Dash,2220010151.0,Dash,3220060151.0,Drop,1320040151.0,Drop,path_fly_mid_small_021,10.0,1210010151.0,Drop,1210010151.0,Drop,1210010151.0,Drop,3210030151.0,Drop,0,41,19,path_grd_mid_special_025,,3120010151.0,Jump,3120010151.0,Jump,3120010151.0,Drop,3120010151.0,Drop,,,,,,,,,,,
6505811,wave_eventdungeon_021,Campaign,90,5,True,False,point_grd_arkcityday_003,point_fly_arkcityday_003,sbg_arkcityday_003,ArkCityDay,Day,ibg_arkcityday_001,2320010151,path_grd_mid_small_002,3220040151,Dash,3220040151.0,Dash,3220040151.0,Dash,3220040151.0,Dash,path_fly_mid_small_050,,3210010151.0,Dash,3210010151.0,Dash,3210010151.0,Dash,3210030151.0,Dash,path_grd_mid_elite1_802,8.0,3220040151.0,Drop,3220040151.0,Drop,3220060151.0,Drop,2320010251.0,Drop,path_grd_mid_elite2_808,0.0,3220040151.0,Dash,3220060151.0,Dash,1320030251.0,Drop,2320010151.0,Drop,path_fly_mid_small_050,10.0,3210010151.0,Dash,3210010151.0,Dash,3210010151.0,Dash,3210030151.0,Dash,0,42,0,path_grd_mid_small_043,7.0,3220040151.0,Drop,3220060151.0,Drop,3220040151.0,Drop,3220060151.0,Drop,,,,,,,,,,,
6505812,wave_eventdungeon_021,Campaign,180,7,False,False,point_grd_arkcityday_004_midclear,point_fly_arkcityday_004,sbg_arkcityday_004_midclear,ArkCityDay,Day,ibg_arkcityday_001,3420030151,path_grd_mid_centurion_902,3420030151,Normal,,,,,,,path_grd_mid_small_005,,1220040151.0,Normal,1220040151.0,Normal,3220060151.0,Normal,2220050151.0,Normal,path_grd_mid_elite2_805,,1120010151.0,Jump,3220010151.0,Jump,1120010151.0,Jump,3220010151.0,Drop,path_grd_mid_special_065,3.0,2220010151.0,Dash,2120010151.0,Dash,2120010151.0,Dash,3320050251.0,Drop,path_fly_mid_small_039,4.0,1210030151.0,Dash,2210020151.0,Dash,2210020151.0,Dash,2210020151.0,Dash,7,42,0,path_grd_close_small_004,8.0,2220010151.0,Dash,3120010151.0,Dash,3120010151.0,Dash,2220010151.0,Dash,path_fly_mid_small_036,1210030151.0,Dash,1210030151.0,Dash,3110010151.0,Dash,1310010251.0,Dash,,
6505813,wave_eventdungeon_021,Campaign,90,5,True,False,point_grd_arkcityday_002,point_fly_arkcityday_002,sbg_arkcityday_002,ArkCityDay,Day,ibg_arkcityday_001,1310030151,path_fly_mid_small_018,2210020151,Dash,2210020151.0,Dash,2210020151.0,Drop,2210020151.0,Drop,path_fly_mid_special_047,6.0,3210010151.0,Dash,2110010151.0,Dash,2110010151.0,Dash,1310020251.0,Dash,path_grd_close_small_004,6.0,3220040151.0,Drop,3220040151.0,Drop,3220040151.0,Drop,3220040151.0,Drop,path_fly_mid_elite1_802,0.0,2210020151.0,Drop,2210020151.0,Drop,2210020151.0,Drop,1310030151.0,Drop,path_fly_mid_small_024,7.0,3210010151.0,Jump,3210010151.0,Jump,3210010151.0,Jump,1210040151.0,Jump,6,36,0,,,,,,,,,,,,,,,,,,,,,
6505814,wave_eventdungeon_021,Campaign,90,5,True,False,point_grd_arkcityday_004,point_fly_arkcityday_004,sbg_arkcityday_004,ArkCityDay,Day,ibg_arkcityday_001,3310040151,path_grd_mid_small_052,3220040151,Drop,3220040151.0,Drop,3220040151.0,Drop,3220040151.0,Drop,path_fly_mid_special_047,7.0,1110010151.0,Jump,1110010151.0,Jump,2210010151.0,Drop,3310040251.0,Drop,path_grd_close_small_042,7.0,3220050151.0,Dash,3220050151.0,Dash,3220040151.0,Dash,2220040151.0,Dash,path_fly_mid_elite1_802,0.0,3210010151.0,Dash,3210010151.0,Dash,3210030151.0,Drop,3310040151.0,Drop,path_grd_close_small_069,7.0,3220050151.0,Drop,3220050151.0,Drop,3220040151.0,Drop,3220040151.0,Drop,12,30,0,,,,,,,,,,,,,,,,,,,,,
6505815,wave_eventdungeon_021,Campaign,90,5,True,False,point_grd_arkcityday_003,point_fly_arkcityday_003,sbg_arkcityday_003,ArkCityDay,Day,ibg_arkcityday_001,3320070151,path_grd_mid_small_055,3220050151,Drop,3220050151.0,Drop,3220050151.0,Drop,3220050151.0,Drop,path_grd_mid_elite2_805,,3220050151.0,Drop,3220050151.0,Drop,3320070251.0,Dash,3320070251.0,Dash,path_fly_mid_small_027,10.0,2210030151.0,Drop,1210020151.0,Dash,1210020151.0,Dash,1210020151.0,Dash,path_grd_mid_elite3_814,0.0,3220050151.0,Drop,3320070251.0,Jump,3320070251.0,Jump,3320070151.0,Jump,path_fly_mid_small_027,8.0,2210030151.0,Drop,1210020151.0,Dash,1210020151.0,Dash,1210020151.0,Dash,0,42,0,path_grd_mid_small_061,10.0,3220050151.0,Dash,3220050151.0,Dash,3220050151.0,Dash,3220050151.0,Dash,,,,,,,,,,,
6505816,wave_eventdungeon_021,Campaign,90,5,True,False,point_grd_arkcityday_001,point_fly_arkcityday_001,sbg_arkcityday_001,ArkCityDay,Day,ibg_arkcityday_001,2310020151,path_grd_mid_small_002,1220060151,Dash,1220060151.0,Dash,1220060151.0,Dash,1220060151.0,Dash,path_fly_mid_elite1_802,,2210020151.0,Dash,2210020151.0,Dash,2210040151.0,Drop,2310020251.0,Drop,path_fly_mid_small_039,7.0,2210020151.0,Drop,2210020151.0,Drop,2210020151.0,Drop,2210020151.0,Drop,path_fly_mid_small_039,0.0,2210020151.0,Drop,2210020151.0,Drop,2210040151.0,Drop,2210040151.0,Drop,path_fly_mid_elite1_802,8.0,2210020151.0,Dash,2210020151.0,Dash,2210040151.0,Drop,2310020151.0,Drop,0,38,4,path_grd_mid_small_043,8.0,1220060151.0,Dash,1220060151.0,Dash,1220060151.0,Dash,1220060151.0,Dash,,,,,,,,,,,
6505817,wave_eventdungeon_021,Campaign,90,7,True,False,point_grd_arkcityday_005,point_fly_arkcityday_005,sbg_arkcityday_005,ArkCityDay,Day,ibg_arkcityday_001,2310010151,path_grd_mid_small_043,3220050151,Dash,3220050151.0,Dash,3220060151.0,Dash,3220060151.0,Dash,path_fly_mid_small_033,,2210020151.0,Dash,2210020151.0,Dash,2210020151.0,Dash,2310060251.0,Drop,path_fly_mid_elite1_802,10.0,2210020151.0,Dash,2210020151.0,Dash,2210020151.0,Dash,2310010251.0,Drop,path_grd_mid_elite1_802,0.0,3220050151.0,Dash,3220050151.0,Dash,3220060151.0,Drop,2320070251.0,Drop,path_fly_mid_elite2_805,10.0,2210020151.0,Drop,2210020151.0,Drop,2310060251.0,Drop,2310010151.0,Drop,0,45,0,path_fly_mid_small_024,,2210020151.0,Drop,2210020151.0,Dash,1210010151.0,Dash,1210010151.0,Dash,,,,,,,,,,,
6505818,wave_eventdungeon_021,Campaign,90,5,True,False,point_grd_arkcityday_002,point_fly_arkcityday_002,sbg_arkcityday_002,ArkCityDay,Day,ibg_arkcityday_001,2320060151,path_grd_mid_small_049,3220050151,Drop,3220050151.0,Drop,3220050151.0,Drop,3220050151.0,Drop,path_fly_mid_special_016,7.0,2210020151.0,Jump,2110010151.0,Jump,2110010151.0,Jump,1310010251.0,Jump,path_grd_close_small_051,6.0,1220040151.0,Dash,1220040151.0,Dash,1220040151.0,Dash,1220040151.0,Dash,path_fly_mid_small_050,0.0,1210020151.0,Jump,1210040151.0,Jump,1210020151.0,Dash,1210040151.0,Drop,path_grd_close_elite1_801,7.0,3220030151.0,Jump,3220030151.0,Jump,3220030151.0,Dash,2320060151.0,Drop,21,27,0,path_grd_close_small_001,,3220040151.0,Jump,3220040151.0,Jump,3220040151.0,Jump,3220040151.0,Jump,,,,,,,,,,,
6505819,wave_eventdungeon_021,Campaign,90,5,True,False,point_grd_arkcityday_004,point_fly_arkcityday_004,sbg_arkcityday_004,ArkCityDay,Day,ibg_arkcityday_001,2310060151,path_grd_mid_small_005,1220040151,Dash,1220040151.0,Dash,1220040151.0,Dash,1220040151.0,Dash,path_fly_mid_special_016,7.0,1110010151.0,Drop,1110010151.0,Drop,2210010151.0,Drop,2310060251.0,Drop,path_fly_far_small_031,,1210010151.0,Drop,1210010151.0,Drop,1210010151.0,Drop,1210040151.0,Drop,path_fly_mid_elite2_805,0.0,1210010151.0,Jump,1210010151.0,Jump,1210010151.0,Drop,2310060151.0,Drop,path_grd_far_small_044,,3220060151.0,Dash,2220040151.0,Dash,3220060151.0,Dash,2220040151.0,Dash,0,30,27,path_fly_far_special_048,8.0,3110010151.0,Jump,3110010151.0,Jump,3110010151.0,Jump,1210010151.0,Jump,,,,,,,,,,,
6505820,wave_eventdungeon_021,Campaign,90,7,True,False,point_grd_arkcityday_003,point_fly_arkcityday_003,sbg_arkcityday_003,ArkCityDay,Day,ibg_arkcityday_001,2310040151,path_grd_mid_small_002,3220010151,Jump,3220010151.0,Jump,3220010151.0,Jump,3220010151.0,Jump,path_fly_mid_elite1_802,6.0,3210010151.0,Dash,3210010151.0,Dash,1210040151.0,Drop,2310040251.0,Drop,path_fly_mid_small_005,8.0,3210010151.0,Dash,3210010151.0,Dash,3210010151.0,Dash,3210010151.0,Dash,path_fly_mid_elite2_805,0.0,3210010151.0,Dash,3210010151.0,Dash,2310060251.0,Drop,2310040151.0,Drop,path_grd_mid_small_043,10.0,3220010151.0,Jump,3220010151.0,Jump,3220010151.0,Jump,3220010151.0,Jump,0,42,0,path_fly_mid_small_024,,3210010151.0,Dash,3210010151.0,Dash,3210010151.0,Dash,3210010151.0,Dash,,,,,,,,,,,
6505821,wave_eventdungeon_021,Campaign,90,5,True,False,point_grd_arkcityday_001,point_fly_arkcityday_001,sbg_arkcityday_001,ArkCityDay,Day,ibg_arkcityday_001,1320010151,path_grd_mid_small_002,1220040151,Jump,1220040151.0,Jump,1220040151.0,Jump,2220040151.0,Dash,path_grd_far_elite1_803,6.0,2220010151.0,Drop,2220010151.0,Drop,2220040151.0,Drop,1320010251.0,Drop,path_grd_mid_small_055,10.0,1220040151.0,Dash,1220040151.0,Dash,1220040151.0,Dash,1220050151.0,Dash,path_grd_far_elite1_803,0.0,2220010151.0,Drop,2220010151.0,Drop,2220040151.0,Drop,1320010151.0,Drop,path_grd_mid_small_070,7.0,1220040151.0,Jump,1220050151.0,Jump,1220040151.0,Jump,2220040151.0,Dash,0,16,26,path_grd_mid_small_043,6.0,2220010151.0,Drop,1220050151.0,Drop,2220010151.0,Drop,2220010151.0,Drop,,,,,,,,,,,
6505822,wave_eventdungeon_021,Campaign,90,7,True,False,point_grd_arkcityday_004,point_fly_arkcityday_004,sbg_arkcityday_004,ArkCityDay,Day,ibg_arkcityday_001,2320030151,path_fly_mid_small_018,1210030151,Dash,1210030151.0,Dash,1210030151.0,Dash,1210030151.0,Dash,path_grd_mid_elite2_805,5.0,3220010151.0,Dash,3220010151.0,Dash,3320030251.0,Drop,2320030251.0,Drop,path_fly_mid_small_036,10.0,1210030151.0,Dash,1210030151.0,Dash,1210030151.0,Dash,1210030151.0,Dash,path_grd_mid_elite2_805,0.0,3220010151.0,Dash,3220010151.0,Dash,3320030251.0,Drop,3320030251.0,Drop,path_grd_mid_elite1_802,10.0,3220010151.0,Dash,3220010151.0,Dash,3220060151.0,Drop,2320030151.0,Drop,0,45,0,path_fly_mid_small_005,,1210030151.0,Dash,1210030151.0,Dash,1210030151.0,Dash,1210030151.0,Dash,,,,,,,,,,,
6505823,wave_eventdungeon_021,Campaign,90,5,True,False,point_grd_arkcityday_002,point_fly_arkcityday_002,sbg_arkcityday_002,ArkCityDay,Day,ibg_arkcityday_001,3320040151,path_grd_far_small_053,1220060151,Dash,1220060151.0,Dash,1220060151.0,Dash,3220020151.0,Dash,path_grd_mid_elite1_802,6.0,3220050151.0,Jump,3220050151.0,Jump,2220050151.0,Drop,3320040251.0,Drop,path_fly_mid_small_050,,2210010151.0,Drop,2210010151.0,Drop,2210010151.0,Drop,1210040151.0,Drop,path_grd_mid_elite2_808,0.0,3220050151.0,Jump,3220050151.0,Jump,3320040251.0,Drop,3320040151.0,Drop,path_fly_mid_special_016,6.0,2210010151.0,Drop,2110010151.0,Drop,2210010151.0,Drop,1210040151.0,Drop,0,39,6,,,,,,,,,,,,,,,,,,,,,
6505824,wave_eventdungeon_021,Campaign,180,6,False,False,point_grd_arkcityday_004_midclear,point_fly_arkcityday_004,sbg_arkcityday_004_midclear,ArkCityDay,Day,ibg_arkcityday_001,1420020151,path_grd_mid_centurion_902,1420020151,Normal,,,,,,,path_fly_close_small_035,,1210020151.0,Dash,1210020151.0,Dash,1210020151.0,Dash,1210020151.0,Dash,path_grd_close_small_042,8.0,2120010151.0,Jump,2120010151.0,Jump,3220050151.0,Dash,3220050151.0,Drop,path_grd_mid_elite2_805,4.0,1120010151.0,Drop,1120010151.0,Drop,1120010151.0,Drop,2320020251.0,Drop,path_fly_close_small_001,,3210020151.0,Dash,2110010151.0,Dash,2110010151.0,Dash,3210020151.0,Dash,19,30,0,path_grd_mid_small_055,,1120010151.0,Jump,1120010151.0,Jump,2120010151.0,Jump,2120010151.0,Jump,path_grd_mid_special_065,3120010151.0,Drop,3120010151.0,Dash,3120010151.0,Dash,3320060251.0,Drop,4.0,
6505825,wave_eventdungeon_021,Campaign,180,6,False,False,point_grd_mordernia_01,point_fly_mordernia_01,sbg_iceland_sky_001,IceLand,Day,ibg_iceland_001,3520040156,b_fly_mordernia_01,3520040156,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,
6505826,wave_eventdungeon_021,Campaign,180,6,False,False,point_grd_mordernia_01,point_fly_mordernia_01,sbg_iceland_sky_001,IceLand,Day,ibg_iceland_001,3520040156,b_fly_mordernia_01,3520040156,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,
6505827,wave_eventdungeon_021,Campaign,180,6,False,False,point_grd_mordernia_01,point_fly_mordernia_01,sbg_iceland_sky_001,IceLand,Day,ibg_iceland_001,3520040156,b_fly_mordernia_01,3520040156,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,
6505828,wave_eventdungeon_021,Campaign,180,6,False,False,point_grd_mordernia_01,point_fly_mordernia_01,sbg_iceland_sky_001,IceLand,Day,ibg_iceland_001,3520040156,b_fly_mordernia_01,3520040156,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,
6505829,wave_eventdungeon_021,Campaign,180,6,False,False,point_grd_mordernia_01,point_fly_mordernia_01,sbg_iceland_sky_001,IceLand,Day,ibg_iceland_001,3520040156,b_fly_mordernia_01,3520040156,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,
