stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/5/wave_path,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/6/private_monster_count,ui_theme
6504024,wave_eventdungeon_015,Campaign,180,6,False,False,point_grd_greathole_004,point_fly_greathole_004,sbg_greathole_004,GreatHole,Day,ibg_greathole_001,1420020137,path_grd_mid_centurion_902,1420020137,Normal,,,,,,,path_fly_close_small_035,,1210020131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,path_grd_close_small_042,8.0,2120010131.0,Jump,2120010131.0,Jump,3220050131.0,Dash,3220050131.0,Drop,path_grd_mid_elite2_805,4.0,1120010131.0,Drop,1120010131.0,Drop,1120010131.0,Drop,2320020231.0,Drop,path_fly_close_small_001,,3210020131.0,Dash,2110010131.0,Dash,2110010131.0,Dash,3210020131.0,Dash,19,30,0,path_grd_mid_small_055,1120010131.0,Jump,1120010131.0,Jump,2120010131.0,Jump,2120010131.0,Jump,,path_grd_mid_special_065,3120010131.0,Drop,3120010131.0,Dash,3120010131.0,Dash,3320060231.0,Drop,,,,,,,,,,,4.0,CE004
6504025,wave_eventdungeon_015,Campaign,90,5,True,False,point_grd_simulation_001,point_fly_simulation_001,sbg_simulation_001,Simulation,Day,ibg_simulation_001,2320060131,path_grd_mid_small_049,3220050131,Drop,3220050131.0,Drop,3220050131.0,Drop,3220050131.0,Drop,path_fly_mid_special_016,7.0,2210020131.0,Jump,2110010131.0,Jump,2110010131.0,Jump,1310010231.0,Jump,path_grd_close_small_051,6.0,1220040131.0,Dash,1220040131.0,Dash,1220040131.0,Dash,1220040131.0,Dash,path_fly_mid_small_050,0.0,1210020131.0,Jump,1210040131.0,Jump,1210020131.0,Dash,1210040131.0,Drop,path_grd_close_elite1_801,7.0,3220030131.0,Jump,3220030131.0,Jump,3220030131.0,Dash,2320060131.0,Drop,21,27,0,path_grd_close_small_001,3220040131.0,Jump,3220040131.0,Jump,3220040131.0,Jump,3220040131.0,Jump,,,,,,,,,,,,,,,,,,,,,,CE004
6504026,wave_eventdungeon_015,Campaign,90,5,True,False,point_grd_simulation_003,point_fly_simulation_003,sbg_simulation_003,Simulation,Day,ibg_simulation_001,3320070131,path_grd_close_small_001,1220020131,Drop,1220020131.0,Drop,1220020131.0,Dash,1220020131.0,Dash,path_grd_mid_elite1_802,7.0,1120010131.0,Jump,1120010131.0,Jump,2220030131.0,Drop,3320070231.0,Drop,path_fly_mid_small_053,6.0,2210010131.0,Dash,2210010131.0,Dash,2210010131.0,Dash,3210030131.0,Dash,path_grd_mid_special_065,0.0,1120010131.0,Dash,1120010131.0,Dash,2220030131.0,Drop,3320070131.0,Drop,path_fly_mid_special_016,11.0,1110010131.0,Drop,1110010131.0,Drop,2210020131.0,Drop,3210030131.0,Drop,6,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CE004
6504027,wave_eventdungeon_015,Campaign,90,5,True,False,point_grd_simulation_002,point_fly_simulation_002,sbg_simulation_002,Simulation,Day,ibg_simulation_001,2320020131,path_grd_mid_small_002,2220020131,Drop,2220020131.0,Drop,2220010131.0,Dash,2220010131.0,Dash,path_grd_mid_elite1_802,7.0,3220050131.0,Dash,3220050131.0,Dash,2220050131.0,Drop,2320020231.0,Drop,path_grd_far_small_071,8.0,3220060131.0,Dash,3220060131.0,Dash,3220060131.0,Dash,2220050131.0,Drop,path_fly_mid_small_030,,3210020131.0,Jump,3210020131.0,Jump,1210010131.0,Jump,1210010131.0,Jump,path_grd_mid_elite1_802,0.0,2220020131.0,Dash,2220020131.0,Dash,2220040131.0,Drop,2320020131.0,Drop,0,30,12,path_grd_far_small_047,3220060131.0,Jump,3220060131.0,Jump,3220060131.0,Jump,3220060131.0,Jump,6.0,,,,,,,,,,,,,,,,,,,,,CE004
6504028,wave_eventdungeon_015,Campaign,90,5,True,False,point_grd_simulation_001,point_fly_simulation_001,sbg_simulation_001,Simulation,Day,ibg_simulation_001,3310050131,path_grd_close_small_001,3220030131,Jump,3220030131.0,Jump,3220030131.0,Dash,2220040131.0,Dash,path_fly_mid_elite1_802,7.0,3210010131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,3310050231.0,Dash,path_grd_close_small_051,,2220010131.0,Dash,2220010131.0,Dash,2220040131.0,Dash,2220010131.0,Dash,path_fly_mid_elite1_802,0.0,1210010131.0,Dash,1210010131.0,Dash,3210030131.0,Drop,3310050131.0,Drop,path_grd_close_small_042,,3220050131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,2220040131.0,Dash,18,33,0,path_grd_mid_special_025,3120010131.0,Jump,3120010131.0,Jump,3120010131.0,Drop,3120010131.0,Drop,,,,,,,,,,,,,,,,,,,,,,CE004
6504029,wave_eventdungeon_015,Campaign,90,5,True,False,point_grd_simulation_003,point_fly_simulation_003,sbg_simulation_003,Simulation,Day,ibg_simulation_001,2320050131,path_grd_mid_small_002,3220050131,Drop,3220050131.0,Drop,3220050131.0,Dash,2220040131.0,Dash,path_grd_mid_special_065,6.0,3120010131.0,Drop,3120010131.0,Drop,3220050131.0,Drop,2320050231.0,Drop,path_grd_far_small_009,8.0,3220070131.0,Jump,3220070131.0,Jump,1220030131.0,Jump,2220040131.0,Jump,path_grd_mid_elite1_802,0.0,3220040131.0,Jump,3220040131.0,Jump,2220040131.0,Drop,2320050131.0,Drop,path_grd_far_small_050,,3220070131.0,Drop,1220030131.0,Drop,3220070131.0,Drop,1220030131.0,Drop,0,30,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CE004
6504030,wave_eventdungeon_015,Campaign,90,5,True,False,point_grd_simulation_002,point_fly_simulation_002,sbg_simulation_002,Simulation,Day,ibg_simulation_001,3320040131,path_grd_far_small_053,1220060131,Dash,1220060131.0,Dash,1220060131.0,Dash,3220020131.0,Dash,path_grd_mid_elite1_802,6.0,3220050131.0,Jump,3220050131.0,Jump,2220050131.0,Drop,3320040231.0,Drop,path_fly_mid_small_050,,2210010131.0,Drop,2210010131.0,Drop,2210010131.0,Drop,1210040131.0,Drop,path_grd_mid_elite2_808,0.0,3220050131.0,Jump,3220050131.0,Jump,3320040231.0,Drop,3320040131.0,Drop,path_fly_mid_special_016,6.0,2210010131.0,Drop,2110010131.0,Drop,2210010131.0,Drop,1210040131.0,Drop,0,39,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CE004
6504031,wave_eventdungeon_015,Campaign,90,5,True,False,point_grd_greathole_004,point_fly_greathole_004,sbg_greathole_004,GreatHole,Day,ibg_greathole_001,3320010131,path_grd_mid_small_002,3220050131,Dash,3220050131.0,Dash,3220050131.0,Drop,3220050131.0,Drop,path_grd_mid_special_025,6.0,3220040131.0,Drop,2120010131.0,Drop,2120010131.0,Drop,3320010231.0,Drop,path_fly_mid_small_024,6.0,3210010131.0,Drop,3210010131.0,Drop,3210010131.0,Drop,3210030131.0,Drop,path_grd_mid_elite1_802,0.0,3220050131.0,Dash,3220050131.0,Dash,3220050131.0,Drop,3320010131.0,Drop,path_grd_close_small_072,8.0,2220020131.0,Dash,2220020131.0,Dash,2220020131.0,Dash,2220040131.0,Dash,6,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CE004
6504032,wave_eventdungeon_015,Campaign,90,5,True,False,point_grd_greathole_005,point_fly_greathole_005,sbg_greathole_005,GreatHole,Day,ibg_greathole_001,2320010131,path_grd_mid_small_002,3220040131,Dash,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,path_fly_mid_small_050,,3210010131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,3210030131.0,Dash,path_grd_mid_elite1_802,8.0,3220040131.0,Drop,3220040131.0,Drop,3220060131.0,Drop,2320010231.0,Drop,path_grd_mid_elite2_808,0.0,3220040131.0,Dash,3220060131.0,Dash,1320030231.0,Drop,2320010131.0,Drop,path_fly_mid_small_050,10.0,3210010131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,3210030131.0,Dash,0,42,0,path_grd_mid_small_043,3220040131.0,Drop,3220060131.0,Drop,3220040131.0,Drop,3220060131.0,Drop,7.0,,,,,,,,,,,,,,,,,,,,,CE004
6504033,wave_eventdungeon_015,Campaign,90,5,True,False,point_grd_greathole_001,point_fly_greathole_001,sbg_greathole_001,GreatHole,Day,ibg_greathole_001,2320060131,path_grd_mid_small_070,1220010131,Jump,1220010131.0,Jump,1220010131.0,Jump,2220050131.0,Dash,path_grd_mid_elite1_802,,1220010131.0,Dash,3220020131.0,Dash,2220050131.0,Drop,2320060231.0,Drop,path_grd_mid_small_012,,1220010131.0,Dash,3220020131.0,Dash,1220010131.0,Dash,3220020131.0,Dash,path_grd_mid_elite1_802,0.0,1220010131.0,Dash,3220020131.0,Dash,2220050131.0,Drop,2320060131.0,Drop,path_grd_mid_small_070,,1220010131.0,Drop,1220010131.0,Drop,3220020131.0,Drop,2220050131.0,Dash,0,42,0,path_grd_mid_small_070,1220010131.0,Drop,1220010131.0,Drop,3220020131.0,Drop,2220050131.0,Dash,,,,,,,,,,,,,,,,,,,,,,CE004
6504034,wave_eventdungeon_015,Campaign,90,5,True,False,point_grd_greathole_002,point_fly_greathole_002,sbg_greathole_002,GreatHole,Day,ibg_greathole_001,1320010131,path_grd_mid_small_055,1220060131,Drop,1220060131.0,Drop,1220060131.0,Drop,2220040131.0,Drop,path_grd_far_elite1_803,7.0,1220030131.0,Dash,1220030131.0,Dash,3220070131.0,Drop,3320020231.0,Drop,path_grd_mid_small_011,,3220010131.0,Dash,3220010131.0,Dash,3220070131.0,Dash,2220040131.0,Dash,path_grd_close_elite1_801,0.0,1220060131.0,Dash,1220060131.0,Dash,2220040131.0,Drop,1320010131.0,Drop,path_grd_far_small_074,6.0,3220070131.0,Dash,3220070131.0,Dash,3220070131.0,Dash,2220040131.0,Dash,9,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CE004
6504035,wave_eventdungeon_015,Campaign,90,5,True,False,point_grd_greathole_003,point_fly_greathole_003,sbg_greathole_003,GreatHole,Day,ibg_greathole_001,1320060131,path_grd_mid_small_055,2220010131,Drop,2220010131.0,Drop,2220010131.0,Drop,2220010131.0,Drop,path_grd_mid_elite3_814,,2220020131.0,Dash,3320010231.0,Dash,2220040131.0,Dash,1320060231.0,Dash,path_grd_mid_small_011,8.0,2220010131.0,Drop,2220010131.0,Drop,2220010131.0,Drop,2220010131.0,Drop,path_grd_mid_elite3_814,0.0,2220020131.0,Dash,3320010231.0,Dash,2220040131.0,Drop,1320060131.0,Drop,path_grd_mid_small_043,8.0,2220010131.0,Drop,2220010131.0,Drop,2220010131.0,Drop,2220010131.0,Drop,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CE004
6504036,wave_eventdungeon_015,Campaign,180,2,False,False,point_grd_massiveobject_01,point_fly_massiveobject_01,sbg_greathole_sky_002,GreatHole,Day,ibg_greathole_001,2510040131,b_fly_massiveobject_01,2510040131,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CE004
6504037,wave_eventdungeon_015,Campaign,90,5,True,False,point_grd_simulation_003,point_fly_simulation_003,sbg_simulation_003,Simulation,Day,ibg_simulation_001,3310040131,path_grd_mid_small_052,3220040131,Drop,3220040131.0,Drop,3220040131.0,Drop,3220040131.0,Drop,path_fly_mid_special_047,7.0,1110010131.0,Jump,1110010131.0,Jump,2210010131.0,Drop,3310040231.0,Drop,path_grd_close_small_042,7.0,3220050131.0,Dash,3220050131.0,Dash,3220040131.0,Dash,2220040131.0,Dash,path_fly_mid_elite1_802,0.0,3210010131.0,Dash,3210010131.0,Dash,3210030131.0,Drop,3310040131.0,Drop,path_grd_close_small_069,7.0,3220050131.0,Drop,3220050131.0,Drop,3220040131.0,Drop,3220040131.0,Drop,12,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CE004
6504038,wave_eventdungeon_015,Campaign,90,5,True,False,point_grd_simulation_001,point_fly_simulation_001,sbg_simulation_001,Simulation,Day,ibg_simulation_001,2320060131,path_grd_mid_small_070,3220050131,Dash,3220050131.0,Dash,3220050131.0,Dash,2220050131.0,Dash,path_fly_mid_small_039,,1210020131.0,Dash,1210020131.0,Dash,1210040131.0,Dash,1310010231.0,Dash,path_grd_mid_small_034,7.0,3220060131.0,Drop,3220080131.0,Drop,3220060131.0,Drop,2220050131.0,Dash,path_grd_mid_small_068,0.0,3220060131.0,Dash,3220060131.0,Dash,2220050131.0,Drop,2320060131.0,Drop,path_grd_mid_small_043,10.0,3220050131.0,Dash,3220060131.0,Dash,2220050131.0,Dash,3220080131.0,Normal,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CE004
6504039,wave_eventdungeon_015,Campaign,90,5,True,False,point_grd_simulation_002,point_fly_simulation_002,sbg_simulation_002,Simulation,Day,ibg_simulation_001,1320040131,path_grd_mid_small_008,3220050131,Drop,3220050131.0,Drop,3220060131.0,Dash,3220060131.0,Dash,path_grd_mid_special_025,7.0,2120010131.0,Jump,2120010131.0,Jump,2220010131.0,Drop,1320030231.0,Drop,path_fly_mid_elite1_802,4.0,1210030131.0,Drop,2210010131.0,Drop,2210010131.0,Drop,1210040131.0,Drop,path_grd_mid_elite1_802,0.0,2220010131.0,Dash,2220010131.0,Dash,3220060131.0,Drop,1320040131.0,Drop,path_fly_mid_small_021,10.0,1210010131.0,Drop,1210010131.0,Drop,1210010131.0,Drop,3210030131.0,Drop,0,60,0,path_grd_mid_special_025,3120010131.0,Jump,3120010131.0,Jump,3120010131.0,Drop,3120010131.0,Drop,,,,,,,,,,,,,,,,,,,,,,CE004
6504040,wave_eventdungeon_015,Campaign,90,5,True,False,point_grd_simulation_002,point_fly_simulation_002,sbg_simulation_002,Simulation,Day,ibg_simulation_001,3320020131,path_grd_mid_small_043,3220050131,Dash,3220050131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,path_grd_far_elite1_803,7.0,1120010131.0,Jump,1120010131.0,Jump,3220070131.0,Drop,3320020231.0,Drop,path_grd_far_small_044,4.0,1220030131.0,Dash,3220070131.0,Drop,1220030131.0,Dash,3220070131.0,Drop,path_grd_mid_small_070,,2220030131.0,Jump,2220030131.0,Jump,2220030131.0,Jump,2220040131.0,Jump,path_grd_far_elite1_803,0.0,1220030131.0,Dash,1220030131.0,Dash,3220070131.0,Drop,3320020131.0,Drop,0,18,24,path_grd_mid_small_073,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2220040131.0,Dash,5.0,,,,,,,,,,,,,,,,,,,,,CE004
6504041,wave_eventdungeon_015,Campaign,90,5,True,False,point_grd_simulation_001,point_fly_simulation_001,sbg_simulation_001,Simulation,Day,ibg_simulation_001,2320050131,path_grd_mid_special_025,1120010131,Jump,1120010131.0,Jump,3220050131.0,Drop,2320050231.0,Drop,path_fly_mid_small_030,10.0,1210020131.0,Drop,1210020131.0,Drop,1210020131.0,Drop,3210040131.0,Drop,path_grd_close_small_013,4.0,1220050131.0,Dash,1220050131.0,Dash,1220050131.0,Dash,1220050131.0,Dash,path_grd_mid_elite1_802,0.0,3220050131.0,Dash,3220050131.0,Dash,1220050131.0,Drop,1320030231.0,Drop,path_grd_mid_special_025,6.0,3120010131.0,Dash,3120010131.0,Dash,1220050131.0,Drop,2320050131.0,Dash,6,51,0,path_grd_mid_small_043,1220050131.0,Dash,1220050131.0,Dash,1220050131.0,Dash,2220040131.0,Dash,3.0,,,,,,,,,,,,,,,,,,,,,CE004
6504042,wave_eventdungeon_015,Campaign,90,5,True,False,point_grd_simulation_003,point_fly_simulation_003,sbg_simulation_003,Simulation,Day,ibg_simulation_001,1310030131,path_fly_mid_small_018,2210020131,Dash,2210020131.0,Dash,2210020131.0,Drop,2210020131.0,Drop,path_fly_mid_special_047,6.0,3210010131.0,Dash,2110010131.0,Dash,2110010131.0,Dash,1310020231.0,Dash,path_grd_close_small_004,6.0,3220040131.0,Drop,3220040131.0,Drop,3220040131.0,Drop,3220040131.0,Drop,path_fly_mid_elite1_802,0.0,2210020131.0,Drop,2210020131.0,Drop,2210020131.0,Drop,1310030131.0,Drop,path_fly_mid_small_024,7.0,3210010131.0,Jump,3210010131.0,Jump,3210010131.0,Jump,1210040131.0,Jump,6,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CE004
6504043,wave_eventdungeon_015,Campaign,90,5,True,False,point_grd_simulation_002,point_fly_simulation_002,sbg_simulation_002,Simulation,Day,ibg_simulation_001,2310060131,path_grd_mid_small_005,1220040131,Dash,1220040131.0,Dash,1220040131.0,Dash,1220040131.0,Dash,path_fly_mid_special_016,7.0,1110010131.0,Drop,1110010131.0,Drop,2210010131.0,Drop,2310060231.0,Drop,path_fly_far_small_031,,1210010131.0,Drop,1210010131.0,Drop,1210010131.0,Drop,1210040131.0,Drop,path_fly_mid_elite2_805,0.0,1210010131.0,Jump,1210010131.0,Jump,1210010131.0,Drop,2310060131.0,Drop,path_grd_far_small_044,,3220060131.0,Dash,2220040131.0,Dash,3220060131.0,Dash,2220040131.0,Dash,0,30,27,path_fly_far_special_048,3110010131.0,Jump,3110010131.0,Jump,3110010131.0,Jump,1210010131.0,Jump,8.0,,,,,,,,,,,,,,,,,,,,,CE004
6504044,wave_eventdungeon_015,Campaign,90,5,True,False,point_grd_simulation_001,point_fly_simulation_001,sbg_simulation_001,Simulation,Day,ibg_simulation_001,1310010131,path_grd_mid_small_055,3220030131,Drop,3220030131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,path_fly_mid_elite1_802,,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1310010231.0,Dash,path_grd_mid_small_043,8.0,3220030131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,3220080131.0,Drop,path_fly_mid_elite1_802,0.0,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1310010131.0,Dash,path_grd_mid_small_034,10.0,3220080131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,0,42,0,path_grd_mid_small_046,3220030131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,3220080131.0,Drop,8.0,,,,,,,,,,,,,,,,,,,,,CE004
6504045,wave_eventdungeon_015,Campaign,90,5,True,False,point_grd_simulation_003,point_fly_simulation_003,sbg_simulation_003,Simulation,Day,ibg_simulation_001,2310040131,path_fly_mid_small_018,3210020131,Jump,3210020131.0,Jump,3210020131.0,Jump,3210020131.0,Jump,path_grd_mid_elite1_802,,3220050131.0,Drop,3220050131.0,Drop,2220050131.0,Drop,2320030231.0,Drop,path_grd_mid_small_070,,2220010131.0,Drop,2220010131.0,Drop,3220020131.0,Drop,2220010131.0,Drop,path_fly_mid_small_033,7.0,3210020131.0,Drop,3210020131.0,Drop,3210020131.0,Drop,3210040131.0,Drop,path_fly_mid_elite1_802,0.0,2210010131.0,Dash,2210010131.0,Dash,1210040131.0,Drop,2310040131.0,Drop,0,45,0,path_grd_mid_elite1_802,2120010131.0,Drop,2220010131.0,Drop,3220020131.0,Drop,2220050131.0,Drop,8.0,,,,,,,,,,,,,,,,,,,,,CE004
6504046,wave_eventdungeon_015,Campaign,90,5,True,False,point_grd_simulation_002,point_fly_simulation_002,sbg_simulation_002,Simulation,Day,ibg_simulation_001,3320060131,path_grd_mid_small_002,2220030131,Jump,3220060131.0,Jump,2220030131.0,Jump,3220060131.0,Jump,path_grd_mid_elite2_805,,2220030131.0,Drop,3220060131.0,Drop,3320060231.0,Drop,3320060231.0,Drop,path_grd_mid_small_012,8.0,2220030131.0,Drop,2220030131.0,Drop,3220060131.0,Drop,3220060131.0,Drop,path_grd_mid_elite2_805,0.0,2220030131.0,Drop,3220060131.0,Drop,3320060231.0,Drop,3320060131.0,Drop,path_grd_mid_special_025,7.0,2220030131.0,Drop,3120010131.0,Drop,3220060131.0,Drop,3220060131.0,Drop,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CE004
6504047,wave_eventdungeon_015,Campaign,90,5,True,False,point_grd_simulation_001,point_fly_simulation_001,sbg_simulation_001,Simulation,Day,ibg_simulation_001,3320070131,path_grd_mid_small_055,3220050131,Drop,3220050131.0,Drop,3220050131.0,Drop,3220050131.0,Drop,path_grd_mid_elite2_805,,3220050131.0,Drop,3220050131.0,Drop,3320070231.0,Dash,3320070231.0,Dash,path_fly_mid_small_027,10.0,2210030131.0,Drop,1210020131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,path_grd_mid_elite3_814,0.0,3220050131.0,Drop,3320070231.0,Jump,3320070231.0,Jump,3320070131.0,Jump,path_fly_mid_small_027,8.0,2210030131.0,Drop,1210020131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,0,42,0,path_grd_mid_small_061,3220050131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,10.0,,,,,,,,,,,,,,,,,,,,,CE004
6504048,wave_eventdungeon_015,Campaign,180,2,False,False,point_grd_massiveobject_01,point_fly_massiveobject_01,sbg_greathole_sky_002,GreatHole,Day,ibg_greathole_001,2510040131,b_fly_massiveobject_01,2510040131,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CE004
6504049,wave_eventdungeon_015,Campaign,180,5,False,False,point_grd_gravedigger_01,point_fly_gravedigger_01,sbg_gravedigger_001,gravedigger,Day,ibg_cityforestunder_001,3520020146,b_grd_gravedigger_01,3520020146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CE004
6504050,wave_eventdungeon_015,Campaign,180,5,False,False,point_grd_gravedigger_01,point_fly_gravedigger_01,sbg_gravedigger_001,gravedigger,Day,ibg_cityforestunder_001,3520020146,b_grd_gravedigger_01,3520020146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CE004
6504051,wave_eventdungeon_015,Campaign,180,5,False,False,point_grd_gravedigger_01,point_fly_gravedigger_01,sbg_gravedigger_001,gravedigger,Day,ibg_cityforestunder_001,3520020146,b_grd_gravedigger_01,3520020146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CE004
6504052,wave_eventdungeon_015,Campaign,180,5,False,False,point_grd_gravedigger_01,point_fly_gravedigger_01,sbg_gravedigger_001,gravedigger,Day,ibg_cityforestunder_001,3520020146,b_grd_gravedigger_01,3520020146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CE004
6504053,wave_eventdungeon_015,Campaign,180,5,False,False,point_grd_gravedigger_01,point_fly_gravedigger_01,sbg_gravedigger_001,gravedigger,Day,ibg_cityforestunder_001,3520020146,b_grd_gravedigger_01,3520020146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CE004
6504054,wave_eventdungeon_015,Campaign,180,5,False,False,point_grd_gravedigger_01,point_fly_gravedigger_01,sbg_gravedigger_001,gravedigger,Day,ibg_cityforestunder_001,3520020146,b_grd_gravedigger_01,3520020146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CE004
6504055,wave_eventdungeon_015,Campaign,180,5,False,False,point_grd_gravedigger_01,point_fly_gravedigger_01,sbg_gravedigger_001,gravedigger,Day,ibg_cityforestunder_001,3520020146,b_grd_gravedigger_01,3520020146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CE004
