stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/2/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,mod_value,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_path,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/8/private_monster_count,wave_data/9/wave_path,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type,wave_data/9/private_monster_count
6220482,wave_tower_elysion_006,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Elysion,ibg_tower_001,3320080131.0,path_fly_mid_small_030,2210010131,Drop,2210010131.0,Drop,2210010131.0,Drop,3210040131.0,Drop,path_grd_mid_small_043,,2220020131.0,Dash,1220050131.0,Dash,3220030131.0,Dash,1220050131.0,Dash,path_grd_mid_elite1_802,2220020131.0,Jump,2220020131.0,Jump,3220030131.0,Drop,3320080231.0,Drop,path_grd_close_small_042,12.0,2220020131.0,Dash,1220050131.0,Dash,3220030131.0,Dash,1220050131.0,Dash,path_grd_close_small_013,0.0,2220020131.0,Dash,2220020131.0,Dash,2220020131.0,Dash,2320010231.0,Dash,18,30,0,6.0,path_grd_mid_elite1_802,7.0,3220030131.0,Dash,3220030131.0,Dash,1220050131.0,Drop,3320080131.0,Drop,path_fly_close_small_029,9.0,2210010131.0,Dash,2210010131.0,Dash,2210010131.0,Dash,3210040131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220483,wave_tower_elysion_006,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Elysion,ibg_tower_001,2310060131.0,path_grd_mid_special_025,1120010131,Jump,1120010131.0,Jump,3220020131.0,Drop,3320050231.0,Drop,path_fly_mid_small_036,7.0,3210030131.0,Dash,2210040131.0,Dash,3210010131.0,Dash,2210040131.0,Dash,path_grd_mid_small_058,3220030131.0,Dash,3220030131.0,Dash,3220030131.0,Dash,2220040131.0,Dash,path_fly_mid_small_042,,3210010131.0,Dash,3210010131.0,Dash,3210030131.0,Drop,2310060231.0,Drop,path_fly_mid_small_030,0.0,1210010131.0,Drop,1210010131.0,Drop,2210040131.0,Drop,2310050231.0,Drop,0,54,0,7.0,path_fly_mid_elite1_802,,3210010131.0,Dash,3210010131.0,Dash,3210030131.0,Drop,2310060131.0,Jump,path_grd_mid_small_043,,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2220040131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220484,wave_tower_elysion_006,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Elysion,ibg_tower_001,1320010131.0,path_grd_mid_small_046,1220040131,Drop,1220040131.0,Drop,1220040131.0,Drop,3220080131.0,Drop,path_grd_mid_elite1_802,,1220040131.0,Drop,1220040131.0,Drop,2220040131.0,Drop,1320010231.0,Drop,path_grd_far_small_044,3220070131.0,Jump,1220040131.0,Jump,3220070131.0,Jump,1220040131.0,Jump,path_grd_far_elite2_809,0.0,1220040131.0,Drop,1220040131.0,Drop,3220080131.0,Drop,1320010131.0,Drop,path_grd_far_small_044,,3220070131.0,Jump,1220040131.0,Jump,3220070131.0,Jump,1220040131.0,Jump,0,21,21,8.0,path_grd_mid_small_070,8.0,1220040131.0,Drop,1220040131.0,Drop,3220080131.0,Drop,2220040131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220485,wave_tower_elysion_006,Defense,90,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Elysion,ibg_tower_defense_001,,path_grd_mid_elite1_802,2220010131,Jump,2220010131.0,Jump,2220010131.0,Jump,1320030231.0,Jump,path_grd_close_small_014,10.0,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,3220080131.0,Drop,path_fly_mid_small_050,1210020131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,1210040131.0,Normal,path_grd_mid_elite2_808,4.0,2220010131.0,Drop,2220010131.0,Drop,1320030231.0,Drop,3220080131.0,Drop,path_fly_far_small_028,10.0,1210020131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,1310020231.0,Dash,12,54,6,,path_grd_close_small_051,8.0,2220010131.0,Drop,2220010131.0,Drop,3220080131.0,Drop,3220080131.0,Drop,path_fly_mid_small_050,,1210020131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,1210040131.0,Normal,20,path_grd_mid_small_076,4.0,1220060131.0,Drop,1220060131.0,Drop,1220060131.0,Drop,3220080131.0,Drop,path_grd_mid_elite1_802,2220010131.0,Drop,2220010131.0,Drop,3220080131.0,Drop,1320030231.0,Drop,10.0,path_fly_mid_elite1_802,1210020131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,1310020231.0,Dash,
6220486,wave_tower_elysion_006,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Elysion,ibg_tower_001,1320040131.0,path_grd_mid_small_049,3220050131,Drop,3220050131.0,Drop,3220050131.0,Drop,1320040231.0,Drop,path_grd_far_small_071,7.0,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2220040131.0,Dash,path_grd_mid_small_012,3220050131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,3220020131.0,Dash,path_grd_mid_small_055,0.0,2220030131.0,Drop,2220030131.0,Drop,2220030131.0,Drop,1320040131.0,Drop,path_grd_far_special_066,,2220030131.0,Dash,2220030131.0,Dash,3220060131.0,Drop,3220060131.0,Drop,0,18,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220487,wave_tower_elysion_006,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Elysion,ibg_tower_001,2310020131.0,path_grd_close_small_007,2220020131,Drop,2220020131.0,Drop,1220050131.0,Drop,1320030231.0,Drop,path_fly_mid_small_036,4.0,2210020131.0,Dash,2210020131.0,Dash,2210020131.0,Dash,2210020131.0,Dash,path_fly_close_special_044,3210040131.0,Drop,3210040131.0,Drop,3210010131.0,Drop,3210030131.0,Drop,path_grd_mid_elite1_802,0.0,2120010131.0,Dash,2120010131.0,Dash,1220050131.0,Drop,3320060231.0,Drop,path_fly_close_special_046,10.0,2110010131.0,Dash,2110010131.0,Dash,3210040131.0,Drop,2310020131.0,Drop,42,15,0,6.0,path_fly_close_small_035,3.0,3210040131.0,Dash,3210040131.0,Dash,3210040131.0,Dash,3210040131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220488,wave_tower_elysion_006,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Elysion,ibg_tower_001,2310040131.0,path_grd_mid_small_043,1220010131,Drop,3220020131.0,Drop,1220010131.0,Drop,3220020131.0,Drop,path_fly_mid_elite1_802,,2210020131.0,Drop,2210020131.0,Drop,1210040131.0,Drop,2310040231.0,Drop,path_grd_mid_small_058,1220010131.0,Drop,3220020131.0,Drop,1220010131.0,Drop,3320040231.0,Drop,path_fly_mid_elite2_808,0.0,2210020131.0,Dash,2210020131.0,Dash,2310040231.0,Dash,2310040131.0,Dash,path_fly_mid_small_050,,1210030131.0,Drop,1210030131.0,Drop,3210030131.0,Drop,2310060231.0,Drop,0,45,0,8.0,path_grd_mid_elite1_802,,1220010131.0,Dash,1220010131.0,Dash,3220020131.0,Dash,3320040231.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220489,wave_tower_elysion_006,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Elysion,ibg_tower_001,3320020131.0,path_grd_far_small_044,3220070131,Jump,2220040131.0,Jump,3220070131.0,Jump,1320010231.0,Jump,path_grd_far_elite1_803,2.0,2220030131.0,Dash,2220030131.0,Dash,2220040131.0,Drop,3320020231.0,Drop,path_grd_mid_small_055,2220030131.0,Drop,2220030131.0,Drop,2220030131.0,Drop,2220030131.0,Drop,path_grd_far_small_044,,3220070131.0,Dash,2220040131.0,Dash,3220070131.0,Dash,1320010231.0,Dash,path_grd_mid_small_043,0.0,2220040131.0,Dash,3220070131.0,Dash,2220040131.0,Dash,3220070131.0,Dash,0,27,27,2.0,path_fly_mid_elite1_802,,2210020131.0,Jump,2210020131.0,Jump,3320020231.0,Drop,2310030231.0,Drop,path_grd_far_small_050,4.0,2220030131.0,Drop,2220030131.0,Drop,2220030131.0,Drop,3320020131.0,Drop,,path_grd_mid_small_012,8.0,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2220040131.0,Dash,,,,,,,,,,,,,,,,,,,,
6220490,wave_tower_elysion_006,Campaign,180,5,False,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_001,3421040151.0,path_grd_mid_centurion_902,3421040151,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220491,wave_tower_elysion_006,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Elysion,ibg_tower_001,3310010151.0,path_grd_mid_small_037,3220060151,Dash,2220040151.0,Dash,3220060151.0,Dash,1320040251.0,Dash,path_grd_far_small_041,7.0,3220060151.0,Dash,3220060151.0,Dash,3220060151.0,Dash,2220050151.0,Dash,path_fly_far_small_031,1210010151.0,Drop,1210010151.0,Drop,1210010151.0,Drop,3210030151.0,Drop,path_fly_mid_elite2_805,0.0,1210010151.0,Jump,1210010151.0,Jump,3210030151.0,Drop,3310010151.0,Drop,path_grd_far_small_044,,3220060151.0,Dash,2220040151.0,Dash,3220060151.0,Dash,2220040151.0,Dash,0,15,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220492,wave_tower_elysion_006,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Elysion,ibg_tower_001,3320080151.0,path_fly_mid_small_030,2210010151,Drop,2210010151.0,Drop,2210010151.0,Drop,3210050151.0,Drop,path_fly_close_small_029,,2210010151.0,Drop,2210010151.0,Drop,2210010151.0,Drop,3210050151.0,Drop,path_grd_mid_elite1_802,2220020151.0,Jump,2220020151.0,Jump,3220030151.0,Drop,3320080251.0,Drop,path_fly_close_small_023,12.0,1210030151.0,Dash,3210050151.0,Dash,1210030151.0,Dash,3210050151.0,Dash,path_grd_close_small_013,0.0,2220020151.0,Dash,2220020151.0,Dash,2220020151.0,Dash,2320010251.0,Dash,24,24,0,5.0,path_grd_mid_elite1_802,7.0,3220030151.0,Dash,3220030151.0,Dash,1220050151.0,Drop,3320080151.0,Drop,path_fly_close_small_029,9.0,2210010151.0,Dash,2210010151.0,Dash,3210050151.0,Dash,3210050151.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220493,wave_tower_elysion_006,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Elysion,ibg_tower_001,1320010151.0,path_grd_mid_small_046,1220040151,Drop,1220040151.0,Drop,1220040151.0,Drop,3220080151.0,Drop,path_grd_mid_elite1_802,,1220040151.0,Drop,1220040151.0,Drop,2220040151.0,Drop,1320010251.0,Drop,path_grd_far_small_044,3220070151.0,Jump,1220040151.0,Jump,3220070151.0,Jump,1220040151.0,Jump,path_grd_far_elite2_809,0.0,1220040151.0,Drop,1220040151.0,Drop,3220080151.0,Drop,1320010151.0,Drop,path_grd_far_small_044,,3220070151.0,Jump,1220040151.0,Jump,3220070151.0,Jump,1220040151.0,Jump,0,21,21,8.0,path_grd_mid_small_070,8.0,1220040151.0,Drop,1220040151.0,Drop,3220080151.0,Drop,2220040151.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220494,wave_tower_elysion_006,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Elysion,ibg_tower_001,2310050151.0,path_grd_close_elite1_801,3220030151,Dash,3220030151.0,Dash,2220040151.0,Jump,2320030251.0,Jump,path_grd_mid_small_012,7.0,1220060151.0,Dash,1220060151.0,Dash,3220020151.0,Dash,1220060151.0,Dash,path_fly_mid_small_027,1210020151.0,Dash,2210040151.0,Dash,1210020151.0,Dash,3210030151.0,Dash,path_grd_mid_small_012,0.0,1220060151.0,Dash,1220060151.0,Dash,1220060151.0,Dash,2320030251.0,Dash,path_fly_mid_elite1_802,7.0,1210020151.0,Dash,1210020151.0,Dash,1210040151.0,Drop,2310050151.0,Drop,9,27,0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220495,wave_tower_elysion_006,Defense,90,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Elysion,ibg_tower_defense_001,,path_grd_mid_elite1_802,1220060151,Normal,1220060151.0,Normal,2220040151.0,Drop,1320060251.0,Drop,path_grd_close_small_067,12.0,3220050151.0,Dash,3220050151.0,Dash,3220020151.0,Normal,3220020151.0,Normal,path_grd_mid_special_025,2120010151.0,Jump,2120010151.0,Jump,1220060151.0,Dash,2220040151.0,Dash,path_fly_close_small_004,,2210020151.0,Drop,2210020151.0,Drop,2210020151.0,Drop,2210020151.0,Drop,path_grd_mid_elite2_805,3.0,3220050151.0,Drop,3220050151.0,Drop,1320060251.0,Drop,1320060151.0,Normal,12,60,0,10.0,path_fly_mid_small_030,12.0,2210020151.0,Drop,2210020151.0,Drop,2210020151.0,Drop,2310030251.0,Dash,path_fly_mid_small_005,,2210020151.0,Dash,2210020151.0,Dash,2210020151.0,Dash,2210020151.0,Dash,20,path_grd_mid_small_076,10.0,3220050151.0,Jump,3220050151.0,Jump,2220040151.0,Jump,2220040151.0,Jump,path_fly_mid_elite2_808,1210020151.0,Drop,1210020151.0,Drop,3310050251.0,Drop,3310050251.0,Drop,,,,,,,,,,,
6220496,wave_tower_elysion_006,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Elysion,ibg_tower_001,3310050151.0,path_grd_far_small_053,1220060151,Dash,1220060151.0,Dash,1220060151.0,Dash,1220060151.0,Dash,path_fly_mid_elite1_802,6.0,1210030151.0,Jump,1210030151.0,Jump,1210030151.0,Jump,3310050251.0,Jump,path_fly_mid_small_050,2210010151.0,Drop,2210010151.0,Drop,2210010151.0,Drop,3210030151.0,Drop,path_fly_far_elite1_803,0.0,1210030151.0,Jump,1210030151.0,Jump,1210040151.0,Drop,3310050151.0,Drop,path_grd_mid_special_065,6.0,1220060151.0,Dash,1220060151.0,Dash,3220040151.0,Drop,3220040151.0,Drop,0,30,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220497,wave_tower_elysion_006,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Elysion,ibg_tower_001,1320060151.0,path_grd_far_small_059,3220040151,Dash,3220040151.0,Dash,3220040151.0,Dash,2220040151.0,Dash,path_grd_mid_elite1_802,7.0,3220040151.0,Drop,3220040151.0,Drop,1220050151.0,Dash,1320060251.0,Dash,path_fly_mid_small_005,3210020151.0,Dash,3210020151.0,Dash,3210030151.0,Dash,3310050251.0,Dash,path_grd_mid_elite1_802,0.0,3220040151.0,Dash,3220040151.0,Dash,2220040151.0,Drop,2320030251.0,Drop,path_grd_far_small_074,10.0,3220040151.0,Dash,2220040151.0,Dash,3220040151.0,Dash,1320060151.0,Dash,0,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220498,wave_tower_elysion_006,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Elysion,ibg_tower_001,2310060151.0,path_grd_mid_special_025,1120010151,Jump,1120010151.0,Jump,3220020151.0,Drop,3320050251.0,Drop,path_fly_mid_small_036,7.0,3210030151.0,Dash,2210040151.0,Dash,3210010151.0,Dash,2210040151.0,Dash,path_grd_mid_small_058,3220030151.0,Dash,3220030151.0,Dash,3220030151.0,Dash,2220040151.0,Dash,path_fly_mid_small_042,,3210010151.0,Dash,3210010151.0,Dash,3210030151.0,Drop,2310060251.0,Drop,path_fly_mid_small_030,0.0,1210010151.0,Drop,1210010151.0,Drop,2210040151.0,Drop,2310050251.0,Drop,0,54,0,7.0,path_fly_mid_elite1_802,,3210010151.0,Dash,3210010151.0,Dash,3210030151.0,Drop,2310060151.0,Jump,path_grd_mid_small_043,,2220030151.0,Dash,2220030151.0,Dash,2220030151.0,Dash,2220040151.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220499,wave_tower_elysion_006,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Elysion,ibg_tower_001,3320080151.0,path_fly_mid_small_030,1210020151,Drop,1210020151.0,Drop,1210020151.0,Drop,1210020151.0,Drop,path_fly_mid_elite1_802,8.0,1210020151.0,Dash,1210020151.0,Dash,3210050151.0,Drop,2310040251.0,Drop,path_grd_mid_small_070,3220030151.0,Jump,2220040151.0,Drop,3220030151.0,Jump,3320080251.0,Drop,path_fly_far_elite2_809,7.0,1210020151.0,Dash,1210020151.0,Dash,2310040251.0,Dash,2310060251.0,Dash,path_fly_mid_elite2_808,0.0,1210020151.0,Dash,1210020151.0,Dash,2310040251.0,Dash,2310040251.0,Dash,6,45,9,6.0,path_grd_mid_elite1_802,,3220030151.0,Jump,3220020151.0,Jump,1220050151.0,Drop,3320080151.0,Drop,path_grd_close_small_042,9.0,1220050151.0,Dash,3220020151.0,Dash,1220050151.0,Dash,3220020151.0,Dash,,path_fly_mid_small_030,8.0,3210040151.0,Drop,3210050151.0,Drop,3210050151.0,Drop,2310060251.0,Drop,,,,,,,,,,,,,,,,,,,,
6220500,wave_tower_elysion_006,Campaign,180,7,False,False,point_grd_crystalchaimber,point_fly_crystalchaimber,sbg_cityforestundercrystalxbg001_001,CityForestUnder,Day,ibg_cityforestundercrystal_001,4520010121.0,b_g_crystalchaimber,4520010121,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
