id,group,order,type,value
90308,903,8,Description,HELP_GACHA_PITY_01_02_01
90309,903,9,Description,HELP_GACHA_PITY_01_02_02
90310,903,10,Description,HELP_GACHA_PITY_01_02_03
90311,903,11,Description,HELP_GACHA_PITY_01_02_04
90312,903,12,Title,HELP_GACHA_PITY_01_03
90313,903,13,Description,HELP_GACHA_PITY_01_03_01
90314,903,14,Description,HELP_GACHA_PITY_01_03_02
90315,903,15,Title,HELP_GACHA_PITY_01_04
90316,903,16,Description,HELP_GACHA_PITY_01_04_01
90317,903,17,Description,HELP_GACHA_PITY_01_04_02
90318,903,18,Description,HELP_GACHA_PITY_01_04_03
90401,904,1,Title,HELP_GACHA_PAYBACK_01
90402,904,2,Description,HELP_GACHA_PAYBACK_01_01
90403,904,3,Description,HELP_GACHA_PAYBACK_01_02
90404,904,4,Description,HELP_GACHA_PAYBACK_01_03
90405,904,5,Title,HELP_GACHA_PAYBACK_02
90406,904,6,Description,HELP_GACHA_PAYBACK_02_01
90407,904,7,Description,HELP_GACHA_PAYBACK_02_02
90408,904,8,Title,HELP_GACHA_PAYBACK_03
90409,904,9,Description,HELP_GACHA_PAYBACK_03_01
90410,904,10,Description,HELP_GACHA_PAYBACK_03_02
90501,905,1,Title,HELP_GACHA_SELECTUP_01
90502,905,2,Description,HELP_GACHA_SELECTUP_02
90503,905,3,Description,HELP_GACHA_SELECTUP_03
90504,905,4,Title,HELP_GACHA_SELECTUP_04
90505,905,5,Description,HELP_GACHA_SELECTUP_05
90506,905,6,Title,HELP_GACHA_SELECTUP_06
90507,905,7,Description,HELP_GACHA_SELECTUP_07
100001,1000,1,Title,HELP_CHALLENGE_STAGE_1
100002,1000,2,Description,HELP_CHALLENGE_STAGE_1_01
100003,1000,3,Title,HELP_CHALLENGE_STAGE_2
100004,1000,4,Description,HELP_CHALLENGE_STAGE_2_01
100005,1000,5,Description,HELP_CHALLENGE_STAGE_2_02
100006,1000,6,Title,HELP_CHALLENGE_STAGE_3
100007,1000,7,Description,HELP_CHALLENGE_STAGE_3_01
100008,1000,8,Description,HELP_CHALLENGE_STAGE_3_02
100009,1000,9,Description,HELP_CHALLENGE_STAGE_3_04
100010,1000,10,Title,HELP_CHALLENGE_STAGE_4
100011,1000,11,Description,HELP_CHALLENGE_STAGE_4_01
100012,1000,12,Description,HELP_CHALLENGE_STAGE_4_02
100013,1000,13,Description,HELP_CHALLENGE_STAGE_4_03
110001,1100,1,Title,HELP_SOLO_RAID_01
110002,1100,2,Description,HELP_SOLO_RAID_01_01
110003,1100,3,Description,HELP_SOLO_RAID_01_02
110004,1100,4,Description,HELP_SOLO_RAID_01_03
110005,1100,5,Description,HELP_SOLO_RAID_01_04
110006,1100,6,Title,HELP_SOLO_RAID_02
110007,1100,7,Description,HELP_SOLO_RAID_02_01
110008,1100,8,Description,HELP_SOLO_RAID_02_02
110009,1100,9,Description,HELP_SOLO_RAID_02_03
110010,1100,10,Description,HELP_SOLO_RAID_02_04
110011,1100,11,Description,HELP_SOLO_RAID_02_05
110012,1100,12,Description,HELP_SOLO_RAID_02_06
110013,1100,13,Description,HELP_SOLO_RAID_02_07
110014,1100,14,Description,HELP_SOLO_RAID_02_08
110015,1100,15,Description,HELP_SOLO_RAID_02_09
110016,1100,16,Title,HELP_SOLO_RAID_03
110017,1100,17,Description,HELP_SOLO_RAID_03_01
110018,1100,18,Description,HELP_SOLO_RAID_03_02
110019,1100,19,Description,HELP_SOLO_RAID_03_03
110020,1100,20,Description,HELP_SOLO_RAID_03_04
110021,1100,21,Description,HELP_SOLO_RAID_03_05
110022,1100,22,Description,HELP_SOLO_RAID_03_06
110023,1100,23,Description,HELP_SOLO_RAID_03_07
110024,1100,24,Description,HELP_SOLO_RAID_03_08
110025,1100,25,Description,HELP_SOLO_RAID_03_09
110026,1100,26,Title,HELP_SOLO_RAID_04
110027,1100,27,Description,HELP_SOLO_RAID_04_01
110028,1100,28,Description,HELP_SOLO_RAID_04_02
110029,1100,29,Description,HELP_SOLO_RAID_04_03
110030,1100,30,Title,HELP_SOLO_RAID_05
110031,1100,31,Description,HELP_SOLO_RAID_05_04
110032,1100,32,Description,HELP_SOLO_RAID_05_02
110033,1100,33,Title,HELP_SOLO_RAID_06
110034,1100,34,Description,HELP_SOLO_RAID_06_01
110035,1100,35,Description,HELP_SOLO_RAID_06_03
110036,1100,36,Description,HELP_SOLO_RAID_06_04
110037,1100,37,Title,HELP_SOLO_RAID_07
110038,1100,38,Description,HELP_SOLO_RAID_07_01
110039,1100,39,Description,HELP_SOLO_RAID_07_02
120001,1200,1,Title,HELP_TEXT_ADVENTURE_EVENT_01
120002,1200,2,Description,HELP_TEXT_ADVENTURE_EVENT_01_01
120003,1200,3,Title,HELP_TEXT_ADVENTURE_EVENT_02
120004,1200,4,Description,HELP_TEXT_ADVENTURE_EVENT_02_01
120005,1200,5,Description,HELP_TEXT_ADVENTURE_EVENT_02_02
120006,1200,6,Title,HELP_TEXT_ADVENTURE_EVENT_03
120007,1200,7,Description,HELP_TEXT_ADVENTURE_EVENT_03_01
120008,1200,8,Description,HELP_TEXT_ADVENTURE_EVENT_03_02
120009,1200,9,Description,HELP_TEXT_ADVENTURE_EVENT_03_03
120010,1200,10,Title,HELP_TEXT_ADVENTURE_EVENT_04
120011,1200,11,Description,HELP_TEXT_ADVENTURE_EVENT_04_01
120012,1200,12,Description,HELP_TEXT_ADVENTURE_EVENT_04_02
120013,1200,13,Description,HELP_TEXT_ADVENTURE_EVENT_04_03
120014,1200,14,Title,HELP_TEXT_ADVENTURE_EVENT_05
120015,1200,15,Description,HELP_TEXT_ADVENTURE_EVENT_05_01
120016,1200,16,Title,HELP_TEXT_ADVENTURE_EVENT_06
120017,1200,17,Description,HELP_TEXT_ADVENTURE_EVENT_06_01
120018,1200,18,Title,HELP_TEXT_ADVENTURE_EVENT_07
120019,1200,19,Description,HELP_TEXT_ADVENTURE_EVENT_07_01
120020,1200,20,Description,HELP_TEXT_ADVENTURE_EVENT_07_02
120021,1200,21,Description,HELP_TEXT_ADVENTURE_EVENT_07_03
120022,1200,22,Description,HELP_TEXT_ADVENTURE_EVENT_07_04
120023,1200,23,Title,HELP_TEXT_ADVENTURE_EVENT_08
120024,1200,24,Description,HELP_TEXT_ADVENTURE_EVENT_08_01
120025,1200,25,Description,HELP_TEXT_ADVENTURE_EVENT_08_02
120026,1200,26,Description,HELP_TEXT_ADVENTURE_EVENT_08_03
120027,1200,27,Description,HELP_TEXT_ADVENTURE_EVENT_08_04
120028,1200,28,Title,HELP_TEXT_ADVENTURE_EVENT_09
120029,1200,29,Description,HELP_TEXT_ADVENTURE_EVENT_09_01
120030,1200,30,Title,HELP_TEXT_ADVENTURE_EVENT_10
120031,1200,31,Description,HELP_TEXT_ADVENTURE_EVENT_10_01
120032,1200,32,Description,HELP_TEXT_ADVENTURE_EVENT_10_02
120033,1200,33,Description,HELP_TEXT_ADVENTURE_EVENT_10_03
120034,1200,34,Title,HELP_TEXT_ADVENTURE_EVENT_11
120035,1200,35,Description,HELP_TEXT_ADVENTURE_EVENT_11_01
120036,1200,36,Description,HELP_TEXT_ADVENTURE_EVENT_11_02
120037,1200,37,Title,HELP_TEXT_ADVENTURE_EVENT_12
120038,1200,38,Description,HELP_TEXT_ADVENTURE_EVENT_12_01
120039,1200,39,Description,HELP_TEXT_ADVENTURE_EVENT_12_02
120040,1200,40,Description,HELP_TEXT_ADVENTURE_EVENT_12_03
120101,1201,1,Title,HELP_TEXT_ADVENTURE_EVENT_01
120102,1201,2,Description,HELP_TEXT_ADVENTURE_EVENT_01_01
120103,1201,3,Title,HELP_TEXT_ADVENTURE_EVENT_02
120104,1201,4,Description,HELP_TEXT_ADVENTURE_EVENT_02_01
120105,1201,5,Description,HELP_TEXT_ADVENTURE_EVENT_02_02
120106,1201,6,Title,HELP_TEXT_ADVENTURE_EVENT_03
120107,1201,7,Description,HELP_TEXT_ADVENTURE_EVENT_03_01
120108,1201,8,Description,HELP_TEXT_ADVENTURE_EVENT_03_02
120109,1201,9,Description,HELP_TEXT_ADVENTURE_EVENT_03_04
120110,1201,10,Title,HELP_TEXT_ADVENTURE_EVENT_04
120111,1201,11,Description,HELP_TEXT_ADVENTURE_EVENT_04_01
120112,1201,12,Description,HELP_TEXT_ADVENTURE_EVENT_04_02
120113,1201,13,Description,HELP_TEXT_ADVENTURE_EVENT_04_03
120114,1201,14,Title,HELP_TEXT_ADVENTURE_EVENT_05
120115,1201,15,Description,HELP_TEXT_ADVENTURE_EVENT_05_01
120116,1201,16,Title,HELP_TEXT_ADVENTURE_EVENT_06
120117,1201,17,Description,HELP_TEXT_ADVENTURE_EVENT_06_01
120118,1201,18,Title,HELP_TEXT_ADVENTURE_EVENT_07
120119,1201,19,Description,HELP_TEXT_ADVENTURE_EVENT_07_01
120120,1201,22,Description,HELP_TEXT_ADVENTURE_EVENT_07_04
120121,1201,28,Title,HELP_TEXT_ADVENTURE_EVENT_09
120122,1201,29,Description,HELP_TEXT_ADVENTURE_EVENT_09_01
120123,1201,30,Title,HELP_TEXT_ADVENTURE_EVENT_10
120124,1201,31,Description,HELP_TEXT_ADVENTURE_EVENT_10_01
120125,1201,32,Description,HELP_TEXT_ADVENTURE_EVENT_10_02
120126,1201,33,Description,HELP_TEXT_ADVENTURE_EVENT_10_03
120127,1201,34,Title,HELP_TEXT_ADVENTURE_EVENT_11
120128,1201,35,Description,HELP_TEXT_ADVENTURE_EVENT_11_01
120129,1201,36,Description,HELP_TEXT_ADVENTURE_EVENT_11_02
120130,1201,37,Title,HELP_TEXT_ADVENTURE_EVENT_12
120131,1201,39,Description,HELP_TEXT_ADVENTURE_EVENT_12_02
130001,1300,1,Title,HELP_VoltRoad_EVENT_01
130002,1300,2,Description,HELP_VoltRoad_EVENT_01_01
130003,1300,3,Title,HELP_VoltRoad_EVENT_02
130004,1300,4,Description,HELP_VoltRoad_EVENT_02_01
130005,1300,5,Description,HELP_VoltRoad_EVENT_02_03
130006,1300,6,Title,HELP_VoltRoad_EVENT_03
130007,1300,7,Description,HELP_VoltRoad_EVENT_03_01
130008,1300,8,Description,HELP_VoltRoad_EVENT_03_02
130009,1300,9,Title,HELP_VoltRoad_EVENT_04
130010,1300,10,Description,HELP_VoltRoad_EVENT_04_01
130011,1300,11,Description,HELP_VoltRoad_EVENT_04_02
130012,1300,12,Title,HELP_VoltRoad_EVENT_05
130013,1300,13,Description,HELP_VoltRoad_EVENT_05_01
130014,1300,14,Description,HELP_VoltRoad_EVENT_05_03
130015,1300,15,Description,HELP_VoltRoad_EVENT_05_04
130016,1300,16,Title,HELP_VoltRoad_EVENT_06
130017,1300,17,Description,HELP_VoltRoad_EVENT_06_01
130018,1300,18,Description,HELP_VoltRoad_EVENT_06_02
130101,1301,1,Title,HELP_DICE_EVENT_01
130102,1301,2,Description,HELP_DICE_EVENT_01_01
130103,1301,3,Title,HELP_DICE_EVENT_02
130104,1301,5,Description,HELP_DICE_EVENT_02_02
130105,1301,6,Title,HELP_DICE_EVENT_03
130106,1301,7,Description,HELP_DICE_EVENT_03_01
130107,1301,8,Description,HELP_DICE_EVENT_03_03
130108,1301,9,Title,HELP_DICE_EVENT_04
130109,1301,10,Description,HELP_DICE_EVENT_04_01
130110,1301,11,Description,HELP_DICE_EVENT_04_02
130111,1301,12,Title,HELP_DICE_EVENT_05
130112,1301,13,Description,HELP_DICE_EVENT_05_05
130113,1301,14,Description,HELP_DICE_EVENT_05_02
130114,1301,16,Title,HELP_DICE_EVENT_06
130115,1301,17,Description,HELP_DICE_EVENT_06_01
130116,1301,18,Description,HELP_DICE_EVENT_06_02
130201,1302,1,Title,HELP_VoltRoad_EVENT_01
130202,1302,2,Description,HELP_VoltRoad_EVENT_01_01
130203,1302,3,Title,HELP_VoltRoad_EVENT_02
130205,1302,4,Description,HELP_VoltRoad_EVENT_02_03
130206,1302,5,Title,HELP_VoltRoad_EVENT_03
130207,1302,6,Description,HELP_VoltRoad_EVENT_03_01
130209,1302,7,Title,HELP_VoltRoad_EVENT_04
130210,1302,8,Description,HELP_VoltRoad_EVENT_04_01
130212,1302,9,Title,HELP_VoltRoad_EVENT_05
130213,1302,10,Description,HELP_VoltRoad_EVENT_05_05
130214,1302,11,Description,HELP_VoltRoad_EVENT_05_06
130216,1302,12,Title,HELP_VoltRoad_EVENT_06
130217,1302,13,Description,HELP_VoltRoad_EVENT_06_01
130218,1302,14,Description,HELP_VoltRoad_EVENT_06_03
140001,1400,1,Title,HELP_BBQ_TYCOON_EVENT_01
140002,1400,2,Description,HELP_BBQ_TYCOON_EVENT_01_01
140003,1400,3,Description,HELP_BBQ_TYCOON_EVENT_01_02
140004,1400,4,Title,HELP_BBQ_TYCOON_EVENT_02
140005,1400,5,Description,HELP_BBQ_TYCOON_EVENT_02_01
140006,1400,6,Title,HELP_BBQ_TYCOON_EVENT_03
140007,1400,7,Description,HELP_BBQ_TYCOON_EVENT_03_01
140008,1400,8,Description,HELP_BBQ_TYCOON_EVENT_03_02
140009,1400,9,Description,HELP_BBQ_TYCOON_EVENT_03_03
140010,1400,10,Title,HELP_BBQ_TYCOON_EVENT_04
140011,1400,11,Description,HELP_BBQ_TYCOON_EVENT_04_01
140012,1400,12,Description,HELP_BBQ_TYCOON_EVENT_04_02
140013,1400,13,Description,HELP_BBQ_TYCOON_EVENT_04_03
140014,1400,14,Description,HELP_BBQ_TYCOON_EVENT_04_04
140015,1400,15,Title,HELP_BBQ_TYCOON_EVENT_05
140016,1400,16,Description,HELP_BBQ_TYCOON_EVENT_05_01
140017,1400,17,Description,HELP_BBQ_TYCOON_EVENT_05_02
140018,1400,18,Description,HELP_BBQ_TYCOON_EVENT_05_03
140019,1400,19,Title,HELP_BBQ_TYCOON_EVENT_06
140020,1400,20,Description,HELP_BBQ_TYCOON_EVENT_06_01
140021,1400,21,Description,HELP_BBQ_TYCOON_EVENT_06_02
140022,1400,22,Description,HELP_BBQ_TYCOON_EVENT_06_03
140023,1400,23,Title,HELP_BBQ_TYCOON_EVENT_07
140024,1400,24,Description,HELP_BBQ_TYCOON_EVENT_07_01
140025,1400,25,Description,HELP_BBQ_TYCOON_EVENT_07_02
140026,1400,26,Description,HELP_BBQ_TYCOON_EVENT_07_03
140027,1400,27,Description,HELP_BBQ_TYCOON_EVENT_07_04
140028,1400,28,Title,HELP_BBQ_TYCOON_EVENT_08
140029,1400,29,Description,HELP_BBQ_TYCOON_EVENT_08_01
140030,1400,30,Description,HELP_BBQ_TYCOON_EVENT_08_02
140031,1400,31,Description,HELP_BBQ_TYCOON_EVENT_08_03
140032,1400,32,Title,HELP_BBQ_TYCOON_EVENT_09
140033,1400,33,Description,HELP_BBQ_TYCOON_EVENT_09_01
140034,1400,34,Description,HELP_BBQ_TYCOON_EVENT_09_02
140035,1400,35,Title,HELP_BBQ_TYCOON_EVENT_10
140036,1400,36,Description,HELP_BBQ_TYCOON_EVENT_10_01
140037,1400,37,Description,HELP_BBQ_TYCOON_EVENT_10_02
140038,1400,38,Description,HELP_BBQ_TYCOON_EVENT_10_03
140039,1400,39,Title,HELP_BBQ_TYCOON_EVENT_11
140040,1400,40,Description,HELP_BBQ_TYCOON_EVENT_11_01
140041,1400,41,Description,HELP_BBQ_TYCOON_EVENT_11_02
140042,1400,42,Description,HELP_BBQ_TYCOON_EVENT_11_03
140101,1401,1,Title,HELP_BBQ_TYCOON_EVENT_01
140102,1401,2,Description,HELP_BBQ_TYCOON_EVENT_01_01
140103,1401,3,Description,HELP_BBQ_TYCOON_EVENT_01_02
140104,1401,4,Title,HELP_BBQ_TYCOON_EVENT_02
140105,1401,5,Description,HELP_BBQ_TYCOON_EVENT_02_01
140106,1401,6,Title,HELP_BBQ_TYCOON_EVENT_03
140107,1401,7,Description,HELP_BBQ_TYCOON_EVENT_03_01
140108,1401,8,Description,HELP_BBQ_TYCOON_EVENT_03_02
140109,1401,9,Description,HELP_BBQ_TYCOON_EVENT_03_03
140110,1401,10,Title,HELP_BBQ_TYCOON_EVENT_04
140111,1401,11,Description,HELP_BBQ_TYCOON_EVENT_04_01
140112,1401,12,Description,HELP_BBQ_TYCOON_EVENT_04_02
140113,1401,13,Description,HELP_BBQ_TYCOON_EVENT_04_03
140114,1401,14,Description,HELP_BBQ_TYCOON_EVENT_04_04
140115,1401,15,Title,HELP_BBQ_TYCOON_EVENT_05
140116,1401,16,Description,HELP_BBQ_TYCOON_EVENT_05_01
140117,1401,17,Description,HELP_BBQ_TYCOON_EVENT_05_02
140118,1401,18,Description,HELP_BBQ_TYCOON_EVENT_05_03
140119,1401,19,Title,HELP_BBQ_TYCOON_EVENT_06
140120,1401,20,Description,HELP_BBQ_TYCOON_EVENT_06_01
140121,1401,21,Description,HELP_BBQ_TYCOON_EVENT_06_02
140122,1401,22,Description,HELP_BBQ_TYCOON_EVENT_06_03
140123,1401,23,Title,HELP_BBQ_TYCOON_EVENT_07
140124,1401,24,Description,HELP_BBQ_TYCOON_EVENT_07_01
140125,1401,25,Description,HELP_BBQ_TYCOON_EVENT_07_02
140126,1401,26,Description,HELP_BBQ_TYCOON_EVENT_07_03
140127,1401,27,Description,HELP_BBQ_TYCOON_EVENT_07_04
140128,1401,28,Title,HELP_BBQ_TYCOON_EVENT_08
140129,1401,29,Description,HELP_BBQ_TYCOON_EVENT_08_01
140130,1401,30,Description,HELP_BBQ_TYCOON_EVENT_08_02
140131,1401,31,Description,HELP_BBQ_TYCOON_EVENT_08_03
140201,1402,1,Title,HELP_BBQ_TYCOON_EVENT_01
140202,1402,2,Description,HELP_BBQ_TYCOON_EVENT_01_01
140203,1402,3,Description,HELP_BBQ_TYCOON_EVENT_01_02
140204,1402,4,Title,HELP_BBQ_TYCOON_EVENT_02
140205,1402,5,Description,HELP_BBQ_TYCOON_EVENT_02_01
140206,1402,6,Title,HELP_BBQ_TYCOON_EVENT_03
140207,1402,7,Description,HELP_BBQ_TYCOON_EVENT_03_01
140208,1402,8,Description,HELP_BBQ_TYCOON_EVENT_03_02
140209,1402,9,Description,HELP_BBQ_TYCOON_EVENT_03_03
140210,1402,10,Title,HELP_BBQ_TYCOON_EVENT_04
140211,1402,11,Description,HELP_BBQ_TYCOON_EVENT_04_01
140212,1402,12,Description,HELP_BBQ_TYCOON_EVENT_04_02
140213,1402,13,Description,HELP_BBQ_TYCOON_EVENT_04_03
140214,1402,14,Description,HELP_BBQ_TYCOON_EVENT_04_04
140215,1402,15,Title,HELP_BBQ_TYCOON_EVENT_05
140216,1402,16,Description,HELP_BBQ_TYCOON_EVENT_05_01
140217,1402,17,Description,HELP_BBQ_TYCOON_EVENT_05_02
140218,1402,18,Description,HELP_BBQ_TYCOON_EVENT_05_03
140219,1402,19,Title,HELP_BBQ_TYCOON_EVENT_06
140220,1402,20,Description,HELP_BBQ_TYCOON_EVENT_06_01
140221,1402,21,Description,HELP_BBQ_TYCOON_EVENT_06_02
140222,1402,22,Description,HELP_BBQ_TYCOON_EVENT_06_03
140223,1402,23,Title,HELP_BBQ_TYCOON_EVENT_07
140224,1402,24,Description,HELP_BBQ_TYCOON_EVENT_07_01
140225,1402,25,Description,HELP_BBQ_TYCOON_EVENT_07_02
140226,1402,26,Description,HELP_BBQ_TYCOON_EVENT_07_03
140227,1402,27,Description,HELP_BBQ_TYCOON_EVENT_07_04
140228,1402,28,Title,HELP_BBQ_TYCOON_EVENT_08
140229,1402,29,Description,HELP_BBQ_TYCOON_EVENT_08_01
140230,1402,30,Description,HELP_BBQ_TYCOON_EVENT_08_02
140231,1402,31,Description,HELP_BBQ_TYCOON_EVENT_08_03
140232,1402,32,Title,HELP_BBQ_TYCOON_EVENT_11
140233,1402,33,Description,HELP_BBQ_TYCOON_EVENT_11_01
140234,1402,34,Description,HELP_BBQ_TYCOON_EVENT_11_02
140235,1402,35,Description,HELP_BBQ_TYCOON_EVENT_11_03
150001,1500,1,Title,HELP_LOGIN_REPLENISH_01
150002,1500,2,Description,HELP_LOGIN_REPLENISH_01_01
150003,1500,3,Description,HELP_LOGIN_REPLENISH_01_02
150501,1505,1,Title,HELP_COMBACK_EVENT_07
150502,1505,2,Description,HELP_COMBACK_EVENT_07_02
150503,1505,3,Description,HELP_COMBACK_EVENT_07_03
160001,1600,1,Title,HELP_CE002_MINIGAME_EVENT_01
160002,1600,2,Description,HELP_CE002_MINIGAME_EVENT_01_01
160003,1600,3,Description,HELP_CE002_MINIGAME_EVENT_01_02
160004,1600,4,Title,HELP_CE002_MINIGAME_EVENT_02
160005,1600,5,Description,HELP_CE002_MINIGAME_EVENT_02_01
160006,1600,6,Description,HELP_CE002_MINIGAME_EVENT_02_02
160007,1600,7,Description,HELP_CE002_MINIGAME_EVENT_02_03
160008,1600,8,Title,HELP_CE002_MINIGAME_EVENT_03
160009,1600,9,Description,HELP_CE002_MINIGAME_EVENT_03_01
160010,1600,10,Description,HELP_CE002_MINIGAME_EVENT_03_02
160011,1600,11,Title,HELP_CE002_MINIGAME_EVENT_04
160012,1600,12,Description,HELP_CE002_MINIGAME_EVENT_04_01
160013,1600,13,Title,HELP_CE002_MINIGAME_EVENT_05
160014,1600,14,Description,HELP_CE002_MINIGAME_EVENT_05_01
160015,1600,15,Description,HELP_CE002_MINIGAME_EVENT_05_02
160016,1600,16,Title,HELP_CE002_MINIGAME_EVENT_06
160017,1600,17,Description,HELP_CE002_MINIGAME_EVENT_06_01
160018,1600,18,Description,HELP_CE002_MINIGAME_EVENT_06_02
160019,1600,19,Description,HELP_CE002_MINIGAME_EVENT_06_03
160020,1600,20,Title,HELP_CE002_MINIGAME_EVENT_07
160021,1600,21,Description,HELP_CE002_MINIGAME_EVENT_07_01
160022,1600,22,Description,HELP_CE002_MINIGAME_EVENT_07_02
160023,1600,23,Description,HELP_CE002_MINIGAME_EVENT_07_03
160024,1600,24,Title,HELP_CE002_MINIGAME_EVENT_08
160025,1600,25,Description,HELP_CE002_MINIGAME_EVENT_08_01
160026,1600,26,Description,HELP_CE002_MINIGAME_EVENT_08_02
160027,1600,27,Title,HELP_CE002_MINIGAME_EVENT_09
160028,1600,28,Description,HELP_CE002_MINIGAME_EVENT_09_01
160029,1600,29,Description,HELP_CE002_MINIGAME_EVENT_09_02
170101,1701,1,Title,HELP_WISHLIST_ELYSION_01
170102,1701,2,Description,HELP_WISHLIST_ELYSION_01_01
170103,1701,3,Description,HELP_WISHLIST_ELYSION_01_02
170201,1702,1,Title,HELP_WISHLIST_MISSILIS_01
170202,1702,2,Description,HELP_WISHLIST_MISSILIS_01_01
170203,1702,3,Description,HELP_WISHLIST_MISSILIS_01_02
170301,1703,1,Title,HELP_WISHLIST_TETRA_01
170302,1703,2,Description,HELP_WISHLIST_TETRA_01_01
170303,1703,3,Description,HELP_WISHLIST_TETRA_01_02
170401,1704,1,Title,HELP_WISHLIST_PILGRIMOVERSPEC_01
170402,1704,2,Description,HELP_WISHLIST_PILGRIMOVERSPEC_01_01
170403,1704,3,Title,HELP_WISHLIST_PILGRIMOVERSPEC_02
170404,1704,4,Description,HELP_WISHLIST_PILGRIMOVERSPEC_02_01
180101,1801,1,Title,HELP_NEWBIEPASS_ROADTOVILLAIN_01
180102,1801,2,Description,HELP_NEWBIEPASS_ROADTOVILLAIN_01_01
180103,1801,3,Title,HELP_NEWBIEPASS_ROADTOVILLAIN_02
180104,1801,4,Description,HELP_NEWBIEPASS_ROADTOVILLAIN_02_01
180105,1801,5,Description,HELP_NEWBIEPASS_ROADTOVILLAIN_02_02
180106,1801,6,Title,HELP_NEWBIEPASS_ROADTOVILLAIN_03
180107,1801,7,Description,HELP_NEWBIEPASS_ROADTOVILLAIN_03_01
180108,1801,8,Description,HELP_NEWBIEPASS_ROADTOVILLAIN_03_02
190001,1900,1,Title,HELP_GACHABOARD_01
190002,1900,2,Description,HELP_GACHABOARD_01_01
190003,1900,3,Title,HELP_GACHABOARD_02
190004,1900,4,Description,HELP_GACHABOARD_02_01
190005,1900,5,Description,HELP_GACHABOARD_02_02
190006,1900,6,Title,HELP_GACHABOARD_03
190007,1900,7,Description,HELP_GACHABOARD_03_01
190008,1900,8,Description,HELP_GACHABOARD_03_04
190009,1900,9,Description,HELP_GACHABOARD_03_02
190010,1900,10,Description,HELP_GACHABOARD_03_03
190011,1900,11,Title,HELP_GACHABOARD_04
190012,1900,12,Description,HELP_GACHABOARD_04_01
190013,1900,13,Description,HELP_GACHABOARD_04_02
190014,1900,14,Description,HELP_GACHABOARD_04_03
190015,1900,15,Description,HELP_GACHABOARD_04_04
190016,1900,16,Description,HELP_GACHABOARD_04_05
190017,1900,17,Title,HELP_GACHABOARD_05
190018,1900,18,Description,HELP_GACHABOARD_05_01
190019,1900,19,Description,HELP_GACHABOARD_05_02
190020,1900,20,Description,HELP_GACHABOARD_05_03
190021,1900,21,Description,HELP_GACHABOARD_05_04
190022,1900,22,Title,HELP_GACHABOARD_06
190023,1900,23,Description,HELP_GACHABOARD_06_01
190024,1900,24,Description,HELP_GACHABOARD_06_02
190025,1900,25,Description,HELP_GACHABOARD_06_03
191001,1910,1,Title,HELP_SOLORAID_MUSEUM_01
191002,1910,2,Description,HELP_SOLORAID_MUSEUM_01_01
191003,1910,3,Description,HELP_SOLORAID_MUSEUM_01_02
191004,1910,4,Description,HELP_SOLORAID_MUSEUM_01_03
191005,1910,5,Description,HELP_SOLORAID_MUSEUM_01_04
191006,1910,6,Description,HELP_SOLORAID_MUSEUM_01_05
191007,1910,7,Title,HELP_SOLORAID_MUSEUM_02
191008,1910,8,Description,HELP_SOLORAID_MUSEUM_02_01
191009,1910,9,Description,HELP_SOLORAID_MUSEUM_02_02
191010,1910,10,Description,HELP_SOLORAID_MUSEUM_02_03
191011,1910,11,Title,HELP_SOLORAID_MUSEUM_03
191012,1910,12,Description,HELP_SOLORAID_MUSEUM_03_01
191013,1910,13,Description,HELP_SOLORAID_MUSEUM_03_02
191014,1910,14,Description,HELP_SOLORAID_MUSEUM_03_03
191015,1910,15,Description,HELP_SOLORAID_MUSEUM_03_04
191016,1910,16,Title,HELP_SOLORAID_MUSEUM_04
191017,1910,17,Description,HELP_SOLORAID_MUSEUM_04_01
191018,1910,18,Description,HELP_SOLORAID_MUSEUM_04_02
191019,1910,19,Title,HELP_SOLORAID_MUSEUM_05
191020,1910,20,Description,HELP_SOLORAID_MUSEUM_05_01
191021,1910,21,Description,HELP_SOLORAID_MUSEUM_05_02
191022,1910,22,Description,HELP_SOLORAID_MUSEUM_05_03
191023,1910,23,Title,HELP_SOLORAID_MUSEUM_06
191024,1910,24,Description,HELP_SOLORAID_MUSEUM_06_01
191025,1910,25,Description,HELP_SOLORAID_MUSEUM_06_02
191026,1910,26,Title,HELP_SOLORAID_MUSEUM_07
191027,1910,27,Description,HELP_SOLORAID_MUSEUM_07_01
191028,1910,28,Title,HELP_SOLORAID_MUSEUM_08
191029,1910,29,Description,HELP_SOLORAID_MUSEUM_08_01
