id,name_localkey,description_localkey,camera_work,weapon_type,fire_type,attack_type,counter_enermy,input_type,is_targeting,prefer_target,prefer_target_condition,damage,shot_count,muzzle_count,multi_target_count,center_shot_count,shot_timing,max_ammo,maintain_fire_stance,uptype_fire_timing,reload_time,reload_bullet,reload_start_ammo,rate_of_fire_reset_time,rate_of_fire,end_rate_of_fire,rate_of_fire_change_pershot,burst_energy_pershot,target_burst_energy_pershot,penetration,spot_first_delay,spot_last_delay,start_accuracy_circle_scale,end_accuracy_circle_scale,accuracy_change_pershot,accuracy_change_speed,auto_start_accuracy_circle_scale,auto_end_accuracy_circle_scale,auto_accuracy_change_pershot,auto_accuracy_change_speed,zoom_rate,multi_aim_range,spot_projectile_speed,charge_time,full_charge_damage,full_charge_burst_energy,spot_radius_object,spot_radius,spot_explosion_range,homing_script,core_damage_rate,shake_id,shaketype,shakeweight,aim_prefab,hurt_function_id_list/0/name,hurt_function_id_list/0/value,use_function_id_list/0/name,use_function_id_list/0/value
1051101,Locale_Skill:character_shot_name_localkey_rl_up,Locale_Skill:character_shot_description_localkey_rl_up_c511,camera_work_01,RL,ProjectileCurve,Metal,Metal_Type,DOWN_Charge,False,TargetGL,None,3211,1,1,0,0,Concurrence,24,0,0,200,10000,23,0,180,180,0,2250,4500,0,20,20,10,10,0,0,10,10,0,0,0,0,1500,100,20000,20000,2,50,50,lv1,20000,2,Fire_RL,120,base_aim_reference_c511,hurt_function_id_list,0,use_function_id_list,0
1041101,Locale_Skill:character_shot_name_localkey_mg_down,Locale_Skill:character_shot_description_localkey_mg_down,camera_work_01,MG,Instant,Metal,Metal_Type,DOWN,False,TargetPS,None,557,1,1,0,0,Concurrence,300,0,0,250,10000,299,100,60,4200,100,500,1000,0,20,20,250,10,7,150,250,10,7,150,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_MG,120,,hurt_function_id_list,0,use_function_id_list,0
1051401,Locale_Skill:character_shot_name_localkey_ar_down,Locale_Skill:character_shot_description_localkey_ar_down,camera_work_01,AR,Instant,Metal,Metal_Type,DOWN,True,TargetAR,None,1791,1,1,0,0,Concurrence,60,0,0,100,5000,59,0,720,720,0,4500,9000,0,20,20,75,75,0,0,75,75,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_AR,120,,hurt_function_id_list,0,use_function_id_list,0
1022601,Locale_Skill:character_shot_name_localkey_sr_up,Locale_Skill:character_shot_description_localkey_sr_up,camera_work_01,SR,Instant,Metal,Metal_Type,UP,False,Back,None,6904,1,1,0,0,Concurrence,6,0,0,200,10000,5,0,60,60,0,28000,56000,0,20,20,10,10,0,0,10,10,0,0,0,0,0,100,25000,25000,0,0,0,,20000,2,Fire_SR,120,,hurt_function_id_list,0,use_function_id_list,0
1018201,Locale_Skill:character_shot_name_localkey_ar_down,Locale_Skill:character_shot_description_localkey_ar_down,camera_work_01,AR,Instant,Metal,Metal_Type,DOWN,True,TargetAR,None,1365,1,1,0,0,Concurrence,60,0,0,100,10000,59,0,720,720,0,2000,4000,0,20,20,75,75,0,0,75,75,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_AR,120,,hurt_function_id_list,0,use_function_id_list,0
1018301,Locale_Skill:character_shot_name_localkey_rl_up,Locale_Skill:character_shot_description_localkey_rl_up,camera_work_01,RL,HomingProjectile,Metal,Metal_Type,UP,False,TargetGL,None,6130,1,1,0,0,Concurrence,6,0,0,200,10000,5,0,60,60,0,18200,36400,0,20,20,10,10,0,0,10,10,0,0,0,0,100,100,25000,25000,2,50,500,lv1,20000,2,Fire_RL,120,,hurt_function_id_list,0,use_function_id_list,0
1001601,Locale_Skill:character_shot_name_localkey_mg_down,Locale_Skill:character_shot_description_localkey_mg_down,camera_work_01,MG,Instant,Metal,Metal_Type,DOWN,False,TargetPS,None,557,1,1,0,0,Concurrence,300,0,0,250,10000,299,100,60,4200,100,500,1000,0,20,20,250,10,7,150,250,10,7,150,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_MG,120,base_aim_reference_c016,hurt_function_id_list,0,use_function_id_list,0
1001602,,,camera_work_01,RL,StickyProjectileDirect,Metal,None,DOWN,False,TargetGL,None,0,1,1,0,0,Concurrence,1,0,0,250,0,0,0,4200,4200,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,400,0,10000,0,2,50,750,,20000,0,Fire_RL,120,base_aim_reference_c016,hurt_function_id_list,0,use_function_id_list,0
1035401,Locale_Skill:character_shot_name_localkey_mg_down,Locale_Skill:character_shot_description_localkey_mg_down,camera_work_01,MG,Instant,Metal,Metal_Type,DOWN,False,TargetPS,None,557,1,1,0,0,Concurrence,300,0,0,250,10000,299,100,60,4200,100,500,1000,0,20,20,250,10,7,150,250,10,7,150,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_MG,120,,hurt_function_id_list,0,use_function_id_list,0
1035501,Locale_Skill:character_shot_name_localkey_rl_up,Locale_Skill:character_shot_description_localkey_rl_up,camera_work_01,RL,HomingProjectile,Metal,Metal_Type,UP,False,TargetGL,None,6130,1,1,0,0,Concurrence,6,0,0,200,10000,5,0,60,60,0,14000,28000,0,20,20,10,10,0,0,10,10,0,0,0,0,100,100,25000,25000,2,50,500,lv1,20000,2,Fire_RL,120,,hurt_function_id_list,0,use_function_id_list,0
1083401,Locale_Skill:character_shot_name_localkey_ar_down,Locale_Skill:character_shot_description_localkey_ar_down,camera_work_01,AR,Instant,Metal,Metal_Type,DOWN,True,TargetAR,None,1471,1,1,0,0,Concurrence,60,0,0,150,10000,59,0,720,720,0,2500,5000,0,20,20,75,75,0,0,75,75,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_AR,120,,hurt_function_id_list,0,use_function_id_list,0
1083501,Locale_Skill:character_shot_name_localkey_mg_down,Locale_Skill:character_shot_description_localkey_mg_down,camera_work_01,MG,Instant,Metal,Metal_Type,DOWN,False,TargetPS,None,547,1,1,0,0,Concurrence,300,0,0,233,10000,299,100,60,4200,100,500,1000,0,20,20,250,10,7,150,250,10,7,150,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_MG,120,,hurt_function_id_list,0,use_function_id_list,0
1083601,Locale_Skill:character_shot_name_localkey_smg_down,Locale_Skill:character_shot_description_localkey_smg_down,camera_work_01,SMG,Instant,Metal,Metal_Type,DOWN,True,TargetAR,None,810,1,1,0,0,Concurrence,120,0,0,100,10000,119,0,1440,1440,0,1000,2000,0,20,20,110,110,0,0,110,110,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_SMG,120,,hurt_function_id_list,0,use_function_id_list,0
1041201,Locale_Skill:character_shot_name_localkey_rl_up,Locale_Skill:character_shot_description_localkey_rl_up,camera_work_01,RL,HomingProjectile,Metal,Metal_Type,UP,False,TargetGL,None,6859,1,1,0,0,Concurrence,6,0,0,83,3300,5,0,60,60,0,36000,72000,0,20,20,10,10,0,0,10,10,0,0,0,0,100,100,25000,25000,2,50,500,lv1,20000,2,Fire_RL,120,,hurt_function_id_list,0,use_function_id_list,0
1099301,Locale_Skill:character_shot_name_localkey_rl_up,Locale_Skill:character_shot_description_localkey_rl_up,camera_work_01,RL,MechaShiftyShot,Metal,Metal_Type,DOWN_Charge,False,TargetGL,None,557,1,1,0,0,Concurrence,6,0,0,267,10000,5,0,150,150,0,3000,6000,0,20,20,10,10,0,0,10,10,0,0,0,0,100,20,25000,25000,2,50,500,lv1,20000,2,Fire_RL,120,base_aim_multishot_c993,hurt_function_id_list,0,use_function_id_list,0
1099302,,,camera_work_01,SR,Instant,Energy,None,DOWN_Charge,False,Back,None,0,1,1,0,0,Concurrence,0,0,0,0,0,0,0,0,0,0,0,0,300,20,20,1,1,0,0,1,1,0,0,0,0,0,500,20000,0,0,0,0,,20000,0,Fire_SR,120,,hurt_function_id_list,0,use_function_id_list,0
1052001,Locale_Skill:character_shot_name_localkey_sr_up,Locale_Skill:character_shot_description_localkey_sr_up,camera_work_01,SR,Instant,Metal,Metal_Type,UP,False,Back,None,6904,1,1,0,0,Concurrence,6,0,0,200,10000,5,0,60,60,0,28000,56000,0,20,20,10,10,0,0,10,10,0,0,30,0,0,100,25000,25000,0,0,0,,20000,2,Fire_SR,120,,hurt_function_id_list,0,use_function_id_list,0
1052101,Locale_Skill:character_shot_name_localkey_rl_up,Locale_Skill:character_shot_description_localkey_rl_up,camera_work_01,RL,HomingProjectile,Metal,Metal_Type,UP,False,TargetGL,None,6130,1,1,0,0,Concurrence,6,0,0,200,10000,5,0,60,60,0,14000,28000,0,20,20,10,10,0,0,10,10,0,0,0,0,100,100,25000,25000,2,50,500,lv1,20000,2,Fire_RL,120,,hurt_function_id_list,0,use_function_id_list,0
1016201,Locale_Skill:character_shot_name_localkey_ar_down,Locale_Skill:character_shot_description_localkey_ar_down,camera_work_01,AR,Instant,Metal,Metal_Type,DOWN,True,TargetAR,None,1365,1,1,0,0,Concurrence,60,0,0,100,10000,59,0,720,720,0,2000,4000,0,20,20,75,75,0,0,75,75,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_AR,120,,hurt_function_id_list,0,use_function_id_list,0
1059001,Locale_Skill:character_shot_name_localkey_mg_down,Locale_Skill:character_shot_description_localkey_mg_down,camera_work_01,MG,Instant,Metal,Metal_Type,DOWN,False,TargetPS,None,557,1,1,0,0,Concurrence,300,0,0,250,10000,299,100,60,4200,100,500,1000,0,20,20,250,10,7,150,250,10,7,150,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_MG,120,,hurt_function_id_list,0,use_function_id_list,0
1051301,Locale_Skill:character_shot_name_localkey_smg_down,Locale_Skill:character_shot_description_localkey_smg_down,camera_work_01,SMG,Instant,Metal,Metal_Type,DOWN,True,TargetAR,None,1012,1,1,0,0,Concurrence,120,0,0,100,10000,119,0,1440,1440,0,1000,2000,0,20,20,110,110,0,0,110,110,0,0,0,0,0,0,10000,0,0,0,0,,25000,2,Fire_SMG,120,,hurt_function_id_list,0,use_function_id_list,0
1058101,Locale_Skill:character_shot_name_localkey_rl_up,Locale_Skill:character_shot_description_localkey_rl_up,camera_work_01,RL,HomingProjectile,Metal,Metal_Type,UP,False,TargetGL,None,6404,1,1,0,0,Concurrence,6,0,0,250,10000,5,0,60,60,0,15000,30000,0,20,20,10,10,0,0,10,10,0,0,0,0,100,100,25000,25000,2,50,500,lv1,20000,2,Fire_RL,120,,hurt_function_id_list,0,use_function_id_list,0
1085001,Locale_Skill:character_shot_name_localkey_ar_down,Locale_Skill:character_shot_description_localkey_ar_down,camera_work_01,AR,Instant,Metal,Metal_Type,DOWN,True,TargetAR,None,1365,1,1,0,0,Concurrence,60,0,0,100,10000,59,0,720,720,0,2000,4000,0,20,20,75,75,0,0,75,75,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_AR,120,,hurt_function_id_list,0,use_function_id_list,0
1085201,Locale_Skill:character_shot_name_localkey_smg_down,Locale_Skill:character_shot_description_localkey_smg_down,camera_work_01,SMG,Instant,Metal,Metal_Type,DOWN,True,TargetAR,None,810,1,1,0,0,Concurrence,120,0,0,100,10000,119,0,1440,1440,0,1000,2000,0,20,20,110,110,0,0,110,110,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_SMG,120,,hurt_function_id_list,0,use_function_id_list,0
1085101,Locale_Skill:character_shot_name_localkey_rl_up,Locale_Skill:character_shot_description_localkey_rl_up,camera_work_01,RL,ProjectileDirect,Metal,Metal_Type,UP,False,TargetGL,None,6130,1,1,0,0,Concurrence,6,83,3200,200,10000,5,0,60,60,0,14000,28000,0,20,20,10,10,0,0,10,10,0,0,0,0,400,100,25000,25000,2,50,500,lv1,20000,2,Fire_RL,120,,hurt_function_id_list,0,use_function_id_list,0
1053201,Locale_Skill:character_shot_name_localkey_rl_up,Locale_Skill:character_shot_description_localkey_rl_up,camera_work_01,RL,HomingProjectile,Metal,Metal_Type,UP,False,TargetGL,None,6130,1,1,0,0,Concurrence,6,0,0,200,10000,5,0,60,60,0,14000,28000,0,20,20,10,10,0,0,10,10,0,0,0,0,100,100,25000,25000,2,50,500,lv1,20000,2,Fire_RL,120,,hurt_function_id_list,0,use_function_id_list,0
1050201,Locale_Skill:character_shot_name_localkey_mg_down,Locale_Skill:character_shot_description_localkey_mg_down,camera_work_01,MG,Instant,Metal,Metal_Type,DOWN,False,TargetPS,None,557,1,1,0,0,Concurrence,300,0,0,250,10000,299,100,60,4200,100,500,1000,0,20,20,250,10,7,150,250,10,7,150,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_MG,120,,hurt_function_id_list,0,use_function_id_list,0
1023401,Locale_Skill:character_shot_name_localkey_sg_down,Locale_Skill:character_shot_description_localkey_sg_down,camera_work_02,SG,Instant,Metal,Metal_Type,DOWN,True,Front,None,20150,10,1,0,0,Concurrence,9,0,0,150,10000,8,0,90,90,0,2000,4000,0,20,20,250,250,0,0,250,250,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_SG,120,base_aim_reference_c234,hurt_function_id_list,0,use_function_id_list,0
1009301,Locale_Skill:character_shot_name_localkey_mg_down,Locale_Skill:character_shot_description_localkey_mg_down,camera_work_01,MG,Instant,Metal,Metal_Type,DOWN,False,TargetPS,None,557,1,1,0,0,Concurrence,300,0,0,250,10000,299,100,60,4200,100,500,1000,0,20,20,250,10,7,150,250,10,7,150,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_MG,120,,hurt_function_id_list,0,use_function_id_list,0
1009401,Locale_Skill:character_shot_name_localkey_rl_up,Locale_Skill:character_shot_description_localkey_rl_up,camera_work_01,RL,HomingProjectile,Metal,Metal_Type,DOWN_Charge,False,TargetGL,None,2244,1,1,0,0,Concurrence,8,0,0,200,10000,7,0,180,180,0,6500,13000,0,20,20,10,10,0,0,10,10,0,0,0,0,100,200,20000,20000,2,50,750,lv1,20000,2,Fire_RL,120,,hurt_function_id_list,0,use_function_id_list,0
1009501,Locale_Skill:character_shot_name_localkey_sr_up,Locale_Skill:character_shot_description_localkey_sr_up,camera_work_01,SR,Instant,Metal,Metal_Type,UP,False,Back,None,6904,1,1,0,0,Concurrence,6,0,0,200,10000,5,0,60,60,0,28000,56000,0,20,20,10,10,0,0,10,10,0,0,30,0,0,100,25000,25000,0,0,0,,20000,2,Fire_SR,120,,hurt_function_id_list,0,use_function_id_list,0
1009502,,,camera_work_01,RL,ProjectileDirect,Metal,Metal_Type,UP,False,Back,None,0,1,1,0,0,Concurrence,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,1,1,0,0,1,1,0,0,0,0,400,30,30000,0,2,50,1500,,20000,0,Fire_SR,120,,hurt_function_id_list,0,use_function_id_list,0
1014301,Locale_Skill:character_shot_name_localkey_sr_up,Locale_Skill:character_shot_description_localkey_sr_up,camera_work_01,SR,Instant,Metal,Metal_Type,UP,False,Back,None,6904,1,1,0,0,Concurrence,6,0,0,200,10000,5,0,60,60,0,28000,56000,0,20,20,10,10,0,0,10,10,0,0,30,0,0,100,25000,25000,0,0,0,,20000,2,Fire_SR,120,,hurt_function_id_list,0,use_function_id_list,0
1031501,Locale_Skill:character_shot_name_localkey_sr_up,Locale_Skill:character_shot_description_localkey_sr_up,camera_work_01,SR,Instant,Metal,Metal_Type,UP,False,Back,None,6904,1,1,0,0,Concurrence,6,0,0,200,10000,5,0,60,60,0,28000,56000,0,20,20,10,10,0,0,10,10,0,0,30,0,0,100,25000,25000,0,0,0,,20000,2,Fire_SR,120,,hurt_function_id_list,0,use_function_id_list,0
1084001,Locale_Skill:character_shot_name_localkey_rl_up,Locale_Skill:character_shot_description_localkey_rl_up,camera_work_01,RL,HomingProjectile,Metal,Metal_Type,UP,False,TargetGL,None,6130,1,1,0,0,Concurrence,6,0,0,200,10000,5,0,60,60,0,14000,28000,0,20,20,10,10,0,0,10,10,0,0,0,0,100,100,25000,25000,2,50,500,lv1,20000,2,Fire_RL,120,,hurt_function_id_list,0,use_function_id_list,0
1084101,Locale_Skill:character_shot_name_localkey_ar_down,Locale_Skill:character_shot_description_localkey_ar_down,camera_work_01,AR,Instant,Metal,Metal_Type,DOWN,True,TargetAR,None,7109,1,1,0,0,Concurrence,9,0,0,100,10000,8,0,150,150,0,11000,22000,0,20,20,75,75,0,0,75,75,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_AR,120,,hurt_function_id_list,0,use_function_id_list,0
1084201,Locale_Skill:character_shot_name_localkey_rl_up,Locale_Skill:character_shot_description_localkey_rl_up,camera_work_01,RL,HomingProjectile,Metal,Metal_Type,UP,False,TargetGL,None,6130,1,1,0,0,Concurrence,6,0,0,200,10000,5,0,60,60,0,14000,28000,0,20,20,10,10,0,0,10,10,0,0,0,0,100,100,25000,25000,2,50,500,lv1,20000,2,Fire_RL,120,,hurt_function_id_list,0,use_function_id_list,0
1002301,Locale_Skill:character_shot_name_localkey_mg_down,Locale_Skill:character_shot_description_localkey_mg_down,camera_work_01,MG,Instant,Metal,Metal_Type,DOWN,False,TargetPS,None,557,1,1,0,0,Concurrence,300,0,0,250,10000,299,100,60,4200,100,500,1000,0,20,20,250,10,7,150,250,10,7,150,0,0,0,0,10000,0,2,0,0,,20000,2,Fire_MG,120,,hurt_function_id_list,0,use_function_id_list,0
1022302,,,camera_work_01,SR,Instant,Metal,Metal_Type,DOWN_Charge,False,Back,None,0,1,1,0,0,Concurrence,999,0,0,200,10000,998,0,60,60,0,22500,45000,0,20,20,10,10,0,0,10,10,0,0,0,0,0,180,25000,0,0,0,0,,20000,0,Fire_SR,120,base_aim_reference_c223,hurt_function_id_list,0,use_function_id_list,0
1007401,Locale_Skill:character_shot_name_localkey_sg_down,Locale_Skill:character_shot_description_localkey_sg_down,camera_work_01,SG,Instant,Metal,Metal_Type,DOWN,True,Front,None,20150,10,1,0,0,Concurrence,9,0,0,150,10000,8,0,90,90,0,2000,4000,0,20,20,250,250,0,0,250,250,0,0,0,0,0,0,10000,0,0,0,0,,20000,2,Fire_SG,120,,hurt_function_id_list,0,use_function_id_list,0
