id,name_localkey,resource_id,skin_id,frame_type,address,sd_resource_address
soundonly_l,Locale_Character:852_name,984,default,right,spine/standing/c984/00_HD,
soundonly_a,Locale_Character:npc_541_name,984,default,right,spine/standing/c984/00_HD,
ce006_03_op,Locale_Character:852_name,852,default,left,spine/standing/c852/00_HD,c852_00_var
ce006_npc_01_op,Locale_Character:npc_541_name,853,default,right,spine/standing/c853/00_HD,
elegg_op,Locale_Character:500_name,500,default,center,spine/standing/c500/00_HD,c500_00_var
elegg_op_l,Locale_Character:500_name,500,default,left,spine/standing/c500/00_HD,c500_00_var
oldman_h,Locale_Character:npc_544_name,998,default,none,spine/standing/c998/00_HD,
girlvoice,Locale_Character:npc_545_name,999,default,none,spine/standing/c999/00_HD,
younghermin,Locale_Character:npc_546_name,999,default,none,spine/standing/c999/00_HD,
middlehermin,Locale_Character:npc_547_name,999,default,none,spine/standing/c999/00_HD,
bunkerchild,Locale_Character:npc_548_name,999,default,none,spine/standing/c999/00_HD,
art,Locale_Character:npc_549_name,301,default,none,spine/standing/c301/00_HD,
arcanearchive_event,Locale_Character:10_name,10,default,none,spine/events/EventScene_arcanearchive_01,
afraidman,Locale_Character:npc_550_name,999,default,none,spine/standing/c999/00_HD,
upsetman,Locale_Character:npc_551_name,911,default,none,spine/standing/c911/00_HD,
afraidwoman,Locale_Character:npc_552_name,912,default,none,spine/standing/c912/00_HD,
moran_c,Locale_Character:281_name,281,default,none,spine/standing/c281/01_HD,c281_01_var
vii,Locale_Character:npc_553_name,923,default,none,spine/standing/c923/00_HD,
soundonly_x_c,Locale_Character:npc_290_name,984,default,center,spine/standing/c984/01_HD,
soundonly_x,Locale_Character:npc_290_name,984,default,left,spine/standing/c984/01_HD,
vii_unknown,Locale_Character:npc_04_name,923,default,none,spine/standing/c923/00_HD,
lordforjustice_event,Locale_Character:10_name,10,default,none,spine/events/EventScene_lordforjustice_01,
femaleactor,Locale_Character:npc_554_name,10,default,none,spine/standing/c999/00_HD,
maleactor,Locale_Character:npc_555_name,10,default,none,spine/standing/c999/00_HD,
ce006_field_squad_rapi,Locale_Character:10_name,10,default,none,spine/standing/c010/00_HD,c5605_00_var
ce006_field_squad_eve,Locale_Character:850_name,850,default,none,spine/standing/c850/00_HD,c5615_00_var
tove_s,Locale_Character:192_name,192,default,none,spine/standing/c192/02_HD,c192_02_var
centi_s,Locale_Character:80_name,80,default,none,spine/standing/c080/02_HD,c080_02_var
rapi_ss,Locale_Character:10_name,16,default,none,spine/standing/c016/01_HD,c016_01_var
elegg_s,Locale_Character:500_name,502,default,none,spine/standing/c502/00_HD,c502_00_var
dorothy_s,Locale_Character:233_name,234,default,none,spine/standing/c234/00_HD,c234_00_var
alfred,Locale_Character:npc_556_name,9000,default,none,spine/standing/c9000/00_HD,
safeghost,Locale_Character:npc_557_name,9000,default,none,spine/standing/c9000/05_HD,
repairghost,Locale_Character:npc_558_name,9000,default,none,spine/standing/c9000/03_HD,
maidghost,Locale_Character:npc_559_name,9000,default,none,spine/standing/c9000/01_HD,
chefghost,Locale_Character:npc_560_name,9000,default,none,spine/standing/c9000/02_HD,
sellghost,Locale_Character:npc_561_name,9000,default,none,spine/standing/c9000/06_HD,
lowhologram,Locale_Character:npc_562_name,9000,default,none,spine/standing/c9000/07_HD,
unknown_ghost,Locale_Character:npc_04_name,9000,default,none,spine/standing/c9000/07_HD,
ghost_01,Locale_Character:npc_04_name,9000,default,none,spine/standing/c9000/07_HD,
ghost_02,Locale_Character:npc_04_name,9000,default,none,spine/standing/c9000/07_HD,
ghost_03,Locale_Character:npc_04_name,9000,default,none,spine/standing/c9000/07_HD,
ghost_04,Locale_Character:npc_04_name,9000,default,none,spine/standing/c9000/07_HD,
ghost_05,Locale_Character:npc_04_name,9000,default,none,spine/standing/c9000/07_HD,
dobanteamnikke,Locale_Character:npc_563_name,253,default,none,spine/standing/c253/00_HD,
irregularghost,Locale_Character:10_name,10,default,none,spine/standing/c9001/00_HD,
nayuta_n,Locale_Character:223_name,9008,default,none,spine/standing/c9008/00_HD,
nayuta_unknown,Locale_Character:npc_04_name,9008,default,none,spine/standing/c9008/00_HD,
femalenurse,Locale_Character:npc_565_name,999,default,none,spine/standing/c999/00_HD,
btg_field_squad_dorothy_01,Locale_Character:233_name,234,default,none,spine/standing/c234/00_HD,c5128_00_var
btg_field_squad_dorothy_02,Locale_Character:233_name,234,default,none,spine/standing/c234/00_HD,c5128_01_var
children,Locale_Character:npc_568_name,999,default,none,spine/standing/c999/00_HD,
sora,Locale_Character:532_name,532,default,none,spine/standing/c532/00_HD,c532_00_var
girl04,Locale_Character:913_name,952,default,none,spine/standing/c952/00_HD,
cielo,Locale_Character:531_name,531,default,none,spine/standing/c531/00_HD,c531_00_var
sky,Locale_Character:530_name,530,default,none,spine/standing/c530/00_HD,c530_00_var
cielo_unknown,Locale_Character:npc_04_name,531,default,none,spine/standing/c531/00_HD,c531_00_var
sky_op,Locale_Character:530_name,530,default,left,spine/standing/c530/00_HD,c530_00_var
sky_op_c,Locale_Character:530_name,530,default,center,spine/standing/c530/00_HD,c530_00_var
sky_op_r,Locale_Character:530_name,530,default,right,spine/standing/c530/00_HD,c530_00_var
overthehorizon_event,Locale_Character:10_name,10,default,none,spine/events/EventScene_overthehorizon_01,
manstaff,Locale_Character:npc_569_name,569,default,none,spine/standing/c911/00_HD,
sonboy,Locale_Character:npc_570_name,570,default,none,spine/standing/c999/00_HD,
womanstaff,Locale_Character:npc_571_name,571,default,none,spine/standing/c912/00_HD,
momwoman,Locale_Character:npc_572_name,572,default,none,spine/standing/c999/00_HD,
pinocchio,Locale_Character:227_name,227,default,none,spine/standing/c227/00_HD,
carlson,Locale_Character:npc_566_name,947,default,none,spine/standing/c947/00_HD,
mrsmiss,Locale_Character:npc_567_name,9003,default,none,spine/standing/c9003/00_HD,
eternity,Locale_Character:370_name,370,default,none,spine/standing/c370/00_HD,
endless,Locale_Character:371_name,371,default,none,spine/standing/c371/00_HD,
scarecommander,Locale_Character:npc_573_name,916,default,none,spine/standing/c916/00_HD,
signal_op,Locale_Character:22_name,22,default,left,spine/standing/c022/00_HD,c022_00_var
fellowcommanders,Locale_Character:npc_574_name,999,default,none,spine/standing/c999/00_HD,
fellowcommander,Locale_Character:npc_575_name,999,default,none,spine/standing/c999/00_HD,
maddog,Locale_Character:npc_576_name,999,default,none,spine/standing/c999/00_HD,
predator,Locale_Character:npc_10_name,9005,default,none,spine/standing/c9005/00_HD,
predator_l,Locale_Character:npc_10_name,9005,default,none,spine/standing/c9005/01_HD,
eunhwa_t_op,Locale_Character:92_name,95,default,left,spine/standing/c095/00_HD,c095_00_var
eunhwa_t_op_c,Locale_Character:92_name,95,default,center,spine/standing/c095/00_HD,c095_00_var
eunhwa_t_op_r,Locale_Character:92_name,95,default,right,spine/standing/c095/00_HD,c095_00_var
eunhwa_c,Locale_Character:92_name,95,default,none,spine/standing/c095/01_HD,c095_01_var
ade_b,Locale_Character:310_name,315,default,none,spine/standing/c315/00_HD,c315_00_var
milk_b,Locale_Character:141_name,143,default,none,spine/standing/c143/00_HD,c143_00_var
exia_b,Locale_Character:210_name,210,default,none,spine/standing/c210/03_HD,c210_03_var
bay_b,Locale_Character:550_name,550,default,none,spine/standing/c550/01_HD,c550_01_var
rouge_b,Locale_Character:272_name,272,default,none,spine/standing/c272/01_HD,c272_01_var
velvet,Locale_Character:npc_577_name,9004,default,none,spine/standing/c9004/00_HD,
velvet_unknown,Locale_Character:npc_04_name,9004,default,none,spine/standing/c9004/00_HD,
ade_b_op,Locale_Character:310_name,315,default,left,spine/standing/c315/00_HD,c315_00_var
ade_b_op_c,Locale_Character:310_name,315,default,center,spine/standing/c315/00_HD,c315_00_var
ade_b_op_r,Locale_Character:310_name,315,default,right,spine/standing/c315/00_HD,c315_00_var
milk_b_op,Locale_Character:141_name,143,default,left,spine/standing/c143/00_HD,c143_00_var
milk_b_op_c,Locale_Character:141_name,143,default,center,spine/standing/c143/00_HD,c143_00_var
milk_b_op_r,Locale_Character:141_name,143,default,right,spine/standing/c143/00_HD,c143_00_var
exia_b_op,Locale_Character:210_name,210,default,left,spine/standing/c210/03_HD,c210_03_var
exia_b_op_c,Locale_Character:210_name,210,default,center,spine/standing/c210/03_HD,c210_03_var
exia_b_op_r,Locale_Character:210_name,210,default,right,spine/standing/c210/03_HD,c210_03_var
bay_b_op,Locale_Character:550_name,550,default,left,spine/standing/c550/01_HD,c550_01_var
bay_b_op_c,Locale_Character:550_name,550,default,center,spine/standing/c550/01_HD,c550_01_var
bay_b_op_r,Locale_Character:550_name,550,default,right,spine/standing/c550/01_HD,c550_01_var
rouge_b_op,Locale_Character:272_name,272,default,left,spine/standing/c272/01_HD,c272_01_var
rouge_b_op_l,Locale_Character:272_name,272,default,center,spine/standing/c272/01_HD,c272_01_var
rouge_b_op_r,Locale_Character:272_name,272,default,right,spine/standing/c272/01_HD,c272_01_var
coinrushsecurity,Locale_Character:npc_578_name,911,default,none,spine/standing/c911/00_HD,
verygentleman,Locale_Character:npc_579_name,923,default,none,spine/standing/c923/00_HD,
scarbodyguard,Locale_Character:npc_580_name,999,default,none,spine/standing/c999/00_HD,
tatoobodyguard,Locale_Character:npc_581_name,999,default,none,spine/standing/c999/00_HD,
roughbodyguard,Locale_Character:npc_582_name,999,default,none,spine/standing/c999/00_HD,
bodyguards,Locale_Character:npc_583_name,999,default,none,spine/standing/c999/00_HD,
coinrushguests,Locale_Character:npc_584_name,999,default,none,spine/standing/c999/00_HD,
whisperingfemaleguest2,Locale_Character:npc_585_name,999,default,none,spine/standing/c999/00_HD,
whisperingmaleguest,Locale_Character:npc_586_name,999,default,none,spine/standing/c999/00_HD,
observingmaleguest,Locale_Character:npc_587_name,947,default,none,spine/standing/c947/00_HD,
lookingmaleguest,Locale_Character:npc_588_name,947,default,none,spine/standing/c911/00_HD,
grublingfemaleguest,Locale_Character:npc_589_name,948,default,none,spine/standing/c948/00_HD,
cautiousfemaleguest,Locale_Character:npc_590_name,912,default,none,spine/standing/c912/00_HD,
activefemaleguest,Locale_Character:npc_591_name,948,default,none,spine/standing/c948/00_HD,
meaningmaleguest,Locale_Character:npc_592_name,999,default,none,spine/standing/c999/00_HD,
dastardlymaleguest,Locale_Character:npc_593_name,999,default,none,spine/standing/c999/00_HD,
wistfulfemaleguest,Locale_Character:npc_594_name,999,default,none,spine/standing/c999/00_HD,
sneezingguest,Locale_Character:npc_595_name,911,default,none,spine/standing/c911/00_HD,
johan_op_l,Locale_Character:925_name,925,default,left,spine/standing/c925/00_HD,c925_00_var
johan_op_r,Locale_Character:925_name,925,default,right,spine/standing/c925/00_HD,c925_00_var
johan_op_c,Locale_Character:925_name,925,default,center,spine/standing/c925/00_HD,c925_00_var
isabel_op_l,Locale_Character:231_name,231,default,left,spine/standing/c231/00_HD,c231_00_var
isabel_op_r,Locale_Character:231_name,231,default,right,spine/standing/c231/00_HD,c231_00_var
isabel_op_c,Locale_Character:231_name,231,default,center,spine/standing/c231/00_HD,c231_00_var
noah_op_l,Locale_Character:232_name,232,default,left,spine/standing/c232/00_HD,c232_00_var
noah_op_r,Locale_Character:232_name,232,default,right,spine/standing/c232/00_HD,c232_00_var
noah_op_c,Locale_Character:232_name,232,default,center,spine/standing/c232/00_HD,c232_00_var
harran_op_l,Locale_Character:230_name,230,default,left,spine/standing/c230/00_HD,c230_00_var
harran_op_r,Locale_Character:230_name,230,default,right,spine/standing/c230/00_HD,c230_00_var
harran_op_c,Locale_Character:230_name,230,default,center,spine/standing/c230/00_HD,c230_00_var
filed_npc_citizen_01,Locale_Character:npc_105_name,999,default,none,spine/standing/c999/00_HD,field_npc_female_001_var
filed_npc_citizen_02,Locale_Character:npc_105_name,999,default,none,spine/standing/c999/00_HD,field_npc_female_004_var
filed_npc_citizen_03,Locale_Character:npc_105_name,999,default,none,spine/standing/c999/00_HD,field_npc_female_009_var
filed_npc_citizen_04,Locale_Character:npc_105_name,999,default,none,spine/standing/c999/00_HD,field_npc_male_001_var
filed_npc_citizen_05,Locale_Character:npc_105_name,999,default,none,spine/standing/c999/00_HD,field_npc_male_004_var
filed_npc_citizen_06,Locale_Character:npc_105_name,999,default,none,spine/standing/c999/00_HD,field_npc_male_009_var
regularguest_02,Locale_Character:npc_253_name,947,default,none,spine/standing/c947/00_HD,
