id,conversation_id,room_id,speaker_type,member_id,message_type,jump_target,dialog_localkey,resource_id,reward_id,reward_expire_date,is_opener
m_ex_diesel_wintersweets_01_8,m_ex_diesel_wintersweets_01,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_01_8,,0,-639844352,False
m_ex_diesel_wintersweets_01_9,m_ex_diesel_wintersweets_01,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_01_9,,0,-639844352,False
m_ex_diesel_wintersweets_01_10,m_ex_diesel_wintersweets_01,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_01_10,,0,-639844352,False
m_ex_diesel_wintersweets_01_11,m_ex_diesel_wintersweets_01,diesel,Self,,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_01_11,,0,-639844352,False
m_ex_diesel_wintersweets_01_12,m_ex_diesel_wintersweets_01,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_01_12,,0,-639844352,False
m_ex_diesel_wintersweets_01_13,m_ex_diesel_wintersweets_01,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_01_13,,0,-639844352,False
m_ex_diesel_wintersweets_01_14,m_ex_diesel_wintersweets_01,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_01_14,,0,-639844352,False
m_ex_diesel_wintersweets_01_15,m_ex_diesel_wintersweets_01,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_01_15,,0,-639844352,False
m_ex_diesel_wintersweets_01_16,m_ex_diesel_wintersweets_01,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_01_16,,0,-639844352,False
m_ex_diesel_wintersweets_01_17,m_ex_diesel_wintersweets_01,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_01_17,,0,-639844352,False
m_ex_diesel_wintersweets_01_18,m_ex_diesel_wintersweets_01,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_01_18,,0,-639844352,False
m_ex_diesel_wintersweets_01_19,m_ex_diesel_wintersweets_01,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_01_19,,0,-639844352,False
m_ex_diesel_wintersweets_01_20,m_ex_diesel_wintersweets_01,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_01_20,,0,-639844352,False
m_ex_diesel_wintersweets_01_21,m_ex_diesel_wintersweets_01,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_01_21,,0,-639844352,False
m_ex_diesel_wintersweets_01_22,m_ex_diesel_wintersweets_01,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_01_22,,0,-639844352,False
m_ex_diesel_wintersweets_01_23,m_ex_diesel_wintersweets_01,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_01_23,,0,-639844352,False
m_ex_diesel_wintersweets_01_24,m_ex_diesel_wintersweets_01,diesel,Self,,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_01_24,,0,-639844352,False
m_ex_diesel_wintersweets_01_25,m_ex_diesel_wintersweets_01,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_01_25,,0,-639844352,False
m_ex_diesel_wintersweets_01_26,m_ex_diesel_wintersweets_01,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_01_26,,0,-639844352,False
m_ex_diesel_wintersweets_01_27,m_ex_diesel_wintersweets_01,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_01_27,,0,-639844352,False
m_ex_diesel_wintersweets_01_28,m_ex_diesel_wintersweets_01,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_01_28,,0,-639844352,False
m_ex_diesel_wintersweets_01_29,m_ex_diesel_wintersweets_01,diesel,Self,,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_01_29,,0,-639844352,False
m_ex_diesel_wintersweets_01_30,m_ex_diesel_wintersweets_01,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_01_30,,0,-639844352,False
m_ex_diesel_wintersweets_01_31,m_ex_diesel_wintersweets_01,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_01_31,,0,-639844352,False
m_ex_diesel_wintersweets_01_32,m_ex_diesel_wintersweets_01,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_01_32,,0,-639844352,False
m_ex_diesel_wintersweets_01_33,m_ex_diesel_wintersweets_01,diesel,Self,,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_01_33,,0,-639844352,False
m_ex_diesel_wintersweets_01_34,m_ex_diesel_wintersweets_01,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_01_34,,0,-639844352,False
m_ex_diesel_wintersweets_01_35,m_ex_diesel_wintersweets_01,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_01_35,,0,-639844352,False
m_ex_diesel_wintersweets_01_36,m_ex_diesel_wintersweets_01,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_01_36,,0,-639844352,False
m_ex_diesel_wintersweets_01_37,m_ex_diesel_wintersweets_01,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_01_37,,0,-639844352,False
m_ex_diesel_wintersweets_01_38,m_ex_diesel_wintersweets_01,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_01_38,,0,-639844352,False
m_ex_diesel_wintersweets_01_39,m_ex_diesel_wintersweets_01,diesel,Self,,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_01_39,,0,-639844352,False
m_ex_diesel_wintersweets_01_40,m_ex_diesel_wintersweets_01,diesel,Self,,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_01_40,,0,-639844352,False
m_ex_diesel_wintersweets_01_41,m_ex_diesel_wintersweets_01,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_01_41,,0,-639844352,False
m_ex_diesel_wintersweets_01_42,m_ex_diesel_wintersweets_01,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_01_42,,0,-639844352,False
m_ex_diesel_wintersweets_01_43,m_ex_diesel_wintersweets_01,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_01_43,,0,-639844352,False
m_ex_diesel_wintersweets_01_44,m_ex_diesel_wintersweets_01,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_01_44,,0,-639844352,False
m_ex_diesel_wintersweets_01_45,m_ex_diesel_wintersweets_01,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_01_45,,0,-639844352,False
m_ex_diesel_wintersweets_02_1,m_ex_diesel_wintersweets_02,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_02_1,,0,-639844352,True
m_ex_diesel_wintersweets_02_2,m_ex_diesel_wintersweets_02,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_02_2,,0,-639844352,False
m_ex_diesel_wintersweets_02_3,m_ex_diesel_wintersweets_02,diesel,Self,,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_02_3,,0,-639844352,False
m_ex_diesel_wintersweets_02_4,m_ex_diesel_wintersweets_02,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_02_4,,0,-639844352,False
m_ex_diesel_wintersweets_02_5,m_ex_diesel_wintersweets_02,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_02_5,,0,-639844352,False
m_ex_diesel_wintersweets_02_6,m_ex_diesel_wintersweets_02,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_02_6,,0,-639844352,False
m_ex_diesel_wintersweets_02_7,m_ex_diesel_wintersweets_02,diesel,Self,,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_02_7,,0,-639844352,False
m_ex_diesel_wintersweets_02_8,m_ex_diesel_wintersweets_02,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_02_8,,0,-639844352,False
m_ex_diesel_wintersweets_02_9,m_ex_diesel_wintersweets_02,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_02_9,,0,-639844352,False
m_ex_diesel_wintersweets_02_10,m_ex_diesel_wintersweets_02,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_02_10,,0,-639844352,False
m_ex_diesel_wintersweets_02_11,m_ex_diesel_wintersweets_02,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_02_11,,0,-639844352,False
m_ex_diesel_wintersweets_02_12,m_ex_diesel_wintersweets_02,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_02_12,,0,-639844352,False
m_ex_diesel_wintersweets_02_13,m_ex_diesel_wintersweets_02,diesel,Self,,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_02_13,,0,-639844352,False
m_ex_diesel_wintersweets_02_14,m_ex_diesel_wintersweets_02,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_02_14,,0,-639844352,False
m_ex_diesel_wintersweets_02_15,m_ex_diesel_wintersweets_02,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_02_15,,0,-639844352,False
m_ex_diesel_wintersweets_02_16,m_ex_diesel_wintersweets_02,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_02_16,,0,-639844352,False
m_ex_diesel_wintersweets_02_17,m_ex_diesel_wintersweets_02,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_02_17,,0,-639844352,False
m_ex_diesel_wintersweets_02_18,m_ex_diesel_wintersweets_02,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_02_18,,0,-639844352,False
m_ex_diesel_wintersweets_02_19,m_ex_diesel_wintersweets_02,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_02_19,,0,-639844352,False
m_ex_diesel_wintersweets_02_20,m_ex_diesel_wintersweets_02,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_02_20,,0,-639844352,False
m_ex_diesel_wintersweets_02_21,m_ex_diesel_wintersweets_02,diesel,Self,,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_02_21,,0,-639844352,False
m_ex_diesel_wintersweets_02_22,m_ex_diesel_wintersweets_02,diesel,Self,,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_02_22,,0,-639844352,False
m_ex_diesel_wintersweets_02_23,m_ex_diesel_wintersweets_02,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_02_23,,0,-639844352,False
m_ex_diesel_wintersweets_02_24,m_ex_diesel_wintersweets_02,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_02_24,,0,-639844352,False
m_ex_diesel_wintersweets_02_25,m_ex_diesel_wintersweets_02,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_02_25,,0,-639844352,False
m_ex_diesel_wintersweets_02_26,m_ex_diesel_wintersweets_02,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_02_26,,0,-639844352,False
m_ex_diesel_wintersweets_02_27,m_ex_diesel_wintersweets_02,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_02_27,,0,-639844352,False
m_ex_diesel_wintersweets_02_28,m_ex_diesel_wintersweets_02,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_02_28,,0,-639844352,False
m_ex_diesel_wintersweets_02_29,m_ex_diesel_wintersweets_02,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_02_29,,0,-639844352,False
m_ex_diesel_wintersweets_02_30,m_ex_diesel_wintersweets_02,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_02_30,,0,-639844352,False
m_ex_diesel_wintersweets_02_31,m_ex_diesel_wintersweets_02,diesel,Self,,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_02_31,,0,-639844352,False
m_ex_diesel_wintersweets_02_32,m_ex_diesel_wintersweets_02,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_02_32,,0,-639844352,False
m_ex_diesel_wintersweets_02_33,m_ex_diesel_wintersweets_02,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_02_33,,0,-639844352,False
m_ex_diesel_wintersweets_02_34,m_ex_diesel_wintersweets_02,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_02_34,,0,-639844352,False
m_ex_diesel_wintersweets_02_35,m_ex_diesel_wintersweets_02,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_02_35,,0,-639844352,False
m_ex_diesel_wintersweets_02_36,m_ex_diesel_wintersweets_02,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_02_36,,0,-639844352,False
m_ex_diesel_wintersweets_02_37,m_ex_diesel_wintersweets_02,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_02_37,,0,-639844352,False
m_ex_diesel_wintersweets_02_38,m_ex_diesel_wintersweets_02,diesel,Self,,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_02_38,,0,-639844352,False
m_ex_diesel_wintersweets_02_39,m_ex_diesel_wintersweets_02,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_02_39,,0,-639844352,False
m_ex_diesel_wintersweets_02_40,m_ex_diesel_wintersweets_02,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_02_40,,0,-639844352,False
m_ex_diesel_wintersweets_02_41,m_ex_diesel_wintersweets_02,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_02_41,,0,-639844352,False
m_ex_diesel_wintersweets_02_42,m_ex_diesel_wintersweets_02,diesel,Self,,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_02_42,,0,-639844352,False
m_ex_diesel_wintersweets_02_43,m_ex_diesel_wintersweets_02,diesel,Self,,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_02_43,,0,-639844352,False
m_ex_diesel_wintersweets_02_44,m_ex_diesel_wintersweets_02,diesel,Self,,Monologue,,Locale_SuddenMessage:m_ex_diesel_wintersweets_02_44,,0,-639844352,False
m_ex_diesel_wintersweets_02_45,m_ex_diesel_wintersweets_02,diesel,Self,,Monologue,,Locale_SuddenMessage:m_ex_diesel_wintersweets_02_45,,0,-639844352,False
m_ex_diesel_wintersweets_03_1,m_ex_diesel_wintersweets_03,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_03_1,,0,-639844352,True
m_ex_diesel_wintersweets_03_2,m_ex_diesel_wintersweets_03,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_03_2,,0,-639844352,False
m_ex_diesel_wintersweets_03_3,m_ex_diesel_wintersweets_03,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_03_3,,0,-639844352,False
m_ex_diesel_wintersweets_03_4,m_ex_diesel_wintersweets_03,diesel,Self,,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_03_4,,0,-639844352,False
m_ex_diesel_wintersweets_03_5,m_ex_diesel_wintersweets_03,diesel,Self,,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_03_5,,0,-639844352,False
m_ex_diesel_wintersweets_03_6,m_ex_diesel_wintersweets_03,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_03_6,,0,-639844352,False
m_ex_diesel_wintersweets_03_7,m_ex_diesel_wintersweets_03,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_03_7,,0,-639844352,False
m_ex_diesel_wintersweets_03_8,m_ex_diesel_wintersweets_03,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_03_8,,0,-639844352,False
m_ex_diesel_wintersweets_03_9,m_ex_diesel_wintersweets_03,diesel,Self,,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_03_9,,0,-639844352,False
m_ex_diesel_wintersweets_03_10,m_ex_diesel_wintersweets_03,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_03_10,,0,-639844352,False
m_ex_diesel_wintersweets_03_11,m_ex_diesel_wintersweets_03,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_03_11,,0,-639844352,False
m_ex_diesel_wintersweets_03_12,m_ex_diesel_wintersweets_03,diesel,Self,,Choice,m_ex_diesel_wintersweets_03_14,Locale_SuddenMessage:m_ex_diesel_wintersweets_03_12,,0,-639844352,False
m_ex_diesel_wintersweets_03_13,m_ex_diesel_wintersweets_03,diesel,Self,,Choice,m_ex_diesel_wintersweets_03_17,Locale_SuddenMessage:m_ex_diesel_wintersweets_03_13,,0,-639844352,False
m_ex_diesel_wintersweets_03_14,m_ex_diesel_wintersweets_03,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_03_14,,0,-639844352,False
m_ex_diesel_wintersweets_03_15,m_ex_diesel_wintersweets_03,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_03_15,,0,-639844352,False
m_ex_diesel_wintersweets_03_16,m_ex_diesel_wintersweets_03,diesel,They,diesel_w,Text,m_ex_diesel_wintersweets_03_20,Locale_SuddenMessage:m_ex_diesel_wintersweets_03_16,,0,-639844352,False
m_ex_diesel_wintersweets_03_17,m_ex_diesel_wintersweets_03,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_03_17,,0,-639844352,False
m_ex_diesel_wintersweets_03_18,m_ex_diesel_wintersweets_03,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_03_18,,0,-639844352,False
m_ex_diesel_wintersweets_03_19,m_ex_diesel_wintersweets_03,diesel,They,diesel_w,Text,m_ex_diesel_wintersweets_03_20,Locale_SuddenMessage:m_ex_diesel_wintersweets_03_19,,0,-639844352,False
m_ex_diesel_wintersweets_03_20,m_ex_diesel_wintersweets_03,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_03_20,,0,-639844352,False
m_ex_diesel_wintersweets_03_21,m_ex_diesel_wintersweets_03,diesel,Self,,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_03_21,,0,-639844352,False
m_ex_diesel_wintersweets_03_22,m_ex_diesel_wintersweets_03,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_03_22,,0,-639844352,False
m_ex_diesel_wintersweets_03_23,m_ex_diesel_wintersweets_03,diesel,Self,,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_03_23,,0,-639844352,False
m_ex_diesel_wintersweets_03_24,m_ex_diesel_wintersweets_03,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_03_24,,0,-639844352,False
m_ex_diesel_wintersweets_03_25,m_ex_diesel_wintersweets_03,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_03_25,,0,-639844352,False
m_ex_diesel_wintersweets_03_26,m_ex_diesel_wintersweets_03,diesel,Self,,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_03_26,,0,-639844352,False
m_ex_diesel_wintersweets_03_27,m_ex_diesel_wintersweets_03,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_03_27,,0,-639844352,False
m_ex_diesel_wintersweets_03_28,m_ex_diesel_wintersweets_03,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_03_28,,0,-639844352,False
m_ex_diesel_wintersweets_03_29,m_ex_diesel_wintersweets_03,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_03_29,,0,-639844352,False
m_ex_diesel_wintersweets_03_30,m_ex_diesel_wintersweets_03,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_03_30,,0,-639844352,False
m_ex_diesel_wintersweets_03_31,m_ex_diesel_wintersweets_03,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_03_31,,0,-639844352,False
m_ex_diesel_wintersweets_03_32,m_ex_diesel_wintersweets_03,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_03_32,,0,-639844352,False
m_ex_diesel_wintersweets_03_33,m_ex_diesel_wintersweets_03,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_03_33,,0,-639844352,False
m_ex_diesel_wintersweets_03_34,m_ex_diesel_wintersweets_03,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_03_34,,0,-639844352,False
m_ex_diesel_wintersweets_03_35,m_ex_diesel_wintersweets_03,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_03_35,,0,-639844352,False
m_ex_diesel_wintersweets_03_36,m_ex_diesel_wintersweets_03,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_03_36,,0,-639844352,False
m_ex_diesel_wintersweets_03_37,m_ex_diesel_wintersweets_03,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_03_37,,0,-639844352,False
m_ex_diesel_wintersweets_03_38,m_ex_diesel_wintersweets_03,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_03_38,,0,-639844352,False
m_ex_diesel_wintersweets_03_39,m_ex_diesel_wintersweets_03,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_03_39,,0,-639844352,False
m_ex_diesel_wintersweets_03_40,m_ex_diesel_wintersweets_03,diesel,Self,,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_03_40,,0,-639844352,False
m_ex_diesel_wintersweets_03_41,m_ex_diesel_wintersweets_03,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_03_41,,0,-639844352,False
m_ex_diesel_wintersweets_03_42,m_ex_diesel_wintersweets_03,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_03_42,,0,-639844352,False
m_ex_diesel_wintersweets_03_43,m_ex_diesel_wintersweets_03,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_03_43,,0,-639844352,False
m_ex_diesel_wintersweets_03_44,m_ex_diesel_wintersweets_03,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_03_44,,0,-639844352,False
m_ex_diesel_wintersweets_03_45,m_ex_diesel_wintersweets_03,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_03_45,,0,-639844352,False
m_ex_diesel_wintersweets_03_46,m_ex_diesel_wintersweets_03,diesel,They,diesel_w,Text,,Locale_SuddenMessage:m_ex_diesel_wintersweets_03_46,,0,-639844352,False
m_ex_brid_silenttrack_01_1,m_ex_brid_silenttrack_01,brid,They,brid_w,Text,,Locale_SuddenMessage:m_ex_brid_silenttrack_01_1,,0,-639844352,True
m_ex_brid_silenttrack_01_2,m_ex_brid_silenttrack_01,brid,Self,,Text,,Locale_SuddenMessage:m_ex_brid_silenttrack_01_2,,0,-639844352,False
m_ex_brid_silenttrack_01_3,m_ex_brid_silenttrack_01,brid,They,brid_w,Text,,Locale_SuddenMessage:m_ex_brid_silenttrack_01_3,,0,-639844352,False
m_ex_brid_silenttrack_01_4,m_ex_brid_silenttrack_01,brid,Self,,Text,,Locale_SuddenMessage:m_ex_brid_silenttrack_01_4,,0,-639844352,False
m_ex_brid_silenttrack_01_5,m_ex_brid_silenttrack_01,brid,They,brid_w,Text,,Locale_SuddenMessage:m_ex_brid_silenttrack_01_5,,0,-639844352,False
m_ex_brid_silenttrack_01_6,m_ex_brid_silenttrack_01,brid,They,brid_w,Text,,Locale_SuddenMessage:m_ex_brid_silenttrack_01_6,,0,-639844352,False
m_ex_brid_silenttrack_01_7,m_ex_brid_silenttrack_01,brid,Self,,Monologue,,Locale_SuddenMessage:m_ex_brid_silenttrack_01_7,,0,-639844352,False
m_ex_brid_silenttrack_01_8,m_ex_brid_silenttrack_01,brid,They,brid_w,Text,,Locale_SuddenMessage:m_ex_brid_silenttrack_01_8,,0,-639844352,False
m_ex_brid_silenttrack_01_9,m_ex_brid_silenttrack_01,brid,They,brid_w,Text,,Locale_SuddenMessage:m_ex_brid_silenttrack_01_9,,0,-639844352,False
m_ex_brid_silenttrack_01_10,m_ex_brid_silenttrack_01,brid,They,brid_w,Text,,Locale_SuddenMessage:m_ex_brid_silenttrack_01_10,,0,-639844352,False
m_ex_brid_silenttrack_01_11,m_ex_brid_silenttrack_01,brid,They,brid_w,Text,,Locale_SuddenMessage:m_ex_brid_silenttrack_01_11,,0,-639844352,False
m_ex_brid_silenttrack_01_12,m_ex_brid_silenttrack_01,brid,They,brid_w,Text,,Locale_SuddenMessage:m_ex_brid_silenttrack_01_12,,0,-639844352,False
m_ex_brid_silenttrack_01_13,m_ex_brid_silenttrack_01,brid,Self,,Text,,Locale_SuddenMessage:m_ex_brid_silenttrack_01_13,,0,-639844352,False
m_ex_brid_silenttrack_01_14,m_ex_brid_silenttrack_01,brid,They,brid_w,Text,,Locale_SuddenMessage:m_ex_brid_silenttrack_01_14,,0,-639844352,False
m_ex_brid_silenttrack_01_15,m_ex_brid_silenttrack_01,brid,They,brid_w,Text,,Locale_SuddenMessage:m_ex_brid_silenttrack_01_15,,0,-639844352,False
m_ex_brid_silenttrack_01_16,m_ex_brid_silenttrack_01,brid,They,brid_w,Text,,Locale_SuddenMessage:m_ex_brid_silenttrack_01_16,,0,-639844352,False
m_ex_brid_silenttrack_01_17,m_ex_brid_silenttrack_01,brid,They,brid_w,Text,,Locale_SuddenMessage:m_ex_brid_silenttrack_01_17,,0,-639844352,False
m_ex_brid_silenttrack_01_18,m_ex_brid_silenttrack_01,brid,Self,,Text,,Locale_SuddenMessage:m_ex_brid_silenttrack_01_18,,0,-639844352,False
m_ex_brid_silenttrack_01_19,m_ex_brid_silenttrack_01,brid,They,brid_w,Text,,Locale_SuddenMessage:m_ex_brid_silenttrack_01_19,,0,-639844352,False
m_ex_brid_silenttrack_01_20,m_ex_brid_silenttrack_01,brid,They,brid_w,Text,,Locale_SuddenMessage:m_ex_brid_silenttrack_01_20,,0,-639844352,False
m_ex_brid_silenttrack_01_21,m_ex_brid_silenttrack_01,brid,They,brid_w,Text,,Locale_SuddenMessage:m_ex_brid_silenttrack_01_21,,0,-639844352,False
m_ex_brid_silenttrack_01_22,m_ex_brid_silenttrack_01,brid,They,brid_w,Text,,Locale_SuddenMessage:m_ex_brid_silenttrack_01_22,,0,-639844352,False
