id,group_Id,priority,is_DialogFirstPoint,printType,portrait_id,name_localkey,scenario_localkey,play_sound,play_bgm,scenario_effect_type,scenario_effect_value,execute_DelayTime,execute_Rate,first_show_check,ConditionData/0/useCondition_Type,ConditionData/0/useCondition_Value/0,set_background,set_background_cord_X,set_background_cord_Y,set_background_scale,SpineData/0/show_spine_resource_id,SpineData/0/spine_anim_resource_id,SpineData/0/spine_resource_cord_X,SpineData/0/spine_resource_cord_Y,SpineData/0/spine_resource_scale,SpineData/4/show_spine_resource_id,SpineData/4/spine_anim_resource_id,SpineData/4/spine_resource_cord_X,SpineData/4/spine_resource_cord_Y,SpineData/5/show_spine_resource_id,SpineData/5/spine_anim_resource_id,SpineData/5/spine_resource_cord_X,SpineData/5/spine_resource_cord_Y,SpineData/6/show_spine_resource_id,SpineData/6/spine_anim_resource_id,SpineData/6/spine_resource_cord_X,SpineData/6/spine_resource_cord_Y,SpineData/7/show_spine_resource_id,SpineData/7/spine_anim_resource_id,SpineData/8/show_spine_resource_id,SpineData/8/spine_anim_resource_id,SpineData/1/show_spine_resource_id,SpineData/1/spine_anim_resource_id,SpineData/1/spine_resource_cord_X,SpineData/1/spine_resource_cord_Y,SpineData/1/spine_resource_scale,SpineData/2/show_spine_resource_id,SpineData/2/spine_anim_resource_id,SpineData/2/spine_resource_cord_X,SpineData/2/spine_resource_cord_Y,SpineData/2/spine_resource_scale,hide_background,SpineData/0/hide_spine_resource_id,SpineData/1/hide_spine_resource_id,ConditionData/0/useCondition_Value/1,ConditionData/0/useCondition_Value/2,ConditionData/1/useCondition_Type,ConditionData/1/useCondition_Value/0,SpineData/2/hide_spine_resource_id,SpineData/3/show_spine_resource_id,SpineData/3/spine_anim_resource_id,SpineData/3/spine_resource_cord_X,SpineData/3/spine_resource_cord_Y,SpineData/3/spine_resource_scale,SpineData/3/hide_spine_resource_id,SpineData/4/spine_resource_scale,SpineData/8/spine_resource_cord_X,SpineData/8/spine_resource_cord_Y,SpineData/8/spine_resource_scale,SpineData/5/spine_resource_scale,SpineData/8/hide_spine_resource_id,SpineData/5/hide_spine_resource_id,SpineData/7/spine_resource_cord_X,SpineData/7/spine_resource_cord_Y,SpineData/7/spine_resource_scale,SpineData/7/hide_spine_resource_id,SpineData/6/spine_resource_scale,SpineData/6/hide_spine_resource_id,SpineData/9/show_spine_resource_id,SpineData/9/spine_anim_resource_id,SpineData/9/spine_resource_cord_X,SpineData/9/spine_resource_cord_Y,SpineData/9/spine_resource_scale,SpineData/9/hide_spine_resource_id,SpineData/4/hide_spine_resource_id
800519,test_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_redhood_19,,,,,,,,,,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_00,0.0,0.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_01,0.0,0.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800520,test_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_redhood_20,,,,,,,,,,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_00,0.0,0.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_01,0.0,0.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800521,test_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_redhood_21,,,,,,,,,,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_00,0.0,0.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,0.0,0.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800522,test_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_redhood_22,,,,,,,,,,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_00,0.0,0.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,0.0,0.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800523,test_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_redhood_23,,,,,,,,,,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_00,0.0,0.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,0.0,0.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800524,test_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_redhood_24,,,,,,,,,,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_00,0.0,0.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,0.0,0.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800525,test_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_redhood_25,,,,,,,,,,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_00,0.0,0.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,0.0,0.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800526,test_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_redhood_26,,,,,,,,,,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_00,0.0,0.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,0.0,0.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800527,test_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_redhood_27,,,,,,,,,,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_00,0.0,0.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,0.0,0.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800528,test_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_redhood_28,,,,,,,,,,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_00,0.0,0.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,0.0,0.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800529,test_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_redhood_29,,,,,,,,,,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_00,0.0,0.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,0.0,0.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800530,test_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_redhood_30,,,,,,,,,,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_00,0.0,0.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,0.0,0.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800531,test_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_redhood_31,,,,,,,,,,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_01,0.0,0.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,0.0,0.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800532,test_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_redhood_32,,,,,,,,,,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_01,0.0,0.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_01,0.0,0.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800533,test_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_redhood_33,,,,,,,,,,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_01,0.0,0.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,0.0,0.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800534,test_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_redhood_34,,,,,,,,,,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_01,0.0,0.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,0.0,0.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800535,test_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_redhood_35,,,,,,,,,,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_01,0.0,0.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,0.0,0.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800536,test_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_redhood_36,,,,,,,,,,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_01,0.0,0.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,0.0,0.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800537,test_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_redhood_37,,,,,,,,,,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_01,0.0,0.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,0.0,0.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800538,test_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_redhood_38,,,,,,,,,,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_01,0.0,0.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,0.0,0.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800539,test_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_redhood_39,,,,,,,,,,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_01,0.0,0.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,0.0,0.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800540,test_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c220,Locale_Character:220_name,Locale_SubScenario:1ann_mini_ending_redhood_40,,,,,,,,,,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_00,0.0,0.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,0.0,0.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800541,test_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_redhood_41,,,,,,,,,,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_00,0.0,0.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,0.0,0.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800542,test_mini_ending_redhood,1,False,Stage,NKS_characterDialog_c470,Locale_Character:470_name,Locale_SubScenario:1ann_mini_ending_redhood_42,,,,,,,,,,,,,,NKS_characterDialog_c220_05,characterDialog_sprite_00,0.0,0.0,1.5,,,,,,,,,,,,,,,,,NKS_characterDialog_c470_02,characterDialog_sprite_00,0.0,0.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800601,test_mini_ending_anarchyorr,1,True,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_1,,None,,,,10000.0,,,,NKS_sbg_08,0.0,165.0,0.25,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800602,test_mini_ending_anarchyorr,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_2,,,,,,,,,,,,,,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800603,test_mini_ending_anarchyorr,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_3,,,,,,,,,,,,,,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800604,test_mini_ending_anarchyorr,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_4,,,,,,,,,,,,,,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800605,test_mini_ending_anarchyorr,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_5,,,,,,,,,,,,,,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800606,test_mini_ending_anarchyorr,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_6,,,,,,,,,,,,,,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800607,test_mini_ending_anarchyorr,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_7,,,,,,,,,,,,,,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800608,test_mini_ending_anarchyorr,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_8,,,,,,,,,,,,,,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800609,test_mini_ending_anarchyorr,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_9,,,,,,,,,,,,,,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800610,test_mini_ending_anarchyorr,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_10,,,,,,,,,,,,,,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800611,test_mini_ending_anarchyorr,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_11,,,,,,,,,,,,,,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800612,test_mini_ending_anarchyorr,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_12,,,,,,,,,,,,,,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800613,test_mini_ending_anarchyorr,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_13,,,,,,,,,,,,,,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800614,test_mini_ending_anarchyorr,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_14,,,,,,,,,,,,,,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800615,test_mini_ending_anarchyorr,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_15,,,,,,,,,,,,,,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800616,test_mini_ending_anarchyorr,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_16,,,,,,,,,,,,,,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800617,test_mini_ending_anarchyorr,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_17,,,,,,,,,,,,,,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800618,test_mini_ending_anarchyorr,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_18,,,,,,,,,,,,,,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800619,test_mini_ending_anarchyorr,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_19,,,,,,,,,,,,,,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800620,test_mini_ending_anarchyorr,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_20,,,,,,,,,,,,,,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800621,test_mini_ending_anarchyorr,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_21,,,,,,,,,,,,,,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800622,test_mini_ending_anarchyorr,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_22,,,,,,,,,,,,,,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800623,test_mini_ending_anarchyorr,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_23,,,,,,,,,,,,,,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800624,test_mini_ending_anarchyorr,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_24,,,,,,,,,,,,,,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800625,test_mini_ending_anarchyorr,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_25,,,,,,,,,,,,,,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800626,test_mini_ending_anarchyorr,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_26,,,,,,,,,,,,,,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800627,test_mini_ending_anarchyorr,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_27,,,,,,,,,,,,,,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800628,test_mini_ending_anarchyorr,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_28,,,,,,,,,,,,,,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800629,test_mini_ending_anarchyorr,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_29,,,,,,,,,,,,,,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800630,test_mini_ending_anarchyorr,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_30,,,,,,,,,,,,,,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800631,test_mini_ending_anarchyorr,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_31,,,,,,,,,,,,,,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800632,test_mini_ending_anarchyorr,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_32,,,,,,,,,,,,,,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800633,test_mini_ending_anarchyorr,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_33,,,,,,,,,,,,,,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800634,test_mini_ending_anarchyorr,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_34,,,,,,,,,,,,,,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800635,test_mini_ending_anarchyorr,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_35,,,,,,,,,,,,,,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800636,test_mini_ending_anarchyorr,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_36,,,,,,,,,,,,,,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800637,test_mini_ending_anarchyorr,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_37,,,,,,,,,,,,,,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800638,test_mini_ending_anarchyorr,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_38,,,,,,,,,,,,,,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800639,test_mini_ending_anarchyorr,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_39,,,,,,,,,,,,,,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800640,test_mini_ending_anarchyorr,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_40,,,,,,,,,,,,,,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800641,test_mini_ending_anarchyorr,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_41,,,,,,,,,,,,,,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800642,test_mini_ending_anarchyorr,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_42,,,,,,,,,,,,,,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800643,test_mini_ending_anarchyorr,1,False,Stage,,,Locale_SubScenario:1ann_mini_ending_anarchyorr_43,,,,,,,,,,,,,,NKS_characterDialog_c944_00,characterDialog_sprite_00,-9.0,-119.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
