id,reaction_type,attractive_level_min,attractive_level_max,resource_id,costume_index,eventlobby_id,animation_clip,speech_localkey,rection_voice,probability,special_lobby_change_step,camera_shake
30581,touch,10.0,0.0,451,1,0,expression_0,Locale_Character:451_speech_05,c451_Lobby_Touch_Love_2,0.3,,
30582,touch,10.0,0.0,451,1,0,expression_0,Locale_Character:451_speech_06,c451_Lobby_Touch_Love_3,0.4,,
30583,stay,1.0,9.0,451,1,0,expression_0,Locale_Character:451_stay_01,c451_Lobby_Stay_1,1.0,,
30584,stay,10.0,0.0,451,1,0,expression_0,Locale_Character:451_stay_02,c451_Lobby_Stay_Love_1,1.0,,
30585,touch,1.0,9.0,321,1,0,expression_0,Locale_Character:321_01_speech_01,c321_01_Lobby_Touch_1,0.3,,
30586,touch,1.0,9.0,321,1,0,expression_0,Locale_Character:321_01_speech_02,c321_01_Lobby_Touch_2,0.3,,
30587,touch,1.0,9.0,321,1,0,expression_0,Locale_Character:321_01_speech_03,c321_01_Lobby_Touch_3,0.4,,
30588,touch,10.0,0.0,321,1,0,expression_0,Locale_Character:321_01_speech_04,c321_01_Lobby_Touch_Love_1,0.3,,
30589,touch,10.0,0.0,321,1,0,expression_0,Locale_Character:321_01_speech_05,c321_01_Lobby_Touch_Love_2,0.3,,
30590,touch,10.0,0.0,321,1,0,expression_0,Locale_Character:321_01_speech_06,c321_01_Lobby_Touch_Love_3,0.4,,
30591,stay,1.0,9.0,321,1,0,expression_0,Locale_Character:321_01_stay_01,c321_01_Lobby_Stay_1,1.0,,
30592,stay,10.0,0.0,321,1,0,expression_0,Locale_Character:321_01_stay_02,c321_01_Lobby_Stay_Love_1,1.0,,
30593,touch,1.0,9.0,830,1,0,expression_0,Locale_Character:830_speech_01,c830_Lobby_Touch_1,0.3,,
30594,touch,1.0,9.0,830,1,0,expression_0,Locale_Character:830_speech_02,c830_Lobby_Touch_2,0.3,,
30595,touch,1.0,9.0,830,1,0,expression_0,Locale_Character:830_speech_03,c830_Lobby_Touch_3,0.4,,
30596,touch,10.0,0.0,830,1,0,expression_0,Locale_Character:830_speech_04,c830_Lobby_Touch_Love_1,0.3,,
30597,touch,10.0,0.0,830,1,0,expression_0,Locale_Character:830_speech_05,c830_Lobby_Touch_Love_2,0.3,,
30598,touch,10.0,0.0,830,1,0,expression_0,Locale_Character:830_speech_06,c830_Lobby_Touch_Love_3,0.4,,
30599,stay,1.0,9.0,830,1,0,expression_0,Locale_Character:830_stay_01,c830_Lobby_Stay_1,1.0,,
30600,stay,10.0,0.0,830,1,0,expression_0,Locale_Character:830_stay_02,c830_Lobby_Stay_Love_1,1.0,,
30601,touch,1.0,9.0,831,1,0,expression_0,Locale_Character:831_speech_01,c831_Lobby_Touch_1,0.3,,
30602,touch,1.0,9.0,831,1,0,expression_0,Locale_Character:831_speech_02,c831_Lobby_Touch_2,0.3,,
30603,touch,1.0,9.0,831,1,0,expression_0,Locale_Character:831_speech_03,c831_Lobby_Touch_3,0.4,,
30604,touch,10.0,0.0,831,1,0,expression_0,Locale_Character:831_speech_04,c831_Lobby_Touch_Love_1,0.3,,
30605,touch,10.0,0.0,831,1,0,expression_0,Locale_Character:831_speech_05,c831_Lobby_Touch_Love_2,0.3,,
30606,touch,10.0,0.0,831,1,0,expression_0,Locale_Character:831_speech_06,c831_Lobby_Touch_Love_3,0.4,,
30607,stay,1.0,9.0,831,1,0,expression_0,Locale_Character:831_stay_01,c831_Lobby_Stay_1,1.0,,
30608,stay,10.0,0.0,831,1,0,expression_0,Locale_Character:831_stay_02,c831_Lobby_Stay_Love_1,1.0,,
30609,touch,1.0,9.0,832,1,0,expression_0,Locale_Character:832_speech_01,c832_Lobby_Touch_1,0.3,,
30610,touch,1.0,9.0,832,1,0,expression_0,Locale_Character:832_speech_02,c832_Lobby_Touch_2,0.3,,
30611,touch,1.0,9.0,832,1,0,expression_0,Locale_Character:832_speech_03,c832_Lobby_Touch_3,0.4,,
30612,touch,10.0,0.0,832,1,0,expression_0,Locale_Character:832_speech_04,c832_Lobby_Touch_Love_1,0.3,,
30613,touch,10.0,0.0,832,1,0,expression_0,Locale_Character:832_speech_05,c832_Lobby_Touch_Love_2,0.3,,
30614,touch,10.0,0.0,832,1,0,expression_0,Locale_Character:832_speech_06,c832_Lobby_Touch_Love_3,0.4,,
30615,stay,1.0,9.0,832,1,0,expression_0,Locale_Character:832_stay_01,c832_Lobby_Stay_1,1.0,,
30616,stay,10.0,0.0,832,1,0,expression_0,Locale_Character:832_stay_02,c832_Lobby_Stay_Love_1,1.0,,
30617,touch,1.0,9.0,830,2,0,expression_0,Locale_Character:830_speech_01,c830_Lobby_Touch_1,0.3,,
30618,touch,1.0,9.0,830,2,0,expression_0,Locale_Character:830_speech_02,c830_Lobby_Touch_2,0.3,,
30619,touch,1.0,9.0,830,2,0,expression_0,Locale_Character:830_speech_03,c830_Lobby_Touch_3,0.4,,
30620,touch,10.0,0.0,830,2,0,expression_0,Locale_Character:830_speech_04,c830_Lobby_Touch_Love_1,0.3,,
30621,touch,10.0,0.0,830,2,0,expression_0,Locale_Character:830_speech_05,c830_Lobby_Touch_Love_2,0.3,,
30622,touch,10.0,0.0,830,2,0,expression_0,Locale_Character:830_speech_06,c830_Lobby_Touch_Love_3,0.4,,
30623,stay,1.0,9.0,830,2,0,expression_0,Locale_Character:830_stay_01,c830_Lobby_Stay_1,1.0,,
30624,stay,10.0,0.0,830,2,0,expression_0,Locale_Character:830_stay_02,c830_Lobby_Stay_Love_1,1.0,,
30625,touch,1.0,9.0,831,2,0,expression_0,Locale_Character:831_speech_01,c831_Lobby_Touch_1,0.3,,
30626,touch,1.0,9.0,831,2,0,expression_0,Locale_Character:831_speech_02,c831_Lobby_Touch_2,0.3,,
30627,touch,1.0,9.0,831,2,0,expression_0,Locale_Character:831_speech_03,c831_Lobby_Touch_3,0.4,,
30628,touch,10.0,0.0,831,2,0,expression_0,Locale_Character:831_speech_04,c831_Lobby_Touch_Love_1,0.3,,
30629,touch,10.0,0.0,831,2,0,expression_0,Locale_Character:831_speech_05,c831_Lobby_Touch_Love_2,0.3,,
30630,touch,10.0,0.0,831,2,0,expression_0,Locale_Character:831_speech_06,c831_Lobby_Touch_Love_3,0.4,,
30631,stay,1.0,9.0,831,2,0,expression_0,Locale_Character:831_stay_01,c831_Lobby_Stay_1,1.0,,
30632,stay,10.0,0.0,831,2,0,expression_0,Locale_Character:831_stay_02,c831_Lobby_Stay_Love_1,1.0,,
30633,touch,1.0,9.0,832,2,0,expression_0,Locale_Character:832_speech_01,c832_Lobby_Touch_1,0.3,,
30634,touch,1.0,9.0,832,2,0,expression_0,Locale_Character:832_speech_02,c832_Lobby_Touch_2,0.3,,
30635,touch,1.0,9.0,832,2,0,expression_0,Locale_Character:832_speech_03,c832_Lobby_Touch_3,0.4,,
30636,touch,10.0,0.0,832,2,0,expression_0,Locale_Character:832_speech_04,c832_Lobby_Touch_Love_1,0.3,,
30637,touch,10.0,0.0,832,2,0,expression_0,Locale_Character:832_speech_05,c832_Lobby_Touch_Love_2,0.3,,
30638,touch,10.0,0.0,832,2,0,expression_0,Locale_Character:832_speech_06,c832_Lobby_Touch_Love_3,0.4,,
30639,stay,1.0,9.0,832,2,0,expression_0,Locale_Character:832_stay_01,c832_Lobby_Stay_1,1.0,,
30640,stay,10.0,0.0,832,2,0,expression_0,Locale_Character:832_stay_02,c832_Lobby_Stay_Love_1,1.0,,
30641,touch,1.0,9.0,830,3,0,expression_0,Locale_Character:830_03_speech_01,c830_03_Lobby_Touch_1,0.3,,
30642,touch,1.0,9.0,830,3,0,expression_0,Locale_Character:830_03_speech_02,c830_03_Lobby_Touch_2,0.3,,
30643,touch,1.0,9.0,830,3,0,expression_0,Locale_Character:830_03_speech_03,c830_03_Lobby_Touch_3,0.4,,
30644,touch,10.0,0.0,830,3,0,expression_0,Locale_Character:830_03_speech_04,c830_03_Lobby_Touch_Love_1,0.3,,
30645,touch,10.0,0.0,830,3,0,expression_0,Locale_Character:830_03_speech_05,c830_03_Lobby_Touch_Love_2,0.3,,
30646,touch,10.0,0.0,830,3,0,expression_0,Locale_Character:830_03_speech_06,c830_03_Lobby_Touch_Love_3,0.4,,
30647,stay,1.0,9.0,830,3,0,expression_0,Locale_Character:830_03_stay_01,c830_03_Lobby_Stay_1,1.0,,
30648,stay,10.0,0.0,830,3,0,expression_0,Locale_Character:830_03_stay_02,c830_03_Lobby_Stay_Love_1,1.0,,
30649,touch,1.0,9.0,382,1,0,expression_0,Locale_Character:382_speech_01,c382_Lobby_Touch_1,0.3,,
30650,touch,1.0,9.0,382,1,0,expression_0,Locale_Character:382_speech_02,c382_Lobby_Touch_2,0.3,,
30651,touch,1.0,9.0,382,1,0,expression_0,Locale_Character:382_speech_03,c382_Lobby_Touch_3,0.4,,
30652,touch,10.0,0.0,382,1,0,expression_0,Locale_Character:382_speech_04,c382_Lobby_Touch_Love_1,0.3,,
30653,touch,10.0,0.0,382,1,0,expression_0,Locale_Character:382_speech_05,c382_Lobby_Touch_Love_2,0.3,,
30654,touch,10.0,0.0,382,1,0,expression_0,Locale_Character:382_speech_06,c382_Lobby_Touch_Love_3,0.4,,
30655,stay,1.0,9.0,382,1,0,expression_0,Locale_Character:382_stay_01,c382_Lobby_Stay_1,1.0,,
30656,stay,10.0,0.0,382,1,0,expression_0,Locale_Character:382_stay_02,c382_Lobby_Stay_Love_1,1.0,,
30657,touch,1.0,9.0,470,1,0,expression_0,Locale_Character:470_01_speech_01,c470_01_Lobby_Touch_1,0.3,,
30658,touch,1.0,9.0,470,1,0,expression_0,Locale_Character:470_01_speech_02,c470_01_Lobby_Touch_2,0.3,,
30659,touch,1.0,9.0,470,1,0,expression_0,Locale_Character:470_01_speech_03,c470_01_Lobby_Touch_3,0.4,,
30660,touch,10.0,0.0,470,1,0,expression_0,Locale_Character:470_01_speech_04,c470_01_Lobby_Touch_Love_1,0.3,,
30661,touch,10.0,0.0,470,1,0,expression_0,Locale_Character:470_01_speech_05,c470_01_Lobby_Touch_Love_2,0.3,,
30662,touch,10.0,0.0,470,1,0,expression_0,Locale_Character:470_01_speech_06,c470_01_Lobby_Touch_Love_3,0.4,,
30663,stay,1.0,9.0,470,1,0,expression_0,Locale_Character:470_01_stay_01,c470_01_Lobby_Stay_1,1.0,,
30664,stay,10.0,0.0,470,1,0,expression_0,Locale_Character:470_01_stay_02,c470_01_Lobby_Stay_Love_1,1.0,,
30665,touch,1.0,9.0,192,1,0,expression_0,Locale_Character:192_speech_01,c192_Lobby_Touch_1,0.3,,
30666,touch,1.0,9.0,192,1,0,expression_0,Locale_Character:192_speech_02,c192_Lobby_Touch_2,0.3,,
30667,touch,1.0,9.0,192,1,0,expression_0,Locale_Character:192_speech_03,c192_Lobby_Touch_3,0.4,,
30668,touch,10.0,0.0,192,1,0,expression_0,Locale_Character:192_speech_04,c192_Lobby_Touch_Love_1,0.3,,
30669,touch,10.0,0.0,192,1,0,expression_0,Locale_Character:192_speech_05,c192_Lobby_Touch_Love_2,0.3,,
30670,touch,10.0,0.0,192,1,0,expression_0,Locale_Character:192_speech_06,c192_Lobby_Touch_Love_3,0.4,,
30671,stay,1.0,9.0,192,1,0,expression_0,Locale_Character:192_stay_01,c192_Lobby_Stay_1,1.0,,
30672,stay,10.0,0.0,192,1,0,expression_0,Locale_Character:192_stay_02,c192_Lobby_Stay_Love_1,1.0,,
30673,touch,1.0,9.0,32,1,0,expression_0,Locale_Character:32_speech_01,c032_Lobby_Touch_1,0.1,,
30674,touch,1.0,9.0,32,1,0,expression_0,Locale_Character:32_speech_02,c032_Lobby_Touch_2,0.1,,
30675,touch,1.0,9.0,32,1,0,expression_0,Locale_Character:32_speech_03,c032_Lobby_Touch_3,0.1,,
30676,touch,1.0,9.0,32,1,0,expression_0,Locale_Character:32_speech_01,c032_Lobby_Touch_1,0.1,,
30677,touch,1.0,9.0,32,1,0,expression_0,Locale_Character:32_speech_02,c032_Lobby_Touch_2,0.1,,
30678,touch,1.0,9.0,32,1,0,expression_0,Locale_Character:32_speech_03,c032_Lobby_Touch_3,0.1,,
30679,touch,1.0,9.0,32,1,0,expression_1,Locale_Character:32_speech_01,c032_Lobby_Touch_1,0.1,,
30680,touch,1.0,9.0,32,1,0,expression_0,Locale_Character:32_speech_02,c032_Lobby_Touch_2,0.1,,
30681,touch,1.0,9.0,32,1,0,expression_0,Locale_Character:32_speech_03,c032_Lobby_Touch_3,0.2,,
30682,touch,10.0,0.0,32,1,0,expression_0,Locale_Character:32_speech_04,c032_Lobby_Touch_Love_1,0.1,,
30683,touch,10.0,0.0,32,1,0,expression_0,Locale_Character:32_speech_05,c032_Lobby_Touch_Love_2,0.1,,
30684,touch,10.0,0.0,32,1,0,expression_0,Locale_Character:32_speech_06,c032_Lobby_Touch_Love_3,0.1,,
30685,touch,10.0,0.0,32,1,0,expression_0,Locale_Character:32_speech_04,c032_Lobby_Touch_Love_1,0.1,,
30686,touch,10.0,0.0,32,1,0,expression_0,Locale_Character:32_speech_05,c032_Lobby_Touch_Love_2,0.1,,
30687,touch,10.0,0.0,32,1,0,expression_0,Locale_Character:32_speech_06,c032_Lobby_Touch_Love_3,0.1,,
30688,touch,10.0,0.0,32,1,0,expression_1,Locale_Character:32_speech_04,c032_Lobby_Touch_Love_1,0.1,,
30689,touch,10.0,0.0,32,1,0,expression_0,Locale_Character:32_speech_05,c032_Lobby_Touch_Love_2,0.1,,
30690,touch,10.0,0.0,32,1,0,expression_0,Locale_Character:32_speech_06,c032_Lobby_Touch_Love_3,0.2,,
30691,stay,1.0,9.0,32,1,0,expression_0,Locale_Character:32_stay_01,c032_Lobby_Stay_1,0.4,,
30692,stay,1.0,9.0,32,1,0,expression_0,Locale_Character:32_stay_01,c032_Lobby_Stay_1,0.3,,
30693,stay,1.0,9.0,32,1,0,expression_1,Locale_Character:32_stay_01,c032_Lobby_Stay_1,0.3,,
30694,stay,10.0,0.0,32,1,0,expression_0,Locale_Character:32_stay_02,c032_Lobby_Stay_Love_1,0.4,,
30695,stay,10.0,0.0,32,1,0,expression_0,Locale_Character:32_stay_02,c032_Lobby_Stay_Love_1,0.3,,
30696,stay,10.0,0.0,32,1,0,expression_1,Locale_Character:32_stay_02,c032_Lobby_Stay_Love_1,0.3,,
30697,touch,1.0,9.0,43,1,0,expression_0,Locale_Character:43_speech_01,c043_Lobby_Touch_1,0.3,,
30698,touch,1.0,9.0,43,1,0,expression_0,Locale_Character:43_speech_02,c043_Lobby_Touch_2,0.3,,
30699,touch,1.0,9.0,43,1,0,expression_0,Locale_Character:43_speech_03,c043_Lobby_Touch_3,0.4,,
30700,touch,10.0,0.0,43,1,0,expression_0,Locale_Character:43_speech_04,c043_Lobby_Touch_Love_1,0.3,,
30701,touch,10.0,0.0,43,1,0,expression_0,Locale_Character:43_speech_05,c043_Lobby_Touch_Love_2,0.3,,
30702,touch,10.0,0.0,43,1,0,expression_0,Locale_Character:43_speech_06,c043_Lobby_Touch_Love_3,0.4,,
30703,stay,1.0,9.0,43,1,0,expression_0,Locale_Character:43_stay_01,c043_Lobby_Stay_1,1.0,,
30704,stay,10.0,0.0,43,1,0,expression_0,Locale_Character:43_stay_02,c043_Lobby_Stay_Love_1,1.0,,
30705,touch,1.0,9.0,231,1,0,expression_0,Locale_Character:231_01_speech_01,c231_01_Lobby_Touch_1,0.3,,
30706,touch,1.0,9.0,231,1,0,expression_0,Locale_Character:231_01_speech_02,c231_01_Lobby_Touch_2,0.3,,
30707,touch,1.0,9.0,231,1,0,expression_0,Locale_Character:231_01_speech_03,c231_01_Lobby_Touch_3,0.4,,
30708,touch,10.0,0.0,231,1,0,expression_0,Locale_Character:231_01_speech_04,c231_01_Lobby_Touch_Love_1,0.3,,
30709,touch,10.0,0.0,231,1,0,expression_0,Locale_Character:231_01_speech_05,c231_01_Lobby_Touch_Love_2,0.3,,
30710,touch,10.0,0.0,231,1,0,expression_0,Locale_Character:231_01_speech_06,c231_01_Lobby_Touch_Love_3,0.4,,
30711,stay,1.0,9.0,231,1,0,expression_0,Locale_Character:231_01_stay_01,c231_01_Lobby_Stay_1,1.0,,
30712,stay,10.0,0.0,231,1,0,expression_0,Locale_Character:231_01_stay_02,c231_01_Lobby_Stay_Love_1,1.0,,
30713,touch,1.0,9.0,225,1,0,expression_0,Locale_Character:225_01_speech_01,c225_01_Lobby_Touch_1,0.3,,
30714,touch,1.0,9.0,225,1,0,expression_0,Locale_Character:225_01_speech_02,c225_01_Lobby_Touch_2,0.3,,
30715,touch,1.0,9.0,225,1,0,expression_0,Locale_Character:225_01_speech_03,c225_01_Lobby_Touch_3,0.4,,
30716,touch,10.0,0.0,225,1,0,expression_0,Locale_Character:225_01_speech_04,c225_01_Lobby_Touch_Love_1,0.3,,
30717,touch,10.0,0.0,225,1,0,expression_0,Locale_Character:225_01_speech_05,c225_01_Lobby_Touch_Love_2,0.3,,
30718,touch,10.0,0.0,225,1,0,expression_0,Locale_Character:225_01_speech_06,c225_01_Lobby_Touch_Love_3,0.4,,
30719,stay,1.0,9.0,225,1,0,expression_0,Locale_Character:225_01_stay_01,c225_01_Lobby_Stay_1,1.0,,
30720,stay,10.0,0.0,225,1,0,expression_0,Locale_Character:225_01_stay_02,c225_01_Lobby_Stay_Love_1,1.0,,
30721,touch,1.0,9.0,511,1,0,expression_0,Locale_Character:511_01_speech_01,c511_01_Lobby_Touch_1,0.3,,
30722,touch,1.0,9.0,511,1,0,expression_0,Locale_Character:511_01_speech_02,c511_01_Lobby_Touch_2,0.3,,
30723,touch,1.0,9.0,511,1,0,expression_0,Locale_Character:511_01_speech_03,c511_01_Lobby_Touch_3,0.4,,
30724,touch,10.0,0.0,511,1,0,expression_0,Locale_Character:511_01_speech_04,c511_01_Lobby_Touch_Love_1,0.3,,
30725,touch,10.0,0.0,511,1,0,expression_0,Locale_Character:511_01_speech_05,c511_01_Lobby_Touch_Love_2,0.3,,
30726,touch,10.0,0.0,511,1,0,expression_0,Locale_Character:511_01_speech_06,c511_01_Lobby_Touch_Love_3,0.4,,
30727,stay,1.0,9.0,511,1,0,expression_0,Locale_Character:511_01_stay_01,c511_01_Lobby_Stay_1,1.0,,
30728,stay,10.0,0.0,511,1,0,expression_0,Locale_Character:511_01_stay_02,c511_01_Lobby_Stay_Love_1,1.0,,
30729,touch,1.0,9.0,91,1,0,expression_0,Locale_Character:91_01_speech_01,c091_01_Lobby_Touch_1,0.3,,
30730,touch,1.0,9.0,91,1,0,expression_0,Locale_Character:91_01_speech_02,c091_01_Lobby_Touch_2,0.3,,
30731,touch,1.0,9.0,91,1,0,expression_0,Locale_Character:91_01_speech_03,c091_01_Lobby_Touch_3,0.4,,
30732,touch,10.0,0.0,91,1,0,expression_0,Locale_Character:91_01_speech_04,c091_01_Lobby_Touch_Love_1,0.3,,
30733,touch,10.0,0.0,91,1,0,expression_0,Locale_Character:91_01_speech_05,c091_01_Lobby_Touch_Love_2,0.3,,
30734,touch,10.0,0.0,91,1,0,expression_0,Locale_Character:91_01_speech_06,c091_01_Lobby_Touch_Love_3,0.4,,
30735,stay,1.0,9.0,91,1,0,expression_0,Locale_Character:91_01_stay_01,c091_01_Lobby_Stay_1,1.0,,
30736,stay,10.0,0.0,91,1,0,expression_0,Locale_Character:91_01_stay_02,c091_01_Lobby_Stay_Love_1,1.0,,
30737,touch,1.0,9.0,431,1,0,expression_0,Locale_Character:431_speech_01,c431_Lobby_Touch_1,0.3,,
30738,touch,1.0,9.0,431,1,0,expression_0,Locale_Character:431_speech_02,c431_Lobby_Touch_2,0.3,,
30739,touch,1.0,9.0,431,1,0,expression_0,Locale_Character:431_speech_03,c431_Lobby_Touch_3,0.4,,
30740,touch,10.0,0.0,431,1,0,expression_0,Locale_Character:431_speech_04,c431_Lobby_Touch_Love_1,0.3,,
30741,touch,10.0,0.0,431,1,0,expression_0,Locale_Character:431_speech_05,c431_Lobby_Touch_Love_2,0.3,,
30742,touch,10.0,0.0,431,1,0,expression_0,Locale_Character:431_speech_06,c431_Lobby_Touch_Love_3,0.4,,
30743,stay,1.0,9.0,431,1,0,expression_0,Locale_Character:431_stay_01,c431_Lobby_Stay_1,1.0,,
30744,stay,10.0,0.0,431,1,0,expression_0,Locale_Character:431_stay_02,c431_Lobby_Stay_Love_1,1.0,,
30745,touch,1.0,9.0,390,1,0,expression_0,Locale_Character:390_speech_01,c390_Lobby_Touch_1,0.3,,
30746,touch,1.0,9.0,390,1,0,expression_0,Locale_Character:390_speech_02,c390_Lobby_Touch_2,0.3,,
30747,touch,1.0,9.0,390,1,0,expression_0,Locale_Character:390_speech_03,c390_Lobby_Touch_3,0.4,,
30748,touch,10.0,0.0,390,1,0,expression_0,Locale_Character:390_speech_04,c390_Lobby_Touch_Love_1,0.3,,
30749,touch,10.0,0.0,390,1,0,expression_0,Locale_Character:390_speech_05,c390_Lobby_Touch_Love_2,0.3,,
30750,touch,10.0,0.0,390,1,0,expression_0,Locale_Character:390_speech_06,c390_Lobby_Touch_Love_3,0.4,,
30751,stay,1.0,9.0,390,1,0,expression_0,Locale_Character:390_stay_01,c390_Lobby_Stay_1,1.0,,
30752,stay,10.0,0.0,390,1,0,expression_0,Locale_Character:390_stay_02,c390_Lobby_Stay_Love_1,1.0,,
30753,touch,1.0,9.0,391,1,0,expression_0,Locale_Character:391_01_speech_01,c391_01_Lobby_Touch_1,0.3,,
30754,touch,1.0,9.0,391,1,0,expression_0,Locale_Character:391_01_speech_02,c391_01_Lobby_Touch_2,0.3,,
30755,touch,1.0,9.0,391,1,0,expression_0,Locale_Character:391_01_speech_03,c391_01_Lobby_Touch_3,0.4,,
30756,touch,10.0,0.0,391,1,0,expression_0,Locale_Character:391_01_speech_04,c391_01_Lobby_Touch_Love_1,0.3,,
30757,touch,10.0,0.0,391,1,0,expression_0,Locale_Character:391_01_speech_05,c391_01_Lobby_Touch_Love_2,0.3,,
30758,touch,10.0,0.0,391,1,0,expression_0,Locale_Character:391_01_speech_06,c391_01_Lobby_Touch_Love_3,0.4,,
30759,stay,1.0,9.0,391,1,0,expression_0,Locale_Character:391_01_stay_01,c391_01_Lobby_Stay_1,1.0,,
30760,stay,10.0,0.0,391,1,0,expression_0,Locale_Character:391_01_stay_02,c391_01_Lobby_Stay_Love_1,1.0,,
30761,touch,1.0,9.0,450,2,0,expression_0,Locale_Character:450_02_speech_01,c450_02_Lobby_Touch_1,0.3,,
30762,touch,1.0,9.0,450,2,0,expression_0,Locale_Character:450_02_speech_02,c450_02_Lobby_Touch_2,0.3,,
30763,touch,1.0,9.0,450,2,0,expression_0,Locale_Character:450_02_speech_03,c450_02_Lobby_Touch_3,0.4,,
30764,touch,10.0,0.0,450,2,0,expression_0,Locale_Character:450_02_speech_04,c450_02_Lobby_Touch_Love_1,0.3,,
30765,touch,10.0,0.0,450,2,0,expression_0,Locale_Character:450_02_speech_05,c450_02_Lobby_Touch_Love_2,0.3,,
30766,touch,10.0,0.0,450,2,0,expression_0,Locale_Character:450_02_speech_06,c450_02_Lobby_Touch_Love_3,0.4,,
30767,stay,1.0,9.0,450,2,0,expression_0,Locale_Character:450_02_stay_01,c450_02_Lobby_Stay_1,1.0,,
30768,stay,10.0,0.0,450,2,0,expression_0,Locale_Character:450_02_stay_02,c450_02_Lobby_Stay_Love_1,1.0,,
30769,touch,1.0,9.0,501,1,0,expression_0,Locale_Character:501_speech_01,c501_Lobby_Touch_1,0.3,,
30770,touch,1.0,9.0,501,1,0,expression_0,Locale_Character:501_speech_02,c501_Lobby_Touch_2,0.3,,
30771,touch,1.0,9.0,501,1,0,expression_0,Locale_Character:501_speech_03,c501_Lobby_Touch_3,0.4,,
30772,touch,10.0,0.0,501,1,0,expression_0,Locale_Character:501_speech_04,c501_Lobby_Touch_Love_1,0.3,,
30773,touch,10.0,0.0,501,1,0,expression_0,Locale_Character:501_speech_05,c501_Lobby_Touch_Love_2,0.3,,
30774,touch,10.0,0.0,501,1,0,expression_0,Locale_Character:501_speech_06,c501_Lobby_Touch_Love_3,0.4,,
30775,stay,1.0,9.0,501,1,0,expression_0,Locale_Character:501_stay_01,c501_Lobby_Stay_1,1.0,,
30776,stay,10.0,0.0,501,1,0,expression_0,Locale_Character:501_stay_02,c501_Lobby_Stay_Love_1,1.0,,
30777,touch,1.0,9.0,401,1,0,expression_0,Locale_Character:401_01_speech_01,c401_01_Lobby_Touch_1,0.3,,
30778,touch,1.0,9.0,401,1,0,expression_0,Locale_Character:401_01_speech_02,c401_01_Lobby_Touch_2,0.3,,
30779,touch,1.0,9.0,401,1,0,expression_0,Locale_Character:401_01_speech_03,c401_01_Lobby_Touch_3,0.4,,
30780,touch,10.0,0.0,401,1,0,expression_0,Locale_Character:401_01_speech_04,c401_01_Lobby_Touch_Love_1,0.3,,
30781,touch,10.0,0.0,401,1,0,expression_0,Locale_Character:401_01_speech_05,c401_01_Lobby_Touch_Love_2,0.3,,
30782,touch,10.0,0.0,401,1,0,expression_0,Locale_Character:401_01_speech_06,c401_01_Lobby_Touch_Love_3,0.4,,
30783,stay,1.0,9.0,401,1,0,expression_0,Locale_Character:401_01_stay_01,c401_01_Lobby_Stay_1,1.0,,
30784,stay,10.0,0.0,401,1,0,expression_0,Locale_Character:401_01_stay_02,c401_01_Lobby_Stay_Love_1,1.0,,
30785,touch,1.0,9.0,381,1,0,expression_0,Locale_Character:381_speech_01,c381_Lobby_Touch_1,0.3,,
30786,touch,1.0,9.0,381,1,0,expression_0,Locale_Character:381_speech_02,c381_Lobby_Touch_2,0.3,,
30787,touch,1.0,9.0,381,1,0,expression_0,Locale_Character:381_speech_03,c381_Lobby_Touch_3,0.4,,
30788,touch,10.0,0.0,381,1,0,expression_0,Locale_Character:381_speech_04,c381_Lobby_Touch_Love_1,0.3,,
30789,touch,10.0,0.0,381,1,0,expression_0,Locale_Character:381_speech_05,c381_Lobby_Touch_Love_2,0.3,,
30790,touch,10.0,0.0,381,1,0,expression_0,Locale_Character:381_speech_06,c381_Lobby_Touch_Love_3,0.4,,
30791,stay,1.0,9.0,381,1,0,expression_0,Locale_Character:381_stay_01,c381_Lobby_Stay_1,1.0,,
30792,stay,10.0,0.0,381,1,0,expression_0,Locale_Character:381_stay_02,c381_Lobby_Stay_Love_1,1.0,,
30793,touch,1.0,9.0,834,1,0,expression_0,Locale_Character:834_speech_01,c834_Lobby_Touch_1,0.3,,
30794,touch,1.0,9.0,834,1,0,expression_0,Locale_Character:834_speech_02,c834_Lobby_Touch_2,0.3,,
30795,touch,1.0,9.0,834,1,0,expression_0,Locale_Character:834_speech_03,c834_Lobby_Touch_3,0.4,,
30796,touch,10.0,0.0,834,1,0,expression_0,Locale_Character:834_speech_04,c834_Lobby_Touch_Love_1,0.3,,
30797,touch,10.0,0.0,834,1,0,expression_0,Locale_Character:834_speech_05,c834_Lobby_Touch_Love_2,0.3,,
30798,touch,10.0,0.0,834,1,0,expression_0,Locale_Character:834_speech_06,c834_Lobby_Touch_Love_3,0.4,,
30799,stay,1.0,9.0,834,1,0,expression_0,Locale_Character:834_stay_01,c834_Lobby_Stay_1,1.0,,
30800,stay,10.0,0.0,834,1,0,expression_0,Locale_Character:834_stay_02,c834_Lobby_Stay_Love_1,1.0,,
30801,touch,1.0,9.0,834,2,0,expression_0,Locale_Character:834_02_speech_01,c834_02_Lobby_Touch_1,0.3,,
30802,touch,1.0,9.0,834,2,0,expression_0,Locale_Character:834_02_speech_02,c834_02_Lobby_Touch_2,0.3,,
30803,touch,1.0,9.0,834,2,0,expression_0,Locale_Character:834_02_speech_03,c834_02_Lobby_Touch_3,0.4,,
30804,touch,10.0,0.0,834,2,0,expression_0,Locale_Character:834_02_speech_04,c834_02_Lobby_Touch_Love_1,0.3,,
